group_name,dataset_name,label_id,label_name,model_count,confidence,accuracy,passed
Cluster_0,MNIST,2,2,1,1.0,1.0,True
Cluster_1,MNIST,5,5,1,0.9989033341407776,1.0,True
Cluster_1,MNIST,6,6,1,0.9987016320228577,1.0,True
Cluster_2,MNIST,3,3,2,0.9998892545700073,1.0,True
Cluster_2,MNIST,4,4,1,0.9999004602432251,1.0,True
Cluster_2,MNIST,6,6,1,0.9999898672103882,1.0,True
Cluster_2,MNIST,7,7,1,0.9997949600219727,1.0,True
Cluster_2,MNIST,9,9,1,0.9995481967926025,1.0,True
Cluster_3,MNIST,1,1,1,0.9999920129776001,1.0,True
Cluster_3,MNIST,6,6,1,0.9959981441497803,1.0,True
Cluster_4,MNIST,3,3,1,0.8891713619232178,0.875,True
Cluster_4,MNIST,4,4,1,0.3019430637359619,0.125,False
Cluster_4,MNIST,5,5,1,0.9979453086853027,1.0,True
Cluster_4,MNIST,6,6,1,0.9961556792259216,1.0,True
Cluster_4,MNIST,8,8,1,0.9992517232894897,1.0,True
Cluster_5,MNIST,1,1,1,0.15315452218055725,0.125,False
Cluster_5,MNIST,2,2,1,0.816799521446228,0.875,True
Cluster_5,MNIST,9,9,1,0.9999147653579712,1.0,True
Cluster_6,MNIST,4,4,1,0.9965258240699768,1.0,True
Cluster_6,MNIST,5,5,1,0.9999985098838806,1.0,True
Cluster_6,MNIST,7,7,1,0.99997878074646,1.0,True
Cluster_7,MNIST,0,0,1,0.9183210134506226,1.0,True
Cluster_7,MNIST,1,1,1,0.7739660739898682,0.75,True
Cluster_7,MNIST,2,2,1,0.9968422651290894,1.0,True
Cluster_7,MNIST,4,4,1,0.637690007686615,0.75,True
Cluster_7,MNIST,6,6,1,0.9006102085113525,1.0,True
Cluster_7,MNIST,7,7,1,0.9857638478279114,1.0,True
Cluster_8,MNIST,5,5,1,0.9993606805801392,1.0,True
Cluster_8,MNIST,6,6,1,0.9992059469223022,1.0,True
Cluster_8,MNIST,9,9,1,0.9999672174453735,1.0,True
Cluster_9,EMNIST,1,1,3,0.7157258788744608,0.6666666666666666,True
Cluster_9,EMNIST,2,2,1,0.994888424873352,1.0,True
Cluster_9,EMNIST,3,3,3,0.9988993803660074,1.0,True
Cluster_9,EMNIST,5,5,1,0.9770744442939758,1.0,True
Cluster_9,EMNIST,6,6,2,0.9948078691959381,1.0,True
Cluster_9,EMNIST,7,7,2,0.9943779706954956,1.0,True
Cluster_9,EMNIST,9,9,1,0.9791947603225708,1.0,True
Cluster_9,EMNIST,10,A,1,0.9999980926513672,1.0,True
Cluster_9,EMNIST,11,B,1,0.40937480330467224,1.0,False
Cluster_9,EMNIST,12,C,1,0.9671187996864319,1.0,True
Cluster_9,EMNIST,13,D,2,0.9048033356666565,1.0,True
Cluster_9,EMNIST,14,E,1,0.9998534917831421,1.0,True
Cluster_9,EMNIST,16,G,1,0.9937746524810791,1.0,True
Cluster_9,EMNIST,18,I,1,0.8185240626335144,1.0,True
Cluster_9,EMNIST,19,J,1,0.21419104933738708,0.0,False
Cluster_9,EMNIST,20,K,1,0.9945824146270752,1.0,True
Cluster_9,EMNIST,21,L,3,0.7910807530085245,1.0,True
Cluster_9,EMNIST,22,M,1,0.48771196603775024,1.0,False
Cluster_9,EMNIST,23,N,1,0.35999149084091187,1.0,False
Cluster_9,EMNIST,24,O,2,0.9999785721302032,1.0,True
Cluster_9,EMNIST,25,P,1,0.9994687438011169,1.0,True
Cluster_9,EMNIST,26,Q,2,0.5101161561906338,0.5,True
Cluster_9,EMNIST,27,R,2,0.061783192068105564,0.0,False
Cluster_9,EMNIST,28,S,2,0.7614785432815552,0.9375,True
Cluster_9,EMNIST,29,T,1,0.9026528596878052,1.0,True
Cluster_9,EMNIST,30,U,1,0.56752610206604,1.0,True
Cluster_9,EMNIST,33,X,1,0.5097000598907471,1.0,True
Cluster_9,EMNIST,34,Y,1,0.983870267868042,1.0,True
Cluster_9,EMNIST,35,Z,2,0.8531753718852997,1.0,True
Cluster_9,EMNIST,37,b,1,0.9982712864875793,1.0,True
Cluster_9,EMNIST,38,c,1,0.9996036291122437,1.0,True
Cluster_9,EMNIST,39,d,2,0.7536298632621765,1.0,True
Cluster_9,EMNIST,44,i,2,0.08083787374198437,0.0,False
Cluster_9,EMNIST,45,j,1,0.3799710273742676,0.75,False
Cluster_9,EMNIST,46,k,1,0.09221681207418442,0.0,False
Cluster_9,EMNIST,47,l,1,0.9719762802124023,1.0,True
Cluster_9,EMNIST,48,m,2,0.7728145122528076,1.0,True
Cluster_9,EMNIST,49,n,1,0.9816554188728333,1.0,True
Cluster_9,EMNIST,52,q,1,0.10125356912612915,0.0,False
Cluster_9,EMNIST,55,t,1,0.734493613243103,1.0,True
Cluster_9,EMNIST,56,u,1,0.6035041809082031,1.0,True
Cluster_9,EMNIST,58,w,2,0.609135091304779,0.75,True
Cluster_9,EMNIST,59,x,1,0.6697518825531006,1.0,True
Cluster_9,EMNIST,60,y,1,0.9733459949493408,1.0,True
Cluster_9,EMNIST,61,z,2,0.9945679306983948,1.0,True
Cluster_10,EMNIST,0,0,4,0.8178321123123169,0.75,True
Cluster_10,EMNIST,1,1,2,0.9479798674583435,1.0,True
Cluster_10,EMNIST,2,2,2,0.9387528300285339,1.0,True
Cluster_10,EMNIST,4,4,2,0.9025894105434418,1.0,True
Cluster_10,EMNIST,5,5,1,0.9105901718139648,1.0,True
Cluster_10,EMNIST,6,6,1,0.7112176418304443,1.0,True
Cluster_10,EMNIST,7,7,1,0.9999833106994629,1.0,True
Cluster_10,EMNIST,8,8,2,0.783308744430542,1.0,True
Cluster_10,EMNIST,9,9,1,0.1253165602684021,0.0,False
Cluster_10,EMNIST,10,A,1,0.002914280630648136,0.0,False
Cluster_10,EMNIST,11,B,2,0.6147430837154388,0.75,True
Cluster_10,EMNIST,12,C,1,0.9234098196029663,1.0,True
Cluster_10,EMNIST,13,D,1,0.0001618523383513093,0.0,False
Cluster_10,EMNIST,14,E,1,0.00023051913012750447,0.0,False
Cluster_10,EMNIST,15,F,2,0.0007853075221646577,0.0,False
Cluster_10,EMNIST,17,H,4,0.8055396974086761,1.0,True
Cluster_10,EMNIST,19,J,1,0.0066690463572740555,0.0,False
Cluster_10,EMNIST,20,K,1,2.0166018657619134e-05,0.0,False
Cluster_10,EMNIST,21,L,1,7.553509203717113e-05,0.0,False
Cluster_10,EMNIST,22,M,3,0.29868138829867047,0.0,False
Cluster_10,EMNIST,24,O,1,0.47658559679985046,1.0,False
Cluster_10,EMNIST,26,Q,2,0.3168762812274508,0.5,False
Cluster_10,EMNIST,27,R,2,0.46091209445148706,0.5,False
Cluster_10,EMNIST,28,S,2,0.9991917312145233,1.0,True
Cluster_10,EMNIST,29,T,1,0.00026958948001265526,0.0,False
Cluster_10,EMNIST,30,U,2,0.9626866579055786,1.0,True
Cluster_10,EMNIST,31,V,2,0.5471954047679901,1.0,True
Cluster_10,EMNIST,32,W,2,0.06742648035287857,0.0,False
Cluster_10,EMNIST,33,X,2,0.7260129004716873,0.6875,True
Cluster_10,EMNIST,35,Z,1,2.388783741480438e-06,0.0,False
Cluster_10,EMNIST,36,a,2,0.5405113399028778,1.0,True
Cluster_10,EMNIST,37,b,1,0.0008340855129063129,0.0,False
Cluster_10,EMNIST,38,c,1,0.9754149913787842,1.0,True
Cluster_10,EMNIST,39,d,2,0.8812991082668304,1.0,True
Cluster_10,EMNIST,40,e,2,0.9926165342330933,1.0,True
Cluster_10,EMNIST,41,f,3,0.5926967263221741,0.3333333333333333,True
