group_name,dataset_name,label_id,label_name,model_count,confidence,accuracy,passed
Cluster_0,MNIST,2,2,1,1.0,1.0,True
Cluster_1,MNIST,5,5,1,0.9942692518234253,1.0,True
Cluster_1,MNIST,6,6,1,0.9991621971130371,1.0,True
Cluster_2,MNIST,3,3,2,0.9999779760837555,1.0,True
Cluster_2,MNIST,4,4,1,0.9068118333816528,0.875,True
Cluster_2,MNIST,6,6,1,0.9986087083816528,1.0,True
Cluster_2,MNIST,7,7,1,0.9999709129333496,1.0,True
Cluster_2,MNIST,9,9,1,0.9995508193969727,1.0,True
Cluster_3,MNIST,1,1,1,0.9999844431877136,1.0,True
Cluster_3,MNIST,6,6,1,0.9985169172286987,1.0,True
Cluster_4,MNIST,3,3,1,0.9844745397567749,1.0,True
Cluster_4,MNIST,4,4,1,0.36451590061187744,0.125,False
Cluster_4,MNIST,5,5,1,0.9829825162887573,1.0,True
Cluster_4,MNIST,6,6,1,0.9742878675460815,1.0,True
Cluster_4,MNIST,8,8,1,0.9972642660140991,1.0,True
Cluster_5,MNIST,1,1,1,0.1421748846769333,0.0,False
Cluster_5,MNIST,2,2,1,0.3045172691345215,0.375,False
Cluster_5,MNIST,9,9,1,0.9995625019073486,1.0,True
Cluster_6,MNIST,4,4,1,0.9986966848373413,1.0,True
Cluster_6,MNIST,5,5,1,0.9997682571411133,1.0,True
Cluster_6,MNIST,7,7,1,0.9999814629554749,1.0,True
Cluster_7,MNIST,0,0,1,0.9695217609405518,1.0,True
Cluster_7,MNIST,1,1,1,0.9977431893348694,1.0,True
Cluster_7,MNIST,2,2,1,0.9988252520561218,1.0,True
Cluster_7,MNIST,4,4,1,0.9067209362983704,1.0,True
Cluster_7,MNIST,6,6,1,0.9989079833030701,1.0,True
Cluster_7,MNIST,7,7,1,0.024843798950314522,0.0,False
Cluster_8,MNIST,5,5,1,0.9998049736022949,1.0,True
Cluster_8,MNIST,6,6,1,0.9963557720184326,1.0,True
Cluster_8,MNIST,9,9,1,0.9959093332290649,1.0,True
Cluster_9,EMNIST,1,1,3,0.7561725378036499,0.6666666666666666,True
Cluster_9,EMNIST,2,2,1,0.6770669221878052,1.0,True
Cluster_9,EMNIST,3,3,3,0.9997112154960632,1.0,True
Cluster_9,EMNIST,5,5,1,0.9294115900993347,1.0,True
Cluster_9,EMNIST,6,6,2,0.981911838054657,1.0,True
Cluster_9,EMNIST,7,7,2,0.9983404874801636,1.0,True
Cluster_9,EMNIST,9,9,1,0.999374508857727,1.0,True
Cluster_9,EMNIST,10,A,1,0.9994481801986694,1.0,True
Cluster_9,EMNIST,11,B,1,0.19494807720184326,0.0,False
Cluster_9,EMNIST,12,C,1,0.9614993929862976,1.0,True
Cluster_9,EMNIST,13,D,2,0.4123675636947155,0.5,False
