Round,Accuracy
1,3.24
2,5.31
3,19.1
4,25.47
5,26.99
6,31.05
7,33.73
8,32.02
9,38.79
10,38.1
11,37.11
12,41.58
13,41.08
14,44.81
15,42.05
16,45.34
17,47.27
18,49.22
19,51.35
20,50.3
21,50.78
22,50.98
23,52.46
24,53.55
25,55.03
26,54.85
27,55.32
28,53.95
29,53.26
30,54.32
