thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.19328859060402684,1.0,0.5966442953020135,288,0,53450,1202
0.15,0.24093959731543624,0.9999625818521983,0.6204510895838173,359,2,53448,1131
0.2,0.2691275167785235,0.9996819457436857,0.6344047312611046,401,17,53433,1089
0.25,0.3046979865771812,0.9991393826005612,0.6519186845888713,454,46,53404,1036
0.3,0.338255033557047,0.9990084190832553,0.6686317263201511,504,53,53397,986
0.35,0.351006711409396,0.9985594013096352,0.6747830563595156,523,77,53373,967
0.4,0.35771812080536913,0.9976613657623947,0.677689743283882,533,125,53325,957
0.45,0.35637583892617447,0.998110383536015,0.6772431112310947,531,101,53349,959
0.5,0.35637583892617447,0.9975491113189897,0.6769624751225821,531,131,53319,959
0.55,0.35704697986577183,0.9981852198316183,0.6776160998486951,532,97,53353,958
0.6,0.35570469798657717,0.9976800748362956,0.6766923864114364,530,124,53326,960
0.65,0.35436241610738256,0.9975491113189897,0.6759557637131861,528,131,53319,962
0.7,0.35503355704697986,0.9978484565014032,0.6764410067741915,529,115,53335,961
0.75,0.3610738255033557,0.9969130028063611,0.6789934141548584,538,165,53285,952
0.8,0.35637583892617447,0.9968007483629561,0.6765882936445653,531,171,53279,959
0.85,0.34563758389261745,0.9979981290926099,0.6718178564926136,515,107,53343,975
0.9,0.3651006711409396,0.9975678203928906,0.6813342457669151,544,130,53320,946
0.95,0.3523489932885906,0.9982039289055191,0.6752764610970549,525,96,53354,965
1.0,0.35704697986577183,0.9977736202057998,0.6774103000357858,532,119,53331,958
