Round,Accuracy
1,62.93
2,69.82
3,77.01
4,76.05
5,77.42
6,68.92
7,80.02
8,72.29
9,80.73
10,78.11
11,83.44
12,78.81
13,76.04
14,80.37
15,82.96
16,84.35
17,84.2
18,80.66
19,82.6
20,84.64
21,81.52
22,71.53
23,82.11
24,84.74
25,83.03
26,86.14
27,81.25
28,78.93
29,78.36
30,83.77
