Round,Accuracy
1,75.96
2,81.51
3,80.38
4,82.9
5,82.02
6,84.72
7,84.53
8,83.71
9,83.43
10,83.96
11,82.39
12,83.03
13,83.82
14,83.85
15,83.35
16,82.51
17,81.48
18,83.82
19,82.82
20,82.19
21,83.8
22,84.23
23,83.7
24,84.68
25,84.03
26,84.44
27,84.57
28,85.81
29,85.38
30,82.84
