Round,Dataset,Local_Class,Accuracy
20,MNIST,0,79.91
20,MNIST,1,69.19
20,MNIST,2,42.49
20,MNIST,3,89.55
20,MNIST,4,77.6
20,MNIST,5,98.15
20,MNIST,6,58.09
20,MNIST,7,70.27
20,MNIST,8,96.84
20,MNIST,9,84.1
20,EMNIST,0,0.0
20,EMNIST,1,72.42
20,EMNIST,2,51.2
20,EMNIST,3,94.21
20,EMNIST,4,65.0
20,EMNIST,5,95.83
20,EMNIST,6,29.28
20,EMNIST,7,81.38
20,EMNIST,8,96.37
20,EMNIST,9,90.95
20,EMNIST,10,3.93
20,EMNIST,11,2.37
20,EMNIST,12,38.52
20,EMNIST,13,3.24
20,EMNIST,14,29.59
20,EMNIST,15,1.3
20,EMNIST,16,2.7
20,EMNIST,17,2.32
20,EMNIST,18,0.0
20,EMNIST,19,5.79
20,EMNIST,20,0.86
20,EMNIST,21,27.41
20,EMNIST,22,28.74
20,EMNIST,23,3.58
20,EMNIST,24,82.88
20,EMNIST,25,25.2
20,EMNIST,26,0.0
20,EMNIST,27,0.54
20,EMNIST,28,0.0
20,EMNIST,29,78.16
20,EMNIST,30,0.99
20,EMNIST,31,3.04
20,EMNIST,32,9.96
20,EMNIST,33,7.12
20,EMNIST,34,11.85
20,EMNIST,35,28.44
20,EMNIST,36,9.97
20,EMNIST,37,3.48
20,EMNIST,38,0.0
20,EMNIST,39,16.86
20,EMNIST,40,83.6
20,EMNIST,41,54.95
20,EMNIST,42,2.8
20,EMNIST,43,1.34
20,EMNIST,44,0.0
20,EMNIST,45,32.18
20,EMNIST,46,1.18
20,EMNIST,47,0.0
20,EMNIST,48,42.42
20,EMNIST,49,1.51
20,EMNIST,50,0.0
20,EMNIST,51,0.0
20,EMNIST,52,0.0
20,EMNIST,53,2.37
20,EMNIST,54,30.65
20,EMNIST,55,41.51
20,EMNIST,56,7.74
20,EMNIST,57,0.47
20,EMNIST,58,8.47
20,EMNIST,59,0.7
20,EMNIST,60,4.32
20,EMNIST,61,48.78
20,CIFAR10,0,17.25
20,CIFAR10,1,48.9
20,CIFAR10,2,16.37
20,CIFAR10,3,2.2
20,CIFAR10,4,6.37
20,CIFAR10,5,74.73
20,CIFAR10,6,37.91
20,CIFAR10,7,18.57
20,CIFAR10,8,4.84
20,CIFAR10,9,39.34
21,MNIST,0,98.43
21,MNIST,1,96.51
21,MNIST,2,91.69
21,MNIST,3,95.76
21,MNIST,4,93.62
21,MNIST,5,94.7
21,MNIST,6,84.96
21,MNIST,7,93.9
