Round,Accuracy
1,0.0
2,0.07
3,6.82
4,5.28
5,5.28
6,5.44
7,5.44
8,3.13
9,0.0
10,4.83
11,5.64
12,5.7
13,0.08
14,1.66
15,0.21
16,5.89
17,4.55
18,1.68
19,3.56
20,3.27
21,15.38
22,13.68
23,9.4
24,14.12
25,13.9
26,7.59
27,11.16
28,11.82
29,10.5
30,13.78
