Round,Accuracy
1,10.0
2,8.69
3,0.04
4,0.0
5,0.0
6,0.0
7,0.16
8,9.95
9,9.36
10,5.59
11,7.63
12,4.75
13,9.49
14,6.8
15,9.35
16,9.62
17,0.26
18,2.53
19,7.63
20,2.99
21,0.07
22,0.15
23,7.12
24,0.02
25,0.24
26,4.86
27,1.15
28,0.45
29,0.93
30,0.51
