Round,Accuracy
1,0.0
2,0.02
3,11.84
4,10.28
5,10.28
6,11.35
7,11.35
8,9.18
9,0.0
10,9.82
11,9.9
12,10.69
13,1.47
14,10.4
15,3.05
16,17.97
17,10.09
18,8.02
19,12.23
20,9.71
21,23.68
22,22.77
23,18.46
24,27.0
25,25.09
26,12.15
27,18.02
28,23.03
29,17.16
30,24.07
