Round,Accuracy
1,0.73
2,0.7
3,6.69
4,5.26
5,5.26
6,5.47
7,5.49
8,4.08
9,0.69
10,5.25
11,6.1
12,5.99
13,0.87
14,2.68
15,1.09
16,7.05
17,4.64
18,2.2
19,4.49
20,3.72
21,14.86
22,13.35
23,9.9
24,14.03
25,13.72
26,7.72
27,10.93
28,11.81
29,10.29
30,13.56
