Round,Accuracy
1,58.28
2,71.77
3,75.34
4,76.45
5,77.68
6,76.7
7,76.9
8,76.87
9,78.93
10,79.47
11,80.22
12,80.24
13,79.54
14,75.6
15,79.81
16,80.66
17,81.43
18,77.39
19,81.33
20,80.05
21,79.66
22,80.04
23,81.29
24,79.46
25,79.95
26,82.07
27,81.73
28,81.55
29,81.98
30,80.84
