Round,Accuracy
1,0.71
2,7.44
3,10.28
4,10.28
5,10.28
6,10.28
7,11.35
8,9.82
9,9.82
10,9.76
11,9.9
12,15.5
13,16.25
14,17.49
15,28.04
16,16.43
17,21.1
18,22.3
19,27.75
20,29.73
21,25.61
22,35.1
23,29.4
24,28.28
25,31.81
26,30.47
27,27.76
28,21.65
29,26.63
30,27.6
