Round,Accuracy
1,0.05
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.02
10,0.07
11,0.0
12,0.02
13,0.37
14,0.12
15,0.33
16,1.4
17,0.65
18,1.52
19,2.78
20,4.74
21,7.4
22,4.47
23,3.7
24,2.58
25,1.82
26,7.98
27,7.11
28,7.38
29,7.53
30,7.05
