Round,Accuracy
20,14.82
21,29.96
22,31.2
23,23.66
24,34.62
25,30.82
26,34.1
27,27.97
28,29.3
29,25.06
30,27.18
31,30.18
32,25.95
33,32.31
34,54.71
35,24.91
36,26.96
37,26.32
38,26.44
39,22.54
40,35.71
