Round,Dataset,Local_Class,Accuracy
20,MNIST,0,90.01
20,MNIST,1,97.48
20,MNIST,2,41.11
20,MNIST,3,89.66
20,MNIST,4,94.18
20,MNIST,5,91.99
20,MNIST,6,68.08
20,MNIST,7,91.02
20,MNIST,8,93.34
20,MNIST,9,71.57
20,EMNIST,0,23.17
20,EMNIST,1,20.43
20,EMNIST,2,31.39
20,EMNIST,3,40.61
20,EMNIST,4,72.5
20,EMNIST,5,36.43
20,EMNIST,6,54.93
20,EMNIST,7,71.53
20,EMNIST,8,55.42
20,EMNIST,9,74.68
20,EMNIST,10,87.27
20,EMNIST,11,95.42
20,EMNIST,12,72.8
20,EMNIST,13,88.15
20,EMNIST,14,79.97
20,EMNIST,15,24.73
20,EMNIST,16,74.2
20,EMNIST,17,83.97
20,EMNIST,18,7.14
20,EMNIST,19,68.25
20,EMNIST,20,5.46
20,EMNIST,21,85.62
20,EMNIST,22,50.3
20,EMNIST,23,75.26
20,EMNIST,24,8.65
20,EMNIST,25,54.33
20,EMNIST,26,65.69
20,EMNIST,27,72.96
20,EMNIST,28,9.15
20,EMNIST,29,80.25
20,EMNIST,30,30.11
20,EMNIST,31,21.69
20,EMNIST,32,55.39
20,EMNIST,33,75.83
20,EMNIST,34,61.98
20,EMNIST,35,89.81
20,EMNIST,36,71.04
20,EMNIST,37,91.24
20,EMNIST,38,7.38
20,EMNIST,39,85.29
20,EMNIST,40,80.19
20,EMNIST,41,84.07
20,EMNIST,42,59.33
20,EMNIST,43,65.28
20,EMNIST,44,9.25
20,EMNIST,45,72.66
20,EMNIST,46,72.17
20,EMNIST,47,14.71
20,EMNIST,48,30.81
20,EMNIST,49,73.99
20,EMNIST,50,25.94
20,EMNIST,51,36.42
20,EMNIST,52,0.22
20,EMNIST,53,72.89
20,EMNIST,54,32.41
20,EMNIST,55,84.76
20,EMNIST,56,33.71
20,EMNIST,57,36.62
20,EMNIST,58,77.65
20,EMNIST,59,27.1
20,EMNIST,60,15.27
20,EMNIST,61,24.63
20,CIFAR10,0,37.25
