dataset_a,label_a_id,label_a_name,dataset_b,label_b_id,label_b_name,score_a_to_b,score_b_to_a,relation_score,pass_threshold
MNIST,0,0,EMNIST,47,l,0.00134054955560714,4.548491779132746e-05,0.0006930172366992338,False
MNIST,0,0,EMNIST,48,m,0.07461999356746674,0.0012992934789508581,0.0379596435232088,False
MNIST,0,0,EMNIST,49,n,0.341237872838974,0.004996253177523613,0.1731170630082488,False
MNIST,0,0,EMNIST,50,o,0.5669575929641724,0.04484008997678757,0.30589884147047997,True
MNIST,0,0,EMNIST,51,p,0.24997353553771973,0.00015357686788775027,0.12506355620280374,False
MNIST,0,0,EMNIST,52,q,0.06853902339935303,0.001461458276025951,0.03500024083768949,False
MNIST,0,0,EMNIST,53,r,0.16892023384571075,0.00032862683292478323,0.08462443033931777,False
MNIST,0,0,EMNIST,54,s,0.029360491782426834,2.5749246560735628e-05,0.014693120514493785,False
MNIST,0,0,EMNIST,55,t,0.03835756704211235,3.451600787229836e-05,0.019196041524992324,False
MNIST,0,0,EMNIST,56,u,0.18445302546024323,0.005743770860135555,0.09509839816018939,False
MNIST,0,0,EMNIST,57,v,0.10405491292476654,0.0004323466564528644,0.0522436297906097,False
MNIST,0,0,EMNIST,58,w,0.19609060883522034,0.00266536814160645,0.0993779884884134,False
MNIST,0,0,EMNIST,59,x,0.1306000053882599,0.0003365665616001934,0.06546828597493004,False
MNIST,0,0,EMNIST,60,y,0.042123597115278244,0.0004365767817944288,0.021280086948536336,False
MNIST,0,0,EMNIST,61,z,0.0903363823890686,3.206302790204063e-05,0.04518422270848532,False
MNIST,1,1,EMNIST,0,0,0.0151097122579813,0.0017530700424686074,0.008431391150224954,False
MNIST,1,1,EMNIST,1,1,0.8744004368782043,0.3871345818042755,0.6307675093412399,True
MNIST,1,1,EMNIST,2,2,0.02557438053190708,0.000985767343081534,0.013280073937494308,False
MNIST,1,1,EMNIST,3,3,0.0016146628186106682,0.00020811634021811187,0.00091138957941439,False
MNIST,1,1,EMNIST,4,4,0.047275252640247345,0.0009450225043110549,0.0241101375722792,False
MNIST,1,1,EMNIST,5,5,0.003892152803018689,0.00909487809985876,0.006493515451438725,False
MNIST,1,1,EMNIST,6,6,0.12793555855751038,0.0008221020107157528,0.06437883028411306,False
MNIST,1,1,EMNIST,7,7,0.16288991272449493,0.014746132306754589,0.08881802251562476,False
MNIST,1,1,EMNIST,8,8,0.022773709148168564,0.00505872443318367,0.013916216790676117,False
MNIST,1,1,EMNIST,9,9,0.037946589291095734,0.0006694745970889926,0.019308031944092363,False
MNIST,1,1,EMNIST,10,A,0.05850483104586601,0.0003805802552960813,0.029442705650581047,False
MNIST,1,1,EMNIST,11,B,0.0037898689042776823,0.0005135104293003678,0.002151689666789025,False
MNIST,1,1,EMNIST,12,C,0.020001407712697983,0.0009671960724517703,0.010484301892574877,False
MNIST,1,1,EMNIST,13,D,0.021479330956935883,0.0012030188227072358,0.01134117488982156,False
MNIST,1,1,EMNIST,14,E,0.005759148392826319,0.001098752487450838,0.0034289504401385784,False
MNIST,1,1,EMNIST,15,F,0.016599198803305626,0.00362832541577518,0.010113762109540403,False
MNIST,1,1,EMNIST,16,G,0.004646996967494488,0.00016516838513780385,0.002406082676316146,False
MNIST,1,1,EMNIST,17,H,0.06778258085250854,8.386596891796216e-05,0.033933223410713254,False
MNIST,1,1,EMNIST,18,I,0.8695672750473022,0.19053466618061066,0.5300509706139565,True
MNIST,1,1,EMNIST,19,J,0.020498063415288925,0.004607861395925283,0.012552962405607104,False
MNIST,1,1,EMNIST,20,K,0.009688282385468483,0.0003862612647935748,0.005037271825131029,False
MNIST,1,1,EMNIST,21,L,0.1654282808303833,0.00226760795339942,0.08384794439189136,False
MNIST,1,1,EMNIST,22,M,0.10198605060577393,0.00023525422147940844,0.05111065241362667,False
MNIST,1,1,EMNIST,23,N,0.10144080966711044,0.0006408811314031482,0.051040845399256796,False
MNIST,1,1,EMNIST,24,O,0.015465369448065758,0.0017911635804921389,0.008628266514278948,False
MNIST,1,1,EMNIST,25,P,0.09357091784477234,0.002001670654863119,0.04778629424981773,False
MNIST,1,1,EMNIST,26,Q,0.0018043722957372665,0.0003727869188878685,0.0010885796073125675,False
MNIST,1,1,EMNIST,27,R,0.012018571607768536,0.0008676364086568356,0.006443104008212686,False
MNIST,1,1,EMNIST,28,S,0.003155705751851201,0.001399689121171832,0.0022776974365115166,False
MNIST,1,1,EMNIST,29,T,0.08270258456468582,0.0025295878294855356,0.04261608619708568,False
MNIST,1,1,EMNIST,30,U,0.06926445662975311,0.0009014603565447032,0.03508295849314891,False
MNIST,1,1,EMNIST,31,V,0.1941058188676834,0.0031094641890376806,0.09860764152836055,False
MNIST,1,1,EMNIST,32,W,0.06849805265665054,7.793826080160215e-05,0.03428799545872607,False
MNIST,1,1,EMNIST,33,X,0.11296186596155167,0.0007920909556560218,0.056876978458603844,False
MNIST,1,1,EMNIST,34,Y,0.2578136622905731,0.0029118857346475124,0.13036277401261032,False
MNIST,1,1,EMNIST,35,Z,0.003110016230493784,0.00018433570221532136,0.0016471759663545527,False
MNIST,1,1,EMNIST,36,a,0.008168132044374943,0.00019421306205913424,0.0041811725532170385,False
MNIST,1,1,EMNIST,37,b,0.057038117200136185,0.0005137322586961091,0.028775924729416147,False
MNIST,1,1,EMNIST,38,c,0.009543917141854763,0.00018063609604723752,0.004862276618951,False
MNIST,1,1,EMNIST,39,d,0.05182529613375664,0.00023818970657885075,0.026031742920167744,False
MNIST,1,1,EMNIST,40,e,0.003208200680091977,0.000350694521330297,0.001779447600711137,False
MNIST,1,1,EMNIST,41,f,0.1053730845451355,0.002005265560001135,0.053689175052568316,False
MNIST,1,1,EMNIST,42,g,0.012685254216194153,0.0003422019653953612,0.006513728090794757,False
MNIST,1,1,EMNIST,43,h,0.12058298289775848,0.002158531453460455,0.06137075717560947,False
MNIST,1,1,EMNIST,44,i,0.875016987323761,0.07575680315494537,0.4753868952393532,True
MNIST,1,1,EMNIST,45,j,0.2462235689163208,0.00493619404733181,0.1255798814818263,False
MNIST,1,1,EMNIST,46,k,0.061628829687833786,0.0002990709035657346,0.03096395029569976,False
MNIST,1,1,EMNIST,47,l,0.9068724513053894,0.22618727385997772,0.5665298625826836,True
MNIST,1,1,EMNIST,48,m,0.032461363822221756,8.245831850217655e-05,0.016271911070361966,False
MNIST,1,1,EMNIST,49,n,0.08329907059669495,0.0010294747771695256,0.042164272686932236,False
MNIST,1,1,EMNIST,50,o,0.0504186749458313,0.0005806508706882596,0.02549966290825978,False
MNIST,1,1,EMNIST,51,p,0.04764509201049805,0.0008427003631368279,0.024243896186817437,False
MNIST,1,1,EMNIST,52,q,0.08058355003595352,0.0005699143512174487,0.040576732193585485,False
MNIST,1,1,EMNIST,53,r,0.12869083881378174,0.01213033776730299,0.07041058829054236,False
MNIST,1,1,EMNIST,54,s,0.006304322741925716,0.0001999111846089363,0.0032521169632673264,False
MNIST,1,1,EMNIST,55,t,0.11303563416004181,0.022042270749807358,0.06753895245492458,False
MNIST,1,1,EMNIST,56,u,0.06257329881191254,8.27206313260831e-05,0.03132800972161931,False
MNIST,1,1,EMNIST,57,v,0.17451629042625427,0.001685701310634613,0.08810099586844444,False
MNIST,1,1,EMNIST,58,w,0.01940949447453022,2.8959280825802125e-05,0.009719226877678011,False
MNIST,1,1,EMNIST,59,x,0.13845407962799072,0.0008612641249783337,0.06965767187648453,False
MNIST,1,1,EMNIST,60,y,0.2709622383117676,0.0011858692159876227,0.1360740537638776,False
MNIST,1,1,EMNIST,61,z,0.003681539325043559,0.0004444415681064129,0.002062990446574986,False
MNIST,2,2,EMNIST,0,0,0.031228482723236084,0.0007119009387679398,0.015970191831002012,False
MNIST,2,2,EMNIST,1,1,0.01933315582573414,0.00035331345861777663,0.009843234642175958,False
MNIST,2,2,EMNIST,2,2,0.5725387334823608,0.8212212324142456,0.6968799829483032,True
MNIST,2,2,EMNIST,3,3,0.13202720880508423,0.034846581518650055,0.08343689516186714,False
MNIST,2,2,EMNIST,4,4,0.04293936491012573,0.01613052748143673,0.02953494619578123,False
MNIST,2,2,EMNIST,5,5,0.09783966839313507,0.0026452706661075354,0.0502424695296213,False
MNIST,2,2,EMNIST,6,6,0.024747950956225395,0.0011198193533346057,0.01293388515478,False
MNIST,2,2,EMNIST,7,7,0.1548641324043274,0.0010550108272582293,0.07795957161579281,False
MNIST,2,2,EMNIST,8,8,0.09247459471225739,0.0009415048407390714,0.04670804977649823,False
MNIST,2,2,EMNIST,9,9,0.04190390184521675,0.00038176687667146325,0.021142834360944107,False
MNIST,2,2,EMNIST,10,A,0.07131137698888779,0.0008831306477077305,0.03609725381829776,False
MNIST,2,2,EMNIST,11,B,0.15313294529914856,0.00017941553960554302,0.07665618041937705,False
MNIST,2,2,EMNIST,12,C,0.26056259870529175,0.0050537483766674995,0.13280817354097962,False
MNIST,2,2,EMNIST,13,D,0.08367747068405151,0.0013976289192214608,0.04253754980163649,False
MNIST,2,2,EMNIST,14,E,0.14765019714832306,0.00028466960065998137,0.07396743337449152,False
MNIST,2,2,EMNIST,15,F,0.1202431321144104,0.0014726140070706606,0.06085787306074053,False
MNIST,2,2,EMNIST,16,G,0.15246541798114777,0.00046412396477535367,0.07646477097296156,False
MNIST,2,2,EMNIST,17,H,0.020775245502591133,0.0010523590026423335,0.010913802252616733,False
MNIST,2,2,EMNIST,18,I,0.01833409257233143,0.0023437393829226494,0.010338915977627039,False
MNIST,2,2,EMNIST,19,J,0.1716025173664093,0.0024233057629317045,0.0870129115646705,False
MNIST,2,2,EMNIST,20,K,0.14660081267356873,0.0005178259452804923,0.07355931930942461,False
MNIST,2,2,EMNIST,21,L,0.11681486666202545,0.004758601542562246,0.06078673410229385,False
MNIST,2,2,EMNIST,22,M,0.027719328179955482,0.007013785187155008,0.017366556683555245,False
MNIST,2,2,EMNIST,23,N,0.02436229959130287,0.0009235214674845338,0.012642910529393703,False
MNIST,2,2,EMNIST,24,O,0.034062907099723816,0.00044136852375231683,0.017252137811738066,False
MNIST,2,2,EMNIST,25,P,0.0667315125465393,0.0006599700427614152,0.03369574129465036,False
MNIST,2,2,EMNIST,26,Q,0.2650185227394104,0.000502822978887707,0.13276067285914905,False
MNIST,2,2,EMNIST,27,R,0.24307353794574738,0.0003849471395369619,0.12172924254264217,False
MNIST,2,2,EMNIST,28,S,0.18872608244419098,0.0006606914103031158,0.09469338692724705,False
MNIST,2,2,EMNIST,29,T,0.0905119851231575,0.0006873178645037115,0.045599651493830606,False
MNIST,2,2,EMNIST,30,U,0.09020186960697174,0.004342225380241871,0.047272047493606806,False
MNIST,2,2,EMNIST,31,V,0.07037234306335449,2.5179917429341003e-05,0.03519876149039192,False
MNIST,2,2,EMNIST,32,W,0.17893880605697632,0.0003049744700547308,0.08962189026351552,False
MNIST,2,2,EMNIST,33,X,0.09246647357940674,0.0003487297799438238,0.04640760167967528,False
MNIST,2,2,EMNIST,34,Y,0.05463926121592522,0.00015050228103064,0.02739488174847793,False
MNIST,2,2,EMNIST,35,Z,0.5177909135818481,0.01672317273914814,0.26725704316049814,False
MNIST,2,2,EMNIST,36,a,0.15444080531597137,0.017897408455610275,0.08616910688579082,False
MNIST,2,2,EMNIST,37,b,0.11646274477243423,0.0004019301850348711,0.05843233747873455,False
MNIST,2,2,EMNIST,38,c,0.1948433220386505,0.000972412177361548,0.09790786710800603,False
MNIST,2,2,EMNIST,39,d,0.17403686046600342,0.0035596913658082485,0.08879827591590583,False
MNIST,2,2,EMNIST,40,e,0.19665639102458954,0.0007921241922304034,0.09872425760840997,False
MNIST,2,2,EMNIST,41,f,0.07201431691646576,0.00046531864791177213,0.036239817782188766,False
MNIST,2,2,EMNIST,42,g,0.08604125678539276,0.0008962752181105316,0.043468766001751646,False
MNIST,2,2,EMNIST,43,h,0.036576997488737106,0.0012000660644844174,0.018888531776610762,False
MNIST,2,2,EMNIST,44,i,0.019705619663000107,0.0009660717332735658,0.010335845698136836,False
MNIST,2,2,EMNIST,45,j,0.11700665950775146,0.0007108631543815136,0.05885876133106649,False
MNIST,2,2,EMNIST,46,k,0.06419084221124649,0.00023387058172374964,0.03221235639648512,False
MNIST,2,2,EMNIST,47,l,0.014012344181537628,0.0004073402378708124,0.00720984220970422,False
MNIST,2,2,EMNIST,48,m,0.02186046913266182,0.0017888897564262152,0.011824679444544017,False
MNIST,2,2,EMNIST,49,n,0.04039786383509636,0.0004981257952749729,0.020447994815185666,False
MNIST,2,2,EMNIST,50,o,0.05396158620715141,0.00011344319500494748,0.02703751470107818,False
MNIST,2,2,EMNIST,51,p,0.10161523520946503,0.00016414333367720246,0.050889689271571115,False
MNIST,2,2,EMNIST,52,q,0.07727926224470139,0.0006827819743193686,0.03898102210951038,False
MNIST,2,2,EMNIST,53,r,0.04373650252819061,0.00029712505056522787,0.02201681378937792,False
MNIST,2,2,EMNIST,54,s,0.1327604204416275,0.0002465840079821646,0.06650350222480483,False
MNIST,2,2,EMNIST,55,t,0.058682192116975784,0.007001010235399008,0.032841601176187396,False
MNIST,2,2,EMNIST,56,u,0.15321649610996246,0.0012674139579758048,0.07724195503396913,False
MNIST,2,2,EMNIST,57,v,0.05851113796234131,1.5757515939185396e-05,0.029263447739140247,False
MNIST,2,2,EMNIST,58,w,0.07047294080257416,0.002692794892936945,0.03658286784775555,False
MNIST,2,2,EMNIST,59,x,0.11052600294351578,0.00040016829734668136,0.05546308562043123,False
MNIST,2,2,EMNIST,60,y,0.03925320506095886,0.0002799132780637592,0.01976655916951131,False
MNIST,2,2,EMNIST,61,z,0.46041280031204224,0.02264118753373623,0.24152699392288923,False
MNIST,3,3,EMNIST,0,0,0.012471342459321022,0.00040399079443886876,0.006437666626879945,False
MNIST,3,3,EMNIST,1,1,0.014419140294194221,0.0006020146538503468,0.007510577474022284,False
MNIST,3,3,EMNIST,2,2,0.04840962216258049,0.05127305909991264,0.04984134063124657,False
MNIST,3,3,EMNIST,3,3,0.5883090496063232,0.8111397624015808,0.699724406003952,True
MNIST,3,3,EMNIST,4,4,0.019724268466234207,0.0033392254263162613,0.011531746946275234,False
MNIST,3,3,EMNIST,5,5,0.17921018600463867,0.011951583437621593,0.09558088472113013,False
MNIST,3,3,EMNIST,6,6,0.005773198790848255,0.00032511926838196814,0.0030491590296151116,False
MNIST,3,3,EMNIST,7,7,0.04370030388236046,0.005852610804140568,0.024776457343250513,False
MNIST,3,3,EMNIST,8,8,0.09346769750118256,0.004540782421827316,0.049004239961504936,False
MNIST,3,3,EMNIST,9,9,0.03294514864683151,0.002390383742749691,0.0176677661947906,False
MNIST,3,3,EMNIST,10,A,0.0295947827398777,0.00020854335161857307,0.014901663045748137,False
MNIST,3,3,EMNIST,11,B,0.11369423568248749,0.004697855561971664,0.059196045622229576,False
MNIST,3,3,EMNIST,12,C,0.027594730257987976,0.0025495346635580063,0.015072132460772991,False
MNIST,3,3,EMNIST,13,D,0.03525477647781372,0.002049913164228201,0.01865234482102096,False
MNIST,3,3,EMNIST,14,E,0.05745657533407211,0.0003445251495577395,0.028900550241814926,False
MNIST,3,3,EMNIST,15,F,0.05443087965250015,0.0022514252923429012,0.028341152472421527,False
MNIST,3,3,EMNIST,16,G,0.026354599744081497,0.0008497099624946713,0.013602154853288084,False
MNIST,3,3,EMNIST,17,H,0.009663568809628487,5.396932829171419e-05,0.0048587690689601,False
MNIST,3,3,EMNIST,18,I,0.012617376632988453,0.0009481225279159844,0.006782749580452219,False
MNIST,3,3,EMNIST,19,J,0.2510092258453369,0.011041991412639618,0.13102560862898827,False
MNIST,3,3,EMNIST,20,K,0.018780896440148354,9.872447844827548e-05,0.009439810459298315,False
MNIST,3,3,EMNIST,21,L,0.018112991005182266,0.0015329474117606878,0.009822969208471477,False
MNIST,3,3,EMNIST,22,M,0.01484567392617464,0.0015833927318453789,0.00821453332901001,False
MNIST,3,3,EMNIST,23,N,0.008145540952682495,0.0001660128909861669,0.004155776921834331,False
MNIST,3,3,EMNIST,24,O,0.00959410984069109,0.0004103353712707758,0.005002222605980933,False
MNIST,3,3,EMNIST,25,P,0.03185517340898514,0.0014335049781948328,0.016644339193589985,False
MNIST,3,3,EMNIST,26,Q,0.022724788635969162,0.00023593695368617773,0.01148036279482767,False
MNIST,3,3,EMNIST,27,R,0.024380801245570183,7.714773528277874e-05,0.01222897449042648,False
MNIST,3,3,EMNIST,28,S,0.2496906816959381,0.02486739680171013,0.13727903924882412,False
MNIST,3,3,EMNIST,29,T,0.050913285464048386,0.002842756686732173,0.02687802107539028,False
MNIST,3,3,EMNIST,30,U,0.013524102978408337,0.0004266147443559021,0.006975358861382119,False
MNIST,3,3,EMNIST,31,V,0.014378011226654053,4.421567609824706e-06,0.007191216397131939,False
MNIST,3,3,EMNIST,32,W,0.05036412551999092,2.0951418264303356e-05,0.025192538469127612,False
MNIST,3,3,EMNIST,33,X,0.07147938013076782,0.00013963019591756165,0.03580950516334269,False
MNIST,3,3,EMNIST,34,Y,0.025185490027070045,0.0016598744550719857,0.013422682241071016,False
MNIST,3,3,EMNIST,35,Z,0.21760936081409454,0.004468807019293308,0.11103908391669393,False
MNIST,3,3,EMNIST,36,a,0.04404531046748161,0.0066155558452010155,0.025330433156341314,False
MNIST,3,3,EMNIST,37,b,0.04820188134908676,0.00026555947260931134,0.024233720410848036,False
MNIST,3,3,EMNIST,38,c,0.034465301781892776,0.0002598643768578768,0.017362583079375327,False
MNIST,3,3,EMNIST,39,d,0.05711036175489426,0.003501407103613019,0.030305884429253638,False
MNIST,3,3,EMNIST,40,e,0.07323603332042694,0.00028605342959053814,0.03676104337500874,False
MNIST,3,3,EMNIST,41,f,0.027546092867851257,0.0006503061740659177,0.014098199520958588,False
MNIST,3,3,EMNIST,42,g,0.13427813351154327,0.0067186420783400536,0.07049838779494166,False
MNIST,3,3,EMNIST,43,h,0.018503526225686073,0.00024075491819530725,0.00937214057194069,False
MNIST,3,3,EMNIST,44,i,0.00831824541091919,0.00018735197954811156,0.0042527986952336505,False
MNIST,3,3,EMNIST,45,j,0.07245942950248718,0.0017598174745216966,0.03710962348850444,False
MNIST,3,3,EMNIST,46,k,0.03623940423130989,4.8815512855071574e-05,0.01814410987208248,False
MNIST,3,3,EMNIST,47,l,0.00910552404820919,0.0003832802758552134,0.004744402162032202,False
MNIST,3,3,EMNIST,48,m,0.01153502892702818,0.0003787651949096471,0.005956897060968913,False
MNIST,3,3,EMNIST,49,n,0.017602914944291115,0.00024977748398669064,0.008926346214138903,False
MNIST,3,3,EMNIST,50,o,0.023727847263216972,4.737414565170184e-05,0.011887610704434337,False
MNIST,3,3,EMNIST,51,p,0.021603506058454514,0.00017150351777672768,0.01088750478811562,False
MNIST,3,3,EMNIST,52,q,0.06014351174235344,0.0010748239001259208,0.03060916782123968,False
MNIST,3,3,EMNIST,53,r,0.01295190118253231,0.00028935569571331143,0.006620628439122811,False
MNIST,3,3,EMNIST,54,s,0.2193799912929535,0.0024055892135947943,0.11089279025327414,False
MNIST,3,3,EMNIST,55,t,0.03666868433356285,0.009750246070325375,0.023209465201944113,False
MNIST,3,3,EMNIST,56,u,0.018052201718091965,0.00013309535279404372,0.009092648535443004,False
MNIST,3,3,EMNIST,57,v,0.015283385291695595,2.8777847091987496e-06,0.007643131538202397,False
MNIST,3,3,EMNIST,58,w,0.03259066864848137,0.00044315183185972273,0.016516910240170546,False
MNIST,3,3,EMNIST,59,x,0.051627952605485916,0.00013043360377196223,0.02587919310462894,False
MNIST,3,3,EMNIST,60,y,0.028050705790519714,0.0008011343888938427,0.014425920089706779,False
MNIST,3,3,EMNIST,61,z,0.1376246213912964,0.006421828176826239,0.07202322478406131,False
MNIST,4,4,EMNIST,0,0,0.022984055802226067,0.0002538625558372587,0.011618959179031663,False
MNIST,4,4,EMNIST,1,1,0.017835693433880806,0.0009090836392715573,0.009372388536576182,False
MNIST,4,4,EMNIST,2,2,0.01849176175892353,9.778483217814937e-05,0.00929477329555084,False
MNIST,4,4,EMNIST,3,3,0.0025992044247686863,1.940389847732149e-05,0.001309304161623004,False
MNIST,4,4,EMNIST,4,4,0.5609320402145386,0.8400522470474243,0.7004921436309814,True
MNIST,4,4,EMNIST,5,5,0.036944326013326645,4.2602561734383926e-05,0.018493464287530514,False
MNIST,4,4,EMNIST,6,6,0.0808161124587059,0.0006291359895840287,0.040722624224144965,False
MNIST,4,4,EMNIST,7,7,0.047133512794971466,0.000424868892878294,0.02377919084392488,False
MNIST,4,4,EMNIST,8,8,0.02406364679336548,9.614528244128451e-05,0.012079896037903382,False
MNIST,4,4,EMNIST,9,9,0.09905575215816498,0.0015513933030888438,0.05030357273062691,False
MNIST,4,4,EMNIST,10,A,0.16475069522857666,0.0019782218150794506,0.08336445852182806,False
MNIST,4,4,EMNIST,11,B,0.024251777678728104,1.3122817108524032e-05,0.012132450247918314,False
MNIST,4,4,EMNIST,12,C,0.033953383564949036,0.00012468159548006952,0.017039032580214553,False
MNIST,4,4,EMNIST,13,D,0.03418705239892006,4.3322932469891384e-05,0.017115187665694975,False
MNIST,4,4,EMNIST,14,E,0.04581933096051216,9.887005035125185e-06,0.022914608982773643,False
MNIST,4,4,EMNIST,15,F,0.11533479392528534,0.00025963125517591834,0.05779721259023063,False
MNIST,4,4,EMNIST,16,G,0.04523501917719841,1.5663403246435337e-05,0.022625341290222423,False
MNIST,4,4,EMNIST,17,H,0.5382348895072937,0.014211165718734264,0.276223027613014,False
MNIST,4,4,EMNIST,18,I,0.023039724677801132,0.00017268014198634773,0.01160620240989374,False
MNIST,4,4,EMNIST,19,J,0.01612384058535099,0.00013403403863776475,0.008128937311994378,False
MNIST,4,4,EMNIST,20,K,0.0725051760673523,0.0008785935933701694,0.03669188483036123,False
MNIST,4,4,EMNIST,21,L,0.057773806154727936,0.0013020167825743556,0.029537911468651146,False
MNIST,4,4,EMNIST,22,M,0.32140928506851196,0.002492058090865612,0.1619506715796888,False
MNIST,4,4,EMNIST,23,N,0.3200511336326599,0.01098132785409689,0.1655162307433784,False
MNIST,4,4,EMNIST,24,O,0.027010450139641762,0.0001228142500622198,0.01356663219485199,False
MNIST,4,4,EMNIST,25,P,0.10000120103359222,0.00016352106467820704,0.050082361049135216,False
MNIST,4,4,EMNIST,26,Q,0.03560436889529228,3.291850953246467e-05,0.017818643702412373,False
MNIST,4,4,EMNIST,27,R,0.03909227252006531,2.8358062991173938e-05,0.01956031529152824,False
MNIST,4,4,EMNIST,28,S,0.006517447531223297,2.2898148017702624e-05,0.0032701728396205,False
MNIST,4,4,EMNIST,29,T,0.028111765161156654,1.5103250916581601e-05,0.014063434206036618,False
MNIST,4,4,EMNIST,30,U,0.2627958357334137,0.03899933397769928,0.1508975848555565,False
MNIST,4,4,EMNIST,31,V,0.2834623157978058,0.009188941679894924,0.14632562873885036,False
MNIST,4,4,EMNIST,32,W,0.1569167524576187,0.002176305977627635,0.07954652921762317,False
MNIST,4,4,EMNIST,33,X,0.12354638427495956,0.00023825551033951342,0.06189231989264954,False
