dataset_a,label_a_id,label_a_name,dataset_b,label_b_id,label_b_name,score_a_to_b,score_b_to_a,relation_score,pass_threshold
MNIST,3,3,EMNIST,0,0,0.010791738517582417,0.0005174061516299844,0.0056545723346062005,False
MNIST,3,3,EMNIST,1,1,0.009536506608128548,0.00023149594198912382,0.004884001275058836,False
MNIST,3,3,EMNIST,2,2,0.0697493925690651,0.04154127091169357,0.055645331740379333,False
MNIST,3,3,EMNIST,3,3,0.5381083488464355,0.7734958529472351,0.6558021008968353,True
MNIST,3,3,EMNIST,4,4,0.009063823148608208,0.0037650237791240215,0.006414423463866115,False
MNIST,3,3,EMNIST,5,5,0.1969175487756729,0.012484632432460785,0.10470109060406685,True
MNIST,3,3,EMNIST,6,6,0.008130901493132114,0.00021067215129733086,0.004170786822214723,False
MNIST,3,3,EMNIST,7,7,0.058409132063388824,0.003834350733086467,0.031121741398237646,False
MNIST,3,3,EMNIST,8,8,0.13710296154022217,0.01347680389881134,0.07528988271951675,False
MNIST,3,3,EMNIST,9,9,0.03911988437175751,0.007738997228443623,0.023429440800100565,False
MNIST,3,3,EMNIST,10,A,0.03018919751048088,0.0005290493136271834,0.015359123412054032,False
MNIST,3,3,EMNIST,11,B,0.14579543471336365,0.014397536404430866,0.08009648555889726,False
MNIST,3,3,EMNIST,12,C,0.045714784413576126,0.0005692876875400543,0.02314203605055809,False
MNIST,3,3,EMNIST,13,D,0.008715381845831871,0.0015117889270186424,0.005113585386425257,False
MNIST,3,3,EMNIST,14,E,0.09912969917058945,0.00012398508260957897,0.04962684212659951,False
MNIST,3,3,EMNIST,15,F,0.027765735983848572,0.0015083743492141366,0.014637055166531354,False
MNIST,3,3,EMNIST,16,G,0.047817084938287735,0.0011114779626950622,0.0244642814504914,False
MNIST,3,3,EMNIST,17,H,0.01789804734289646,3.901419404428452e-05,0.008968530768470373,False
MNIST,3,3,EMNIST,18,I,0.009212329052388668,0.0003711575409397483,0.004791743296664208,False
MNIST,3,3,EMNIST,19,J,0.27284783124923706,0.0114357341080904,0.14214178267866373,True
MNIST,3,3,EMNIST,20,K,0.026667434722185135,4.158024239586666e-05,0.0133545074822905,False
MNIST,3,3,EMNIST,21,L,0.019331637769937515,0.0002798810601234436,0.00980575941503048,False
