thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.21185410334346505,1.0,0.6059270516717326,1394,0,232900,5186
0.15,0.256838905775076,1.0,0.628419452887538,1690,0,232900,4890
0.2,0.306838905775076,0.9996393301846286,0.6532391179798522,2019,84,232816,4561
0.25,0.37462006079027355,0.9990167453842851,0.6868184030872793,2465,229,232671,4115
0.3,0.43024316109422495,0.9978188063546587,0.7140309837244418,2831,508,232392,3749
0.35,0.45364741641337386,0.9976255903821383,0.7256365033977561,2985,553,232347,3595
0.4,0.4612462006079027,0.9980936024044654,0.729669901506184,3035,444,232456,3545
0.45,0.47933130699088144,0.9975826534993559,0.7384569802451186,3154,563,232337,3426
0.5,0.48206686930091186,0.9970931730356376,0.7395800211682747,3172,677,232223,3408
0.55,0.49848024316109424,0.9977458136539287,0.7481130284075115,3280,525,232375,3300
0.6,0.5047112462006079,0.9980592528982396,0.7513852495494238,3321,452,232448,3259
0.65,0.48753799392097263,0.9975311292400172,0.7425345615804949,3208,575,232325,3372
0.7,0.498936170212766,0.9980377844568484,0.7484869773348072,3283,457,232443,3297
0.75,0.4987841945288754,0.9976341777586947,0.7482091861437851,3282,551,232349,3298
0.8,0.4886018237082067,0.9981064834693001,0.7433541535887533,3215,441,232459,3365
0.85,0.4949848024316109,0.9978617432374409,0.7464232728345259,3257,498,232402,3323
0.9,0.493161094224924,0.9977458136539287,0.7454534539394263,3245,525,232375,3335
0.95,0.49954407294832825,0.9978960927436669,0.7487200828459976,3287,490,232410,3293
1.0,0.4884498480243161,0.9977586947187634,0.7431042713715398,3214,522,232378,3366
