Epoch,Accuracy
1,4.951729236694377
2,0.5570695391281174
3,0.5570695391281174
4,0.5570695391281174
5,0.5570695391281174
6,0.5570695391281174
7,0.5570695391281174
8,1.0797520696680794
9,4.842550484426984
10,4.842550484426984
11,4.842550484426984
12,4.842550484426984
13,4.842550484426984
14,4.842550484426984
15,4.842550484426984
16,4.842550484426984
17,4.842550484426984
18,4.842550484426984
19,4.842550484426984
20,0.5570695391281174
21,0.5570695391281174
22,0.5570695391281174
23,4.842550484426984
24,4.842550484426984
25,4.842550484426984
26,4.842550484426984
27,4.842550484426984
28,4.842550484426984
29,4.842550484426984
30,4.842550484426984
31,4.842550484426984
32,4.842550484426984
33,4.842550484426984
34,4.842550484426984
35,4.842550484426984
36,4.842550484426984
37,4.842550484426984
38,4.842550484426984
39,4.842550484426984
40,4.842550484426984
41,0.5579292143428213
42,0.5570695391281174
43,0.5570695391281174
44,0.619825829801501
45,4.842550484426984
46,4.842550484426984
47,4.842550484426984
48,4.842550484426984
49,4.842550484426984
50,4.842550484426984
51,4.840831133997576
52,4.844269834856392
53,4.847708535715207
54,4.4617143643131625
55,2.00046422461594
56,2.8248927555169656
57,4.843410159641688
58,4.842550484426984
59,4.842550484426984
60,4.842550484426984
61,4.843410159641688
62,4.84169080921228
63,4.84169080921228
64,4.84169080921228
65,4.84169080921228
66,4.843410159641688
67,4.842550484426984
68,4.842550484426984
69,4.842550484426984
70,4.880376193873954
71,4.897569698168032
72,4.8459891852857995
73,4.846848860500503
74,4.845129510071096
75,4.843410159641688
76,4.843410159641688
77,4.852006911788727
78,5.339442758525829
79,7.54365000902659
80,6.695150572113856
81,5.546624485269465
82,5.147735185646862
83,5.072943441967625
84,5.00760812565013
85,4.948290535835562
86,5.00760812565013
87,5.35061853631698
88,6.3461224349440775
89,7.448226060194458
90,7.061372213577711
91,5.047153185526508
92,4.842550484426984
93,4.842550484426984
94,4.842550484426984
95,4.842550484426984
96,4.842550484426984
97,4.842550484426984
98,4.842550484426984
99,4.842550484426984
100,4.842550484426984
101,4.842550484426984
102,4.842550484426984
103,4.842550484426984
104,4.842550484426984
105,4.842550484426984
106,4.842550484426984
107,4.842550484426984
108,4.8459891852857995
109,4.871779441726916
110,4.750565236453668
111,3.8160982780705446
112,4.590665646518746
113,4.804724774980013
114,4.842550484426984
115,4.842550484426984
116,4.842550484426984
117,4.842550484426984
118,4.842550484426984
119,4.842550484426984
120,4.842550484426984
