Round,Dataset,Local_Class,Accuracy
20,MNIST,0,60.94
20,MNIST,1,72.48
20,MNIST,2,88.5
20,MNIST,3,96.19
20,MNIST,4,20.83
20,MNIST,5,62.52
20,MNIST,6,64.41
20,MNIST,7,47.06
20,MNIST,8,96.39
20,MNIST,9,59.04
20,EMNIST,0,7.71
20,EMNIST,1,11.26
20,EMNIST,2,53.09
20,EMNIST,3,78.42
20,EMNIST,4,9.85
20,EMNIST,5,35.03
20,EMNIST,6,27.94
20,EMNIST,7,63.54
20,EMNIST,8,56.26
20,EMNIST,9,24.27
20,EMNIST,10,31.47
20,EMNIST,11,32.2
20,EMNIST,12,55.09
20,EMNIST,13,27.64
20,EMNIST,14,40.31
20,EMNIST,15,36.95
20,EMNIST,16,79.36
20,EMNIST,17,32.28
20,EMNIST,18,21.8
20,EMNIST,19,75.96
20,EMNIST,20,44.54
20,EMNIST,21,65.94
20,EMNIST,22,52.52
20,EMNIST,23,25.55
20,EMNIST,24,0.69
20,EMNIST,25,78.58
20,EMNIST,26,94.68
20,EMNIST,27,32.34
20,EMNIST,28,0.94
20,EMNIST,29,69.3
20,EMNIST,30,29.56
20,EMNIST,31,39.92
20,EMNIST,32,86.36
20,EMNIST,33,90.59
20,EMNIST,34,86.64
20,EMNIST,35,36.73
20,EMNIST,36,47.49
20,EMNIST,37,56.06
20,EMNIST,38,0.51
20,EMNIST,39,49.35
20,EMNIST,40,49.7
20,EMNIST,41,25.82
20,EMNIST,42,28.17
20,EMNIST,43,37.32
20,EMNIST,44,0.26
20,EMNIST,45,25.26
20,EMNIST,46,13.92
20,EMNIST,47,36.66
20,EMNIST,48,13.74
20,EMNIST,49,25.26
20,EMNIST,50,2.59
20,EMNIST,51,14.03
20,EMNIST,52,38.04
20,EMNIST,53,54.22
20,EMNIST,54,44.47
20,EMNIST,55,58.86
20,EMNIST,56,5.92
20,EMNIST,57,5.4
20,EMNIST,58,13.18
20,EMNIST,59,3.04
20,EMNIST,60,3.17
20,EMNIST,61,37.32
20,CIFAR10,0,48.9
20,CIFAR10,1,47.36
20,CIFAR10,2,0.88
20,CIFAR10,3,18.68
20,CIFAR10,4,0.55
20,CIFAR10,5,41.43
20,CIFAR10,6,30.88
20,CIFAR10,7,28.02
20,CIFAR10,8,7.03
20,CIFAR10,9,56.37
21,MNIST,0,96.86
21,MNIST,1,95.25
21,MNIST,2,94.57
21,MNIST,3,94.45
21,MNIST,4,61.25
21,MNIST,5,85.7
21,MNIST,6,90.82
21,MNIST,7,73.69
21,MNIST,8,91.53
21,MNIST,9,97.49
21,EMNIST,0,84.31
21,EMNIST,1,37.74
21,EMNIST,2,59.58
21,EMNIST,3,93.68
21,EMNIST,4,64.44
21,EMNIST,5,61.24
21,EMNIST,6,81.55
21,EMNIST,7,83.48
21,EMNIST,8,73.68
21,EMNIST,9,61.03
21,EMNIST,10,54.24
21,EMNIST,11,80.68
21,EMNIST,12,59.58
21,EMNIST,13,72.64
21,EMNIST,14,74.55
21,EMNIST,15,49.31
21,EMNIST,16,76.17
21,EMNIST,17,65.4
21,EMNIST,18,0.91
21,EMNIST,19,58.6
21,EMNIST,20,65.8
21,EMNIST,21,94.03
21,EMNIST,22,50.15
21,EMNIST,23,76.32
21,EMNIST,24,11.64
21,EMNIST,25,49.61
21,EMNIST,26,73.67
21,EMNIST,27,69.7
21,EMNIST,28,35.05
21,EMNIST,29,72.99
21,EMNIST,30,41.48
21,EMNIST,31,43.51
21,EMNIST,32,59.48
21,EMNIST,33,70.48
21,EMNIST,34,47.38
21,EMNIST,35,56.4
21,EMNIST,36,70.03
21,EMNIST,37,82.6
21,EMNIST,38,29.01
21,EMNIST,39,83.53
21,EMNIST,40,77.23
21,EMNIST,41,55.22
21,EMNIST,42,50.56
21,EMNIST,43,73.09
21,EMNIST,44,76.61
21,EMNIST,45,70.24
21,EMNIST,46,54.01
21,EMNIST,47,49.33
21,EMNIST,48,25.59
21,EMNIST,49,68.66
21,EMNIST,50,0.0
21,EMNIST,51,63.28
21,EMNIST,52,60.22
21,EMNIST,53,69.48
21,EMNIST,54,50.75
21,EMNIST,55,85.61
21,EMNIST,56,50.57
21,EMNIST,57,51.17
21,EMNIST,58,73.41
21,EMNIST,59,52.57
21,EMNIST,60,59.37
21,EMNIST,61,71.95
21,CIFAR10,0,43.96
21,CIFAR10,1,54.62
21,CIFAR10,2,37.03
21,CIFAR10,3,37.25
21,CIFAR10,4,23.85
21,CIFAR10,5,24.4
21,CIFAR10,6,36.81
21,CIFAR10,7,44.4
21,CIFAR10,8,46.26
21,CIFAR10,9,52.31
22,MNIST,0,96.75
22,MNIST,1,95.35
22,MNIST,2,86.79
22,MNIST,3,76.5
22,MNIST,4,68.98
22,MNIST,5,83.72
22,MNIST,6,90.7
22,MNIST,7,75.83
22,MNIST,8,93.91
22,MNIST,9,97.93
22,EMNIST,0,69.88
22,EMNIST,1,43.35
22,EMNIST,2,70.71
22,EMNIST,3,81.35
22,EMNIST,4,62.13
22,EMNIST,5,58.42
22,EMNIST,6,81.95
22,EMNIST,7,80.79
22,EMNIST,8,65.14
22,EMNIST,9,78.22
22,EMNIST,10,79.81
22,EMNIST,11,72.37
22,EMNIST,12,61.29
22,EMNIST,13,66.43
22,EMNIST,14,59.04
22,EMNIST,15,55.73
22,EMNIST,16,87.22
22,EMNIST,17,85.86
22,EMNIST,18,28.57
22,EMNIST,19,60.53
22,EMNIST,20,66.95
22,EMNIST,21,84.12
22,EMNIST,22,65.33
22,EMNIST,23,80.63
22,EMNIST,24,34.24
22,EMNIST,25,78.43
22,EMNIST,26,74.73
22,EMNIST,27,65.62
22,EMNIST,28,68.18
22,EMNIST,29,80.53
22,EMNIST,30,55.05
22,EMNIST,31,65.06
22,EMNIST,32,79.54
22,EMNIST,33,75.83
22,EMNIST,34,65.56
22,EMNIST,35,48.58
22,EMNIST,36,72.98
22,EMNIST,37,69.97
22,EMNIST,38,25.19
22,EMNIST,39,88.89
22,EMNIST,40,69.06
22,EMNIST,41,51.37
22,EMNIST,42,47.57
22,EMNIST,43,85.72
22,EMNIST,44,38.3
22,EMNIST,45,75.09
22,EMNIST,46,45.52
22,EMNIST,47,59.65
22,EMNIST,48,20.85
22,EMNIST,49,88.35
22,EMNIST,50,14.15
22,EMNIST,51,43.58
22,EMNIST,52,53.91
22,EMNIST,53,73.41
22,EMNIST,54,0.5
22,EMNIST,55,53.38
22,EMNIST,56,27.56
22,EMNIST,57,26.53
22,EMNIST,58,44.94
22,EMNIST,59,40.89
22,EMNIST,60,38.9
22,EMNIST,61,47.07
22,CIFAR10,0,37.03
22,CIFAR10,1,47.8
22,CIFAR10,2,23.41
22,CIFAR10,3,34.18
22,CIFAR10,4,71.98
22,CIFAR10,5,15.49
22,CIFAR10,6,45.49
22,CIFAR10,7,34.73
22,CIFAR10,8,42.2
22,CIFAR10,9,38.35
23,MNIST,0,95.85
23,MNIST,1,92.15
23,MNIST,2,92.12
23,MNIST,3,87.38
23,MNIST,4,66.74
23,MNIST,5,96.05
23,MNIST,6,88.06
23,MNIST,7,91.98
23,MNIST,8,88.6
23,MNIST,9,88.89
23,EMNIST,0,52.77
23,EMNIST,1,71.24
23,EMNIST,2,52.34
23,EMNIST,3,83.38
23,EMNIST,4,66.96
23,EMNIST,5,54.63
23,EMNIST,6,81.18
23,EMNIST,7,83.98
23,EMNIST,8,65.32
23,EMNIST,9,74.43
23,EMNIST,10,91.82
23,EMNIST,11,64.92
23,EMNIST,12,45.86
23,EMNIST,13,78.56
23,EMNIST,14,49.87
23,EMNIST,15,35.19
23,EMNIST,16,72.48
23,EMNIST,17,32.49
23,EMNIST,18,50.97
23,EMNIST,19,72.81
23,EMNIST,20,47.41
23,EMNIST,21,71.23
23,EMNIST,22,30.22
23,EMNIST,23,71.44
23,EMNIST,24,40.33
23,EMNIST,25,83.94
23,EMNIST,26,81.65
23,EMNIST,27,76.22
23,EMNIST,28,62.54
23,EMNIST,29,74.88
23,EMNIST,30,47.25
23,EMNIST,31,66.71
23,EMNIST,32,65.76
23,EMNIST,33,82.7
23,EMNIST,34,66.94
23,EMNIST,35,51.42
23,EMNIST,36,57.79
23,EMNIST,37,74.48
23,EMNIST,38,47.84
23,EMNIST,39,73.2
23,EMNIST,40,76.1
23,EMNIST,41,71.43
23,EMNIST,42,51.68
23,EMNIST,43,76.88
23,EMNIST,44,31.36
23,EMNIST,45,67.82
23,EMNIST,46,68.87
23,EMNIST,47,29.85
23,EMNIST,48,64.45
23,EMNIST,49,72.07
23,EMNIST,50,7.31
23,EMNIST,51,34.93
23,EMNIST,52,43.26
23,EMNIST,53,76.68
23,EMNIST,54,15.08
23,EMNIST,55,69.4
23,EMNIST,56,14.58
23,EMNIST,57,19.72
23,EMNIST,58,51.76
23,EMNIST,59,41.12
23,EMNIST,60,34.29
23,EMNIST,61,69.02
23,CIFAR10,0,61.1
23,CIFAR10,1,30.11
23,CIFAR10,2,50.77
23,CIFAR10,3,13.3
23,CIFAR10,4,33.74
23,CIFAR10,5,34.73
23,CIFAR10,6,55.71
23,CIFAR10,7,51.21
23,CIFAR10,8,35.93
23,CIFAR10,9,59.34
24,MNIST,0,96.52
24,MNIST,1,99.13
24,MNIST,2,89.67
24,MNIST,3,89.77
24,MNIST,4,91.49
24,MNIST,5,89.89
24,MNIST,6,94.95
24,MNIST,7,59.79
24,MNIST,8,81.94
24,MNIST,9,76.8
24,EMNIST,0,73.48
24,EMNIST,1,6.88
24,EMNIST,2,62.11
24,EMNIST,3,82.14
24,EMNIST,4,60.72
24,EMNIST,5,73.15
24,EMNIST,6,75.82
24,EMNIST,7,89.66
24,EMNIST,8,60.67
24,EMNIST,9,80.54
24,EMNIST,10,75.57
24,EMNIST,11,77.46
24,EMNIST,12,75.33
24,EMNIST,13,85.75
24,EMNIST,14,78.42
24,EMNIST,15,56.26
24,EMNIST,16,71.25
24,EMNIST,17,84.6
24,EMNIST,18,49.84
24,EMNIST,19,59.65
24,EMNIST,20,73.85
24,EMNIST,21,87.65
24,EMNIST,22,61.26
24,EMNIST,23,78.6
24,EMNIST,24,24.85
24,EMNIST,25,76.22
24,EMNIST,26,86.17
24,EMNIST,27,75.54
24,EMNIST,28,11.63
24,EMNIST,29,94.0
24,EMNIST,30,75.82
24,EMNIST,31,63.4
24,EMNIST,32,55.93
24,EMNIST,33,67.43
24,EMNIST,34,66.25
24,EMNIST,35,60.9
24,EMNIST,36,71.57
24,EMNIST,37,81.44
24,EMNIST,38,15.52
24,EMNIST,39,82.16
24,EMNIST,40,76.67
24,EMNIST,41,51.92
24,EMNIST,42,46.64
24,EMNIST,43,83.72
24,EMNIST,44,34.7
24,EMNIST,45,67.82
24,EMNIST,46,41.04
24,EMNIST,47,75.05
24,EMNIST,48,26.78
24,EMNIST,49,87.66
24,EMNIST,50,18.87
24,EMNIST,51,52.84
24,EMNIST,52,37.17
24,EMNIST,53,79.29
24,EMNIST,54,55.78
24,EMNIST,55,82.05
24,EMNIST,56,17.08
24,EMNIST,57,17.14
24,EMNIST,58,77.88
24,EMNIST,59,57.94
24,EMNIST,60,28.82
24,EMNIST,61,64.63
24,CIFAR10,0,33.41
24,CIFAR10,1,44.29
24,CIFAR10,2,39.89
24,CIFAR10,3,32.09
24,CIFAR10,4,49.89
24,CIFAR10,5,31.21
24,CIFAR10,6,60.33
24,CIFAR10,7,51.43
24,CIFAR10,8,19.56
24,CIFAR10,9,54.18
25,MNIST,0,85.07
25,MNIST,1,94.09
25,MNIST,2,82.85
25,MNIST,3,94.56
25,MNIST,4,66.29
25,MNIST,5,91.0
25,MNIST,6,96.56
25,MNIST,7,92.51
25,MNIST,8,92.44
25,MNIST,9,94.44
25,EMNIST,0,71.29
25,EMNIST,1,31.66
25,EMNIST,2,70.9
25,EMNIST,3,82.68
25,EMNIST,4,55.04
25,EMNIST,5,72.49
25,EMNIST,6,86.52
25,EMNIST,7,83.73
25,EMNIST,8,84.3
25,EMNIST,9,56.96
25,EMNIST,10,82.71
25,EMNIST,11,60.0
25,EMNIST,12,85.64
25,EMNIST,13,65.73
25,EMNIST,14,69.38
25,EMNIST,15,43.97
25,EMNIST,16,74.2
25,EMNIST,17,55.27
25,EMNIST,18,42.21
25,EMNIST,19,63.33
25,EMNIST,20,59.2
25,EMNIST,21,84.12
25,EMNIST,22,73.93
25,EMNIST,23,81.53
25,EMNIST,24,26.07
25,EMNIST,25,69.69
25,EMNIST,26,64.36
25,EMNIST,27,63.99
25,EMNIST,28,48.24
25,EMNIST,29,83.04
25,EMNIST,30,52.25
25,EMNIST,31,66.16
25,EMNIST,32,56.62
25,EMNIST,33,70.48
25,EMNIST,34,69.97
25,EMNIST,35,55.45
25,EMNIST,36,74.58
25,EMNIST,37,78.74
25,EMNIST,38,12.72
25,EMNIST,39,85.62
25,EMNIST,40,75.7
25,EMNIST,41,66.48
25,EMNIST,42,46.27
25,EMNIST,43,78.29
25,EMNIST,44,27.76
25,EMNIST,45,82.7
25,EMNIST,46,51.18
25,EMNIST,47,66.81
25,EMNIST,48,23.93
25,EMNIST,49,79.78
25,EMNIST,50,28.54
25,EMNIST,51,42.09
25,EMNIST,52,59.35
25,EMNIST,53,81.85
25,EMNIST,54,45.48
25,EMNIST,55,76.78
25,EMNIST,56,44.65
25,EMNIST,57,25.12
25,EMNIST,58,64.47
25,EMNIST,59,56.54
25,EMNIST,60,52.16
25,EMNIST,61,69.76
25,CIFAR10,0,59.34
25,CIFAR10,1,46.7
25,CIFAR10,2,52.31
25,CIFAR10,3,33.52
25,CIFAR10,4,39.89
25,CIFAR10,5,38.79
25,CIFAR10,6,39.78
25,CIFAR10,7,57.91
25,CIFAR10,8,34.62
25,CIFAR10,9,45.16
26,MNIST,0,93.94
26,MNIST,1,94.67
26,MNIST,2,79.66
26,MNIST,3,78.89
26,MNIST,4,82.98
26,MNIST,5,92.6
26,MNIST,6,93.92
26,MNIST,7,84.6
26,MNIST,8,88.71
26,MNIST,9,92.92
26,EMNIST,0,67.58
26,EMNIST,1,66.39
26,EMNIST,2,80.96
26,EMNIST,3,85.42
26,EMNIST,4,67.51
26,EMNIST,5,74.99
26,EMNIST,6,77.75
26,EMNIST,7,90.4
26,EMNIST,8,84.26
26,EMNIST,9,64.02
26,EMNIST,10,78.36
26,EMNIST,11,78.98
26,EMNIST,12,79.89
26,EMNIST,13,69.82
26,EMNIST,14,78.94
26,EMNIST,15,55.04
26,EMNIST,16,69.78
26,EMNIST,17,81.43
26,EMNIST,18,18.21
26,EMNIST,19,65.96
26,EMNIST,20,45.98
26,EMNIST,21,93.89
26,EMNIST,22,20.44
26,EMNIST,23,78.36
26,EMNIST,24,36.7
26,EMNIST,25,45.59
26,EMNIST,26,60.37
26,EMNIST,27,74.86
26,EMNIST,28,67.4
26,EMNIST,29,91.07
26,EMNIST,30,62.91
26,EMNIST,31,53.31
26,EMNIST,32,53.75
26,EMNIST,33,44.53
26,EMNIST,34,66.39
26,EMNIST,35,62.8
26,EMNIST,36,76.86
26,EMNIST,37,88.79
26,EMNIST,38,8.14
26,EMNIST,39,87.58
26,EMNIST,40,79.41
26,EMNIST,41,49.45
26,EMNIST,42,60.07
26,EMNIST,43,82.38
26,EMNIST,44,42.67
26,EMNIST,45,68.51
26,EMNIST,46,58.49
26,EMNIST,47,47.59
26,EMNIST,48,74.64
26,EMNIST,49,79.78
26,EMNIST,50,29.25
26,EMNIST,51,80.9
26,EMNIST,52,41.09
26,EMNIST,53,88.2
26,EMNIST,54,31.91
26,EMNIST,55,83.68
26,EMNIST,56,35.54
26,EMNIST,57,51.88
26,EMNIST,58,77.18
