Epoch,Accuracy
1,10.0
2,10.0
3,10.0
4,10.0
5,10.0
6,10.0
7,10.76
8,10.45
9,10.0
10,10.0
11,9.44
12,9.98
13,10.02
14,9.75
15,9.35
16,9.58
17,9.33
18,9.719999999999999
19,9.87
20,10.0
21,10.0
22,9.86
23,10.299999999999999
24,11.59
25,11.17
26,10.0
27,10.040000000000001
28,10.07
29,10.0
30,10.0
31,10.0
32,10.0
33,9.65
34,9.47
35,10.42
36,10.38
37,10.440000000000001
38,10.35
39,10.85
40,13.780000000000001
41,14.13
42,13.83
43,13.87
44,15.07
45,13.350000000000001
46,13.19
47,11.72
48,11.14
49,11.43
50,11.469999999999999
51,11.06
52,11.33
53,11.55
54,11.27
55,10.05
56,10.18
57,10.48
58,10.4
59,10.040000000000001
60,11.959999999999999
61,11.58
62,11.540000000000001
63,11.05
64,11.129999999999999
65,11.06
66,11.600000000000001
67,10.14
68,10.17
69,10.18
70,10.290000000000001
71,10.280000000000001
72,10.39
73,11.75
74,11.76
75,12.26
76,12.78
77,12.72
78,12.11
79,11.200000000000001
80,11.12
81,10.75
82,10.620000000000001
83,10.23
84,11.06
85,12.24
86,13.780000000000001
87,14.71
88,13.79
89,12.479999999999999
90,12.58
91,12.01
92,11.58
93,11.26
94,11.17
95,11.28
96,13.03
97,14.06
98,14.030000000000001
99,14.510000000000002
100,15.509999999999998
101,15.879999999999999
102,15.72
103,15.57
104,15.290000000000001
105,14.649999999999999
106,13.639999999999999
107,12.839999999999998
108,13.209999999999999
109,12.8
110,12.68
111,12.740000000000002
112,13.239999999999998
113,12.93
114,12.790000000000001
115,12.790000000000001
116,13.089999999999998
117,12.83
118,12.98
119,13.18
120,12.42
