Round,Accuracy
1,91.69
2,88.59
3,95.51
4,95.39
5,96.64
6,94.72
7,96.73
8,95.28
9,96.99
10,96.69
11,96.02
12,97.6
13,95.92
14,97.52
15,96.77
16,97.64
17,95.89
18,97.97
19,97.84
20,97.27
21,97.63
22,95.37
23,97.91
24,97.81
25,97.77
26,97.69
27,98.05
28,97.53
29,97.23
30,97.81
