Round,Accuracy
1,67.98
2,66.2
3,68.59
4,72.23
5,74.88
6,68.34
7,76.58
8,71.56
9,76.63
10,74.23
11,75.93
12,76.37
13,73.91
14,75.73
15,71.86
16,75.22
17,76.17
18,77.2
19,77.09
20,75.69
21,76.06
22,73.32
23,76.34
24,77.84
25,76.61
26,76.28
27,76.91
28,77.47
29,76.79
30,78.34
