Round,Accuracy
1,69.68
2,66.94
3,68.89
4,72.73
5,75.77
6,68.04
7,77.3
8,71.22
9,77.16
10,73.98
11,76.06
12,76.28
13,73.84
14,75.38
15,70.99
16,74.72
17,75.87
18,77.09
19,76.85
20,75.28
21,75.53
22,72.69
23,75.76
24,77.52
25,76.02
26,75.64
27,76.33
28,77.0
29,76.12
30,77.93
