Round,Dataset,Local_Class,Accuracy
1,MNIST,0,95.17
1,MNIST,1,97.19
1,MNIST,2,91.37
1,MNIST,3,92.93
1,MNIST,4,95.41
1,MNIST,5,91.49
1,MNIST,6,92.65
1,MNIST,7,96.79
1,MNIST,8,66.59
1,MNIST,9,95.86
1,EMNIST,0,69.08
1,EMNIST,1,94.09
1,EMNIST,2,79.76
1,EMNIST,3,94.31
1,EMNIST,4,83.54
1,EMNIST,5,86.56
1,EMNIST,6,73.65
1,EMNIST,7,97.13
1,EMNIST,8,48.99
1,EMNIST,9,95.28
1,EMNIST,10,87.06
1,EMNIST,11,79.49
1,EMNIST,12,80.52
1,EMNIST,13,82.65
1,EMNIST,14,86.05
1,EMNIST,15,57.4
1,EMNIST,16,88.45
1,EMNIST,17,95.57
1,EMNIST,18,8.22
1,EMNIST,19,71.75
1,EMNIST,20,35.63
1,EMNIST,21,87.38
1,EMNIST,22,58.96
1,EMNIST,23,57.04
1,EMNIST,24,9.63
1,EMNIST,25,81.97
1,EMNIST,26,86.97
1,EMNIST,27,55.71
1,EMNIST,28,16.36
1,EMNIST,29,96.23
1,EMNIST,30,71.37
1,EMNIST,31,82.46
1,EMNIST,32,62.35
1,EMNIST,33,53.69
1,EMNIST,34,85.54
1,EMNIST,35,64.69
1,EMNIST,36,49.9
1,EMNIST,37,85.7
1,EMNIST,38,1.27
1,EMNIST,39,89.41
1,EMNIST,40,76.24
1,EMNIST,41,39.56
1,EMNIST,42,49.07
1,EMNIST,43,84.01
1,EMNIST,44,19.28
1,EMNIST,45,68.86
1,EMNIST,46,56.37
1,EMNIST,47,4.99
1,EMNIST,48,47.63
1,EMNIST,49,79.37
1,EMNIST,50,16.98
1,EMNIST,51,19.4
1,EMNIST,52,7.61
1,EMNIST,53,87.25
1,EMNIST,54,54.52
1,EMNIST,55,84.57
1,EMNIST,56,14.81
1,EMNIST,57,5.16
1,EMNIST,58,68.71
1,EMNIST,59,23.83
1,EMNIST,60,2.31
1,EMNIST,61,43.17
1,CIFAR10,0,59.67
1,CIFAR10,1,41.32
1,CIFAR10,2,5.27
1,CIFAR10,3,24.4
1,CIFAR10,4,77.47
1,CIFAR10,5,2.2
1,CIFAR10,6,0.33
1,CIFAR10,7,30.44
1,CIFAR10,8,1.54
1,CIFAR10,9,2.42
2,MNIST,0,94.28
2,MNIST,1,93.8
2,MNIST,2,91.16
2,MNIST,3,89.34
2,MNIST,4,86.23
2,MNIST,5,82.86
2,MNIST,6,92.77
2,MNIST,7,90.48
2,MNIST,8,79.57
2,MNIST,9,83.99
2,EMNIST,0,42.89
2,EMNIST,1,3.68
2,EMNIST,2,83.94
2,EMNIST,3,87.12
2,EMNIST,4,65.0
2,EMNIST,5,70.48
2,EMNIST,6,88.07
2,EMNIST,7,94.48
2,EMNIST,8,68.52
2,EMNIST,9,86.5
2,EMNIST,10,87.78
2,EMNIST,11,76.95
2,EMNIST,12,92.35
2,EMNIST,13,82.93
2,EMNIST,14,93.67
2,EMNIST,15,57.79
2,EMNIST,16,87.47
2,EMNIST,17,95.36
2,EMNIST,18,36.84
2,EMNIST,19,76.67
2,EMNIST,20,62.64
2,EMNIST,21,83.31
2,EMNIST,22,23.19
2,EMNIST,23,97.97
2,EMNIST,24,4.05
2,EMNIST,25,67.24
2,EMNIST,26,92.02
2,EMNIST,27,97.01
2,EMNIST,28,81.91
2,EMNIST,29,83.39
2,EMNIST,30,27.75
2,EMNIST,31,67.82
2,EMNIST,32,79.54
2,EMNIST,33,97.2
2,EMNIST,34,74.93
2,EMNIST,35,89.57
2,EMNIST,36,73.04
2,EMNIST,37,52.45
2,EMNIST,38,1.27
2,EMNIST,39,94.64
2,EMNIST,40,92.18
2,EMNIST,41,57.42
2,EMNIST,42,49.25
2,EMNIST,43,96.73
2,EMNIST,44,28.28
2,EMNIST,45,77.85
2,EMNIST,46,60.61
2,EMNIST,47,84.43
2,EMNIST,48,86.73
2,EMNIST,49,30.01
2,EMNIST,50,61.56
2,EMNIST,51,55.52
2,EMNIST,52,30.87
2,EMNIST,53,82.04
2,EMNIST,54,3.27
2,EMNIST,55,90.21
2,EMNIST,56,56.95
2,EMNIST,57,16.2
2,EMNIST,58,2.35
2,EMNIST,59,2.1
2,EMNIST,60,10.09
2,EMNIST,61,20.24
2,CIFAR10,0,42.09
2,CIFAR10,1,37.36
2,CIFAR10,2,7.36
2,CIFAR10,3,15.05
2,CIFAR10,4,46.7
2,CIFAR10,5,31.54
2,CIFAR10,6,42.42
2,CIFAR10,7,33.85
2,CIFAR10,8,21.65
2,CIFAR10,9,74.51
3,MNIST,0,90.91
3,MNIST,1,97.38
3,MNIST,2,93.72
3,MNIST,3,98.59
3,MNIST,4,95.86
3,MNIST,5,91.99
3,MNIST,6,92.42
3,MNIST,7,97.75
3,MNIST,8,98.53
3,MNIST,9,97.17
3,EMNIST,0,32.17
3,EMNIST,1,16.79
3,EMNIST,2,78.56
3,EMNIST,3,97.86
3,EMNIST,4,85.12
3,EMNIST,5,73.94
3,EMNIST,6,79.31
3,EMNIST,7,97.65
3,EMNIST,8,94.14
3,EMNIST,9,55.34
3,EMNIST,10,93.89
3,EMNIST,11,85.25
3,EMNIST,12,64.33
3,EMNIST,13,80.96
3,EMNIST,14,92.38
3,EMNIST,15,24.81
3,EMNIST,16,93.61
3,EMNIST,17,90.93
3,EMNIST,18,24.22
3,EMNIST,19,75.96
3,EMNIST,20,30.75
3,EMNIST,21,90.37
3,EMNIST,22,37.04
3,EMNIST,23,87.06
3,EMNIST,24,62.85
3,EMNIST,25,38.03
3,EMNIST,26,93.35
3,EMNIST,27,90.35
3,EMNIST,28,9.84
3,EMNIST,29,87.3
3,EMNIST,30,80.05
3,EMNIST,31,35.08
3,EMNIST,32,51.3
3,EMNIST,33,53.18
3,EMNIST,34,60.74
3,EMNIST,35,89.1
3,EMNIST,36,88.36
3,EMNIST,37,81.96
3,EMNIST,38,39.44
3,EMNIST,39,96.21
3,EMNIST,40,92.1
3,EMNIST,41,90.11
3,EMNIST,42,59.14
3,EMNIST,43,84.68
3,EMNIST,44,60.15
3,EMNIST,45,82.01
3,EMNIST,46,79.01
3,EMNIST,47,61.26
3,EMNIST,48,80.09
3,EMNIST,49,76.25
3,EMNIST,50,4.25
3,EMNIST,51,83.28
3,EMNIST,52,56.09
3,EMNIST,53,90.52
3,EMNIST,54,85.93
3,EMNIST,55,80.82
3,EMNIST,56,23.01
3,EMNIST,57,54.46
3,EMNIST,58,84.94
3,EMNIST,59,83.18
3,EMNIST,60,41.21
3,EMNIST,61,37.32
3,CIFAR10,0,42.2
3,CIFAR10,1,44.51
3,CIFAR10,2,29.45
3,CIFAR10,3,13.85
3,CIFAR10,4,24.51
3,CIFAR10,5,40.44
3,CIFAR10,6,79.45
3,CIFAR10,7,54.95
3,CIFAR10,8,41.54
3,CIFAR10,9,10.33
4,MNIST,0,98.65
4,MNIST,1,96.41
4,MNIST,2,90.2
4,MNIST,3,94.23
4,MNIST,4,93.39
4,MNIST,5,98.4
4,MNIST,6,96.56
4,MNIST,7,93.58
4,MNIST,8,98.87
4,MNIST,9,94.23
4,EMNIST,0,50.94
4,EMNIST,1,63.82
4,EMNIST,2,77.81
4,EMNIST,3,96.33
4,EMNIST,4,82.07
4,EMNIST,5,94.7
4,EMNIST,6,86.45
4,EMNIST,7,96.42
4,EMNIST,8,96.19
4,EMNIST,9,44.43
4,EMNIST,10,97.2
4,EMNIST,11,87.29
4,EMNIST,12,83.43
4,EMNIST,13,83.07
4,EMNIST,14,89.02
4,EMNIST,15,63.13
4,EMNIST,16,90.91
4,EMNIST,17,84.18
4,EMNIST,18,16.7
4,EMNIST,19,69.3
4,EMNIST,20,34.2
4,EMNIST,21,94.03
4,EMNIST,22,51.33
4,EMNIST,23,94.71
4,EMNIST,24,73.33
4,EMNIST,25,42.99
4,EMNIST,26,94.41
4,EMNIST,27,88.32
4,EMNIST,28,22.41
4,EMNIST,29,87.02
4,EMNIST,30,58.41
4,EMNIST,31,42.13
4,EMNIST,32,79.54
4,EMNIST,33,78.37
4,EMNIST,34,55.51
4,EMNIST,35,64.45
4,EMNIST,36,67.83
4,EMNIST,37,78.87
4,EMNIST,38,5.6
4,EMNIST,39,96.08
4,EMNIST,40,96.02
4,EMNIST,41,53.85
4,EMNIST,42,68.66
4,EMNIST,43,76.28
4,EMNIST,44,70.18
4,EMNIST,45,87.2
4,EMNIST,46,81.84
4,EMNIST,47,15.4
4,EMNIST,48,64.45
4,EMNIST,49,78.79
4,EMNIST,50,1.89
4,EMNIST,51,76.12
4,EMNIST,52,45.22
4,EMNIST,53,86.49
4,EMNIST,54,53.02
4,EMNIST,55,80.42
4,EMNIST,56,48.97
4,EMNIST,57,57.28
4,EMNIST,58,63.76
4,EMNIST,59,54.21
4,EMNIST,60,53.03
4,EMNIST,61,60.73
4,CIFAR10,0,40.0
4,CIFAR10,1,81.98
4,CIFAR10,2,19.78
4,CIFAR10,3,33.3
4,CIFAR10,4,53.19
4,CIFAR10,5,41.32
4,CIFAR10,6,42.97
4,CIFAR10,7,44.18
4,CIFAR10,8,56.92
4,CIFAR10,9,19.56
5,MNIST,0,98.77
5,MNIST,1,98.06
5,MNIST,2,98.19
5,MNIST,3,97.82
5,MNIST,4,97.42
5,MNIST,5,94.2
5,MNIST,6,97.36
5,MNIST,7,92.94
5,MNIST,8,98.98
5,MNIST,9,92.37
5,EMNIST,0,77.17
5,EMNIST,1,66.5
5,EMNIST,2,87.28
5,EMNIST,3,97.48
