Epoch,Accuracy
0,52.21
1,82.72
2,83.4
3,83.29
4,85.88
5,84.08
6,85.02
7,84.34
8,85.4
9,85.46
10,85.61
11,85.61
12,85.17
13,85.4
14,85.36
15,83.3
16,84.17
17,83.43
18,83.98
19,83.68
20,83.5
21,84.05
22,83.3
23,83.23
24,83.32
25,84.31
26,83.46
27,83.55
28,82.89
29,82.85
30,82.81
