Round,Dataset,Local_Class,Accuracy
1,MNIST,0,8.42
1,MNIST,1,92.64
1,MNIST,2,82.32
1,MNIST,3,80.3
1,MNIST,4,89.36
1,MNIST,5,70.04
1,MNIST,6,86.57
1,MNIST,7,95.61
1,MNIST,8,56.32
1,MNIST,9,93.36
1,EMNIST,0,0.27
1,EMNIST,1,90.25
1,EMNIST,2,68.38
1,EMNIST,3,75.55
1,EMNIST,4,77.67
1,EMNIST,5,58.95
1,EMNIST,6,80.18
1,EMNIST,7,96.0
1,EMNIST,8,24.92
1,EMNIST,9,89.73
1,EMNIST,10,76.09
1,EMNIST,11,96.27
1,EMNIST,12,81.4
1,EMNIST,13,81.1
1,EMNIST,14,85.14
1,EMNIST,15,65.04
1,EMNIST,16,38.57
1,EMNIST,17,69.2
1,EMNIST,18,0.86
1,EMNIST,19,77.02
1,EMNIST,20,87.36
1,EMNIST,21,96.47
1,EMNIST,22,95.19
1,EMNIST,23,82.91
1,EMNIST,24,0.05
1,EMNIST,25,60.71
1,EMNIST,26,96.01
1,EMNIST,27,91.71
1,EMNIST,28,11.19
1,EMNIST,29,94.84
1,EMNIST,30,11.87
1,EMNIST,31,67.13
1,EMNIST,32,71.08
1,EMNIST,33,33.08
1,EMNIST,34,68.6
1,EMNIST,35,36.97
1,EMNIST,36,75.32
1,EMNIST,37,64.69
1,EMNIST,38,6.87
1,EMNIST,39,85.62
1,EMNIST,40,72.28
1,EMNIST,41,38.74
1,EMNIST,42,29.1
1,EMNIST,43,85.58
1,EMNIST,44,10.03
1,EMNIST,45,38.06
1,EMNIST,46,19.58
1,EMNIST,47,4.21
1,EMNIST,48,0.24
1,EMNIST,49,91.02
1,EMNIST,50,86.79
1,EMNIST,51,71.34
1,EMNIST,52,15.65
1,EMNIST,53,74.08
1,EMNIST,54,34.92
1,EMNIST,55,72.51
1,EMNIST,56,81.32
1,EMNIST,57,21.6
1,EMNIST,58,57.41
1,EMNIST,59,70.56
1,EMNIST,60,20.75
1,EMNIST,61,75.61
1,CIFAR10,0,1.21
1,CIFAR10,1,6.04
1,CIFAR10,2,0.55
1,CIFAR10,3,5.82
1,CIFAR10,4,0.88
1,CIFAR10,5,0.44
1,CIFAR10,6,96.59
1,CIFAR10,7,1.54
1,CIFAR10,8,73.41
1,CIFAR10,9,3.19
2,MNIST,0,90.91
2,MNIST,1,97.97
2,MNIST,2,92.23
2,MNIST,3,86.51
2,MNIST,4,88.02
