Round,Dataset,Local_Class,Accuracy
25,MNIST,0,91.47
25,MNIST,1,79.17
25,MNIST,2,89.67
25,MNIST,3,84.22
25,MNIST,4,11.42
25,MNIST,5,99.88
25,MNIST,6,67.28
25,MNIST,7,80.11
25,MNIST,8,73.36
25,MNIST,9,85.62
25,EMNIST,0,3.41
25,EMNIST,1,0.0
25,EMNIST,2,3.04
25,EMNIST,3,5.8
25,EMNIST,4,0.76
25,EMNIST,5,30.58
25,EMNIST,6,0.0
25,EMNIST,7,0.34
25,EMNIST,8,10.19
25,EMNIST,9,0.25
25,EMNIST,10,22.46
25,EMNIST,11,36.61
25,EMNIST,12,7.21
25,EMNIST,13,43.16
25,EMNIST,14,77.26
25,EMNIST,15,35.42
25,EMNIST,16,28.01
25,EMNIST,17,5.06
25,EMNIST,18,0.0
25,EMNIST,19,13.68
25,EMNIST,20,0.86
25,EMNIST,21,32.29
25,EMNIST,22,35.04
25,EMNIST,23,1.63
25,EMNIST,24,7.22
25,EMNIST,25,1.02
25,EMNIST,26,5.32
25,EMNIST,27,9.1
25,EMNIST,28,0.34
25,EMNIST,29,1.47
25,EMNIST,30,4.51
25,EMNIST,31,0.69
25,EMNIST,32,0.0
25,EMNIST,33,0.25
25,EMNIST,34,0.14
25,EMNIST,35,9.0
25,EMNIST,36,2.74
25,EMNIST,37,49.74
25,EMNIST,38,0.0
25,EMNIST,39,0.65
25,EMNIST,40,53.6
25,EMNIST,41,28.3
25,EMNIST,42,5.22
25,EMNIST,43,0.0
25,EMNIST,44,0.0
25,EMNIST,45,0.0
25,EMNIST,46,10.38
25,EMNIST,47,0.0
25,EMNIST,48,0.24
25,EMNIST,49,2.61
25,EMNIST,50,0.0
25,EMNIST,51,2.39
25,EMNIST,52,0.0
25,EMNIST,53,4.98
25,EMNIST,54,9.05
25,EMNIST,55,10.35
25,EMNIST,56,0.0
25,EMNIST,57,0.0
25,EMNIST,58,2.82
25,EMNIST,59,1.4
25,EMNIST,60,0.0
25,EMNIST,61,13.9
25,CIFAR10,0,75.49
25,CIFAR10,1,64.95
25,CIFAR10,2,1.54
25,CIFAR10,3,37.91
25,CIFAR10,4,29.34
25,CIFAR10,5,3.08
25,CIFAR10,6,30.88
25,CIFAR10,7,32.86
25,CIFAR10,8,13.52
25,CIFAR10,9,0.88
26,MNIST,0,96.3
26,MNIST,1,91.47
26,MNIST,2,98.4
26,MNIST,3,96.19
26,MNIST,4,87.91
26,MNIST,5,97.41
26,MNIST,6,85.53
26,MNIST,7,78.72
26,MNIST,8,80.93
26,MNIST,9,87.91
26,EMNIST,0,28.21
26,EMNIST,1,1.49
26,EMNIST,2,9.26
26,EMNIST,3,1.77
26,EMNIST,4,37.21
26,EMNIST,5,49.9
26,EMNIST,6,0.0
26,EMNIST,7,20.61
26,EMNIST,8,41.67
26,EMNIST,9,33.04
26,EMNIST,10,67.29
26,EMNIST,11,61.19
26,EMNIST,12,60.4
26,EMNIST,13,45.42
26,EMNIST,14,84.24
26,EMNIST,15,46.49
26,EMNIST,16,57.0
26,EMNIST,17,57.81
26,EMNIST,18,2.79
26,EMNIST,19,23.33
26,EMNIST,20,25.0
26,EMNIST,21,83.18
26,EMNIST,22,36.96
26,EMNIST,23,28.72
26,EMNIST,24,0.56
26,EMNIST,25,30.39
26,EMNIST,26,12.23
26,EMNIST,27,18.21
26,EMNIST,28,7.49
26,EMNIST,29,55.62
26,EMNIST,30,73.3
26,EMNIST,31,37.02
26,EMNIST,32,3.41
26,EMNIST,33,33.08
26,EMNIST,34,6.34
26,EMNIST,35,4.98
26,EMNIST,36,19.0
26,EMNIST,37,67.4
26,EMNIST,38,0.51
26,EMNIST,39,77.25
26,EMNIST,40,62.37
26,EMNIST,41,28.85
26,EMNIST,42,30.41
26,EMNIST,43,58.81
26,EMNIST,44,1.54
26,EMNIST,45,8.3
26,EMNIST,46,49.76
26,EMNIST,47,0.04
26,EMNIST,48,9.48
26,EMNIST,49,5.74
26,EMNIST,50,0.47
26,EMNIST,51,19.7
26,EMNIST,52,2.61
26,EMNIST,53,75.69
26,EMNIST,54,6.78
26,EMNIST,55,63.61
26,EMNIST,56,9.11
26,EMNIST,57,16.43
26,EMNIST,58,37.41
26,EMNIST,59,16.59
26,EMNIST,60,28.24
26,EMNIST,61,6.34
26,CIFAR10,0,31.54
26,CIFAR10,1,59.45
26,CIFAR10,2,17.47
26,CIFAR10,3,1.87
26,CIFAR10,4,9.56
26,CIFAR10,5,31.98
26,CIFAR10,6,56.59
26,CIFAR10,7,44.62
26,CIFAR10,8,43.19
26,CIFAR10,9,46.81
27,MNIST,0,99.66
27,MNIST,1,99.13
27,MNIST,2,95.31
27,MNIST,3,93.69
27,MNIST,4,98.21
27,MNIST,5,93.46
27,MNIST,6,84.04
27,MNIST,7,84.81
27,MNIST,8,88.94
27,MNIST,9,88.67
27,EMNIST,0,0.04
27,EMNIST,1,0.0
27,EMNIST,2,0.04
27,EMNIST,3,0.07
27,EMNIST,4,0.0
27,EMNIST,5,1.12
27,EMNIST,6,0.0
27,EMNIST,7,0.0
27,EMNIST,8,0.33
27,EMNIST,9,0.0
27,EMNIST,10,9.52
27,EMNIST,11,18.64
27,EMNIST,12,0.7
27,EMNIST,13,5.36
27,EMNIST,14,36.3
27,EMNIST,15,5.34
27,EMNIST,16,9.58
27,EMNIST,17,0.63
27,EMNIST,18,0.05
27,EMNIST,19,4.39
27,EMNIST,20,0.29
27,EMNIST,21,2.58
27,EMNIST,22,64.3
27,EMNIST,23,11.8
27,EMNIST,24,0.0
27,EMNIST,25,2.68
27,EMNIST,26,0.27
27,EMNIST,27,4.35
27,EMNIST,28,0.06
27,EMNIST,29,0.7
27,EMNIST,30,3.41
27,EMNIST,31,0.0
27,EMNIST,32,0.14
27,EMNIST,33,0.0
27,EMNIST,34,0.0
27,EMNIST,35,0.71
27,EMNIST,36,0.33
27,EMNIST,37,12.24
27,EMNIST,38,0.0
27,EMNIST,39,0.72
27,EMNIST,40,7.12
27,EMNIST,41,0.82
27,EMNIST,42,0.19
27,EMNIST,43,1.49
27,EMNIST,44,0.0
27,EMNIST,45,0.0
27,EMNIST,46,12.03
27,EMNIST,47,0.0
27,EMNIST,48,0.0
27,EMNIST,49,0.0
27,EMNIST,50,0.0
27,EMNIST,51,0.0
27,EMNIST,52,0.0
27,EMNIST,53,0.43
27,EMNIST,54,1.51
27,EMNIST,55,0.07
27,EMNIST,56,0.0
27,EMNIST,57,0.0
27,EMNIST,58,23.29
27,EMNIST,59,0.0
27,EMNIST,60,0.0
27,EMNIST,61,0.24
27,CIFAR10,0,44.4
27,CIFAR10,1,62.64
27,CIFAR10,2,12.2
27,CIFAR10,3,46.7
27,CIFAR10,4,13.74
27,CIFAR10,5,5.82
27,CIFAR10,6,40.33
27,CIFAR10,7,35.05
27,CIFAR10,8,40.22
27,CIFAR10,9,48.79
28,MNIST,0,92.59
28,MNIST,1,99.22
28,MNIST,2,96.27
28,MNIST,3,91.73
28,MNIST,4,89.81
28,MNIST,5,91.99
28,MNIST,6,90.36
28,MNIST,7,84.71
28,MNIST,8,87.47
28,MNIST,9,92.27
28,EMNIST,0,0.29
28,EMNIST,1,0.03
28,EMNIST,2,0.24
28,EMNIST,3,17.28
28,EMNIST,4,0.47
28,EMNIST,5,19.33
