Round,Dataset,Local_Class,Accuracy
10,MNIST,0,83.39
10,MNIST,1,98.16
10,MNIST,2,71.78
10,MNIST,3,61.92
10,MNIST,4,42.78
10,MNIST,5,97.41
10,MNIST,6,89.9
10,MNIST,7,62.14
10,MNIST,8,94.02
10,MNIST,9,37.15
10,EMNIST,0,64.63
10,EMNIST,1,0.23
10,EMNIST,2,46.98
10,EMNIST,3,65.34
10,EMNIST,4,39.69
10,EMNIST,5,33.95
10,EMNIST,6,73.88
10,EMNIST,7,68.89
10,EMNIST,8,56.84
10,EMNIST,9,78.07
10,EMNIST,10,63.15
10,EMNIST,11,45.59
10,EMNIST,12,70.21
10,EMNIST,13,75.46
10,EMNIST,14,84.88
10,EMNIST,15,41.15
10,EMNIST,16,69.78
10,EMNIST,17,31.43
10,EMNIST,18,5.64
10,EMNIST,19,44.39
10,EMNIST,20,44.83
10,EMNIST,21,93.62
10,EMNIST,22,19.48
10,EMNIST,23,47.11
10,EMNIST,24,38.98
10,EMNIST,25,72.44
10,EMNIST,26,77.93
10,EMNIST,27,79.62
10,EMNIST,28,5.45
10,EMNIST,29,93.16
10,EMNIST,30,37.47
10,EMNIST,31,21.41
10,EMNIST,32,58.25
10,EMNIST,33,35.88
10,EMNIST,34,36.91
10,EMNIST,35,46.21
10,EMNIST,36,52.91
10,EMNIST,37,74.36
10,EMNIST,38,13.74
10,EMNIST,39,74.77
10,EMNIST,40,60.38
10,EMNIST,41,41.48
10,EMNIST,42,41.23
10,EMNIST,43,73.09
10,EMNIST,44,19.79
10,EMNIST,45,43.25
10,EMNIST,46,62.03
10,EMNIST,47,87.55
10,EMNIST,48,58.77
10,EMNIST,49,75.96
10,EMNIST,50,3.54
10,EMNIST,51,34.93
10,EMNIST,52,18.04
10,EMNIST,53,82.37
10,EMNIST,54,62.06
10,EMNIST,55,77.86
10,EMNIST,56,46.7
10,EMNIST,57,80.05
10,EMNIST,58,55.06
10,EMNIST,59,59.11
10,EMNIST,60,63.4
10,EMNIST,61,66.1
10,CIFAR10,0,66.92
10,CIFAR10,1,44.73
10,CIFAR10,2,43.63
10,CIFAR10,3,15.6
10,CIFAR10,4,4.84
10,CIFAR10,5,34.4
10,CIFAR10,6,10.33
10,CIFAR10,7,0.66
10,CIFAR10,8,5.6
10,CIFAR10,9,6.37
11,MNIST,0,63.52
11,MNIST,1,96.32
11,MNIST,2,71.88
11,MNIST,3,81.61
11,MNIST,4,67.97
11,MNIST,5,90.38
11,MNIST,6,87.6
11,MNIST,7,72.19
11,MNIST,8,84.65
11,MNIST,9,69.28
11,EMNIST,0,54.79
11,EMNIST,1,33.9
11,EMNIST,2,37.39
11,EMNIST,3,68.21
11,EMNIST,4,67.74
11,EMNIST,5,78.05
11,EMNIST,6,69.56
11,EMNIST,7,88.43
11,EMNIST,8,57.96
11,EMNIST,9,66.23
11,EMNIST,10,55.69
11,EMNIST,11,84.75
11,EMNIST,12,55.09
11,EMNIST,13,76.3
11,EMNIST,14,91.47
11,EMNIST,15,51.3
11,EMNIST,16,68.55
11,EMNIST,17,55.49
11,EMNIST,18,32.87
11,EMNIST,19,32.81
11,EMNIST,20,58.91
11,EMNIST,21,90.37
11,EMNIST,22,32.15
11,EMNIST,23,78.68
11,EMNIST,24,50.22
11,EMNIST,25,17.87
11,EMNIST,26,84.84
11,EMNIST,27,81.93
11,EMNIST,28,33.39
11,EMNIST,29,63.43
11,EMNIST,30,50.05
11,EMNIST,31,65.06
11,EMNIST,32,64.26
11,EMNIST,33,55.98
11,EMNIST,34,18.6
11,EMNIST,35,65.4
11,EMNIST,36,53.44
11,EMNIST,37,75.77
11,EMNIST,38,27.74
11,EMNIST,39,66.8
11,EMNIST,40,74.19
11,EMNIST,41,56.59
11,EMNIST,42,48.69
11,EMNIST,43,66.99
11,EMNIST,44,46.79
11,EMNIST,45,67.13
11,EMNIST,46,64.86
11,EMNIST,47,50.76
11,EMNIST,48,64.93
11,EMNIST,49,66.86
11,EMNIST,50,0.0
11,EMNIST,51,93.43
11,EMNIST,52,26.52
11,EMNIST,53,79.76
11,EMNIST,54,30.4
11,EMNIST,55,47.0
11,EMNIST,56,10.25
11,EMNIST,57,26.06
11,EMNIST,58,57.18
11,EMNIST,59,45.33
11,EMNIST,60,57.93
11,EMNIST,61,52.68
11,CIFAR10,0,17.14
11,CIFAR10,1,15.6
11,CIFAR10,2,14.84
11,CIFAR10,3,4.95
11,CIFAR10,4,65.93
