Epoch,Accuracy
1,4.842550484426984
2,4.842550484426984
3,4.967203390559047
4,4.967203390559047
5,4.967203390559047
6,4.967203390559047
7,4.842550484426984
8,1.1923695227942883
9,0.5596485647722291
10,4.842550484426984
11,4.842550484426984
12,0.5063487014605882
13,4.842550484426984
14,4.842550484426984
15,4.842550484426984
16,4.842550484426984
17,4.842550484426984
18,4.842550484426984
19,4.842550484426984
20,4.842550484426984
21,4.842550484426984
22,4.842550484426984
23,4.84169080921228
24,4.842550484426984
25,4.842550484426984
26,4.842550484426984
27,4.842550484426984
28,4.842550484426984
29,4.842550484426984
30,4.842550484426984
31,4.842550484426984
32,4.842550484426984
33,4.842550484426984
34,4.842550484426984
35,4.842550484426984
36,4.840831133997576
37,4.838252108353465
38,3.6037585000386856
39,4.740249133877221
40,4.402396774498595
41,3.683708295006147
42,0.6043516759368311
43,0.7401803598600449
44,5.089277271046998
45,4.842550484426984
46,4.842550484426984
47,4.842550484426984
48,4.842550484426984
49,4.842550484426984
50,4.842550484426984
51,4.842550484426984
52,4.842550484426984
53,4.840831133997576
54,4.746266860380148
55,4.83051503142113
56,4.842550484426984
57,4.842550484426984
58,4.842550484426984
59,4.842550484426984
60,4.842550484426984
61,4.780653868968304
62,4.547681885783551
63,4.049070261255298
64,4.815040877556459
65,4.840831133997576
66,4.8270763305623134
67,4.67577349277443
68,4.447959560877901
69,4.925079305038556
70,4.842550484426984
71,4.842550484426984
72,4.871779441726916
73,6.652166811378661
74,5.696207972627941
75,5.444323134719703
76,4.842550484426984
77,4.842550484426984
78,4.842550484426984
79,4.842550484426984
80,4.835673082709353
81,4.759161988600707
82,4.5468222105688465
83,4.306972825666463
84,5.854388212133456
85,6.597147597637612
86,6.323770879361777
87,5.618837203304591
88,5.535448707478315
89,4.3594130137634
90,4.41701125314856
91,4.631070381609828
92,4.824497304918202
93,4.8588843135063575
94,4.817619903200571
95,4.848568210929911
96,2.637483558711519
97,3.209167576489602
98,2.879911969258014
99,1.2791967194793807
100,1.0023813003447297
101,1.7752293183635224
102,2.2282781565124696
103,4.796987698047678
104,4.205531150331405
105,1.5405379847493617
106,1.2336339331000747
107,1.7537374379959254
108,3.6776905685032197
109,5.727156280357281
110,5.268949390920111
111,3.0716195421369807
112,1.6901214721078375
113,2.0855720708716246
114,3.0097229266783008
115,2.990810071954815
116,5.3807071688316155
117,7.176568692348032
118,6.098535973109359
119,5.464955339872596
120,5.1460158352174545
