Round,Accuracy
1,0.0
2,10.76
3,27.3
4,64.64
5,73.73
6,83.27
7,80.55
8,87.8
9,91.08
10,92.72
11,91.91
12,93.36
13,92.89
14,92.11
15,92.57
16,90.98
17,94.01
18,94.21
19,94.38
20,94.73
21,94.95
22,95.17
23,95.11
24,94.78
25,95.79
26,94.69
27,95.36
28,94.95
29,94.78
30,95.18
