Round,Dataset,Local_Class,Accuracy
1,MNIST,0,96.3
1,MNIST,1,98.84
1,MNIST,2,99.25
1,MNIST,3,98.91
1,MNIST,4,97.65
1,MNIST,5,93.46
1,MNIST,6,98.05
1,MNIST,7,93.69
1,MNIST,8,92.78
1,MNIST,9,94.66
1,EMNIST,0,51.4
1,EMNIST,1,35.41
1,EMNIST,2,58.9
1,EMNIST,3,94.88
1,EMNIST,4,86.87
1,EMNIST,5,82.58
1,EMNIST,6,69.25
1,EMNIST,7,96.0
1,EMNIST,8,54.87
1,EMNIST,9,35.16
1,EMNIST,10,79.81
1,EMNIST,11,96.95
1,EMNIST,12,85.14
1,EMNIST,13,80.11
1,EMNIST,14,95.99
1,EMNIST,15,66.41
1,EMNIST,16,87.96
1,EMNIST,17,95.36
1,EMNIST,18,46.67
1,EMNIST,19,82.98
1,EMNIST,20,41.95
1,EMNIST,21,97.56
1,EMNIST,22,9.56
1,EMNIST,23,87.71
1,EMNIST,24,56.73
1,EMNIST,25,93.54
1,EMNIST,26,90.69
1,EMNIST,27,94.97
1,EMNIST,28,55.45
1,EMNIST,29,94.49
1,EMNIST,30,24.01
1,EMNIST,31,12.02
1,EMNIST,32,79.26
1,EMNIST,33,95.42
1,EMNIST,34,83.88
1,EMNIST,35,92.18
1,EMNIST,36,77.06
1,EMNIST,37,90.59
1,EMNIST,38,0.76
1,EMNIST,39,94.64
1,EMNIST,40,88.66
1,EMNIST,41,42.86
1,EMNIST,42,23.32
1,EMNIST,43,92.64
1,EMNIST,44,59.13
1,EMNIST,45,63.32
1,EMNIST,46,79.25
1,EMNIST,47,36.92
1,EMNIST,48,93.84
1,EMNIST,49,74.86
1,EMNIST,50,14.62
1,EMNIST,51,15.22
1,EMNIST,52,82.39
1,EMNIST,53,86.64
1,EMNIST,54,26.63
1,EMNIST,55,90.95
1,EMNIST,56,82.0
1,EMNIST,57,80.05
1,EMNIST,58,62.12
1,EMNIST,59,13.55
1,EMNIST,60,4.61
1,EMNIST,61,43.41
1,CIFAR10,0,84.18
1,CIFAR10,1,33.63
1,CIFAR10,2,35.27
1,CIFAR10,3,0.0
1,CIFAR10,4,0.0
1,CIFAR10,5,64.62
1,CIFAR10,6,8.79
1,CIFAR10,7,1.1
1,CIFAR10,8,0.0
1,CIFAR10,9,34.84
2,MNIST,0,99.33
2,MNIST,1,98.74
2,MNIST,2,96.49
2,MNIST,3,98.59
2,MNIST,4,93.84
2,MNIST,5,96.18
2,MNIST,6,99.31
2,MNIST,7,96.26
2,MNIST,8,98.31
2,MNIST,9,94.88
2,EMNIST,0,26.61
2,EMNIST,1,65.79
2,EMNIST,2,89.56
2,EMNIST,3,98.6
2,EMNIST,4,80.7
2,EMNIST,5,71.71
2,EMNIST,6,84.21
2,EMNIST,7,96.86
2,EMNIST,8,86.19
2,EMNIST,9,88.55
2,EMNIST,10,93.69
2,EMNIST,11,97.46
2,EMNIST,12,84.19
2,EMNIST,13,89.28
2,EMNIST,14,95.61
2,EMNIST,15,42.21
2,EMNIST,16,88.21
2,EMNIST,17,93.25
2,EMNIST,18,29.05
2,EMNIST,19,76.14
2,EMNIST,20,88.51
2,EMNIST,21,94.17
2,EMNIST,22,94.81
2,EMNIST,23,90.24
2,EMNIST,24,72.35
2,EMNIST,25,84.65
2,EMNIST,26,96.54
2,EMNIST,27,96.47
2,EMNIST,28,53.32
2,EMNIST,29,92.39
2,EMNIST,30,30.27
2,EMNIST,31,81.63
2,EMNIST,32,87.72
2,EMNIST,33,96.18
2,EMNIST,34,84.99
2,EMNIST,35,78.2
2,EMNIST,36,79.0
2,EMNIST,37,93.3
2,EMNIST,38,15.52
2,EMNIST,39,94.44
2,EMNIST,40,96.24
2,EMNIST,41,81.59
2,EMNIST,42,45.71
2,EMNIST,43,93.75
2,EMNIST,44,76.09
2,EMNIST,45,76.12
2,EMNIST,46,52.59
2,EMNIST,47,13.02
2,EMNIST,48,7.11
2,EMNIST,49,91.02
2,EMNIST,50,21.7
2,EMNIST,51,48.66
2,EMNIST,52,43.7
2,EMNIST,53,95.69
2,EMNIST,54,50.75
2,EMNIST,55,75.7
2,EMNIST,56,84.05
2,EMNIST,57,3.52
2,EMNIST,58,54.12
2,EMNIST,59,21.96
2,EMNIST,60,19.31
2,EMNIST,61,53.17
2,CIFAR10,0,35.05
2,CIFAR10,1,22.2
2,CIFAR10,2,18.57
2,CIFAR10,3,20.44
2,CIFAR10,4,29.45
2,CIFAR10,5,3.08
2,CIFAR10,6,51.43
2,CIFAR10,7,41.21
2,CIFAR10,8,48.02
2,CIFAR10,9,81.54
3,MNIST,0,99.66
3,MNIST,1,98.84
3,MNIST,2,94.25
3,MNIST,3,94.89
3,MNIST,4,99.22
3,MNIST,5,98.03
3,MNIST,6,98.74
3,MNIST,7,95.19
3,MNIST,8,98.42
3,MNIST,9,81.92
3,EMNIST,0,60.06
3,EMNIST,1,35.05
3,EMNIST,2,91.15
3,EMNIST,3,94.07
3,EMNIST,4,97.61
3,EMNIST,5,82.56
3,EMNIST,6,92.73
3,EMNIST,7,97.17
3,EMNIST,8,83.56
3,EMNIST,9,72.86
3,EMNIST,10,93.89
3,EMNIST,11,95.08
3,EMNIST,12,87.73
3,EMNIST,13,95.35
3,EMNIST,14,96.25
3,EMNIST,15,42.82
3,EMNIST,16,87.96
3,EMNIST,17,92.83
3,EMNIST,18,19.98
3,EMNIST,19,82.81
3,EMNIST,20,88.51
3,EMNIST,21,96.61
3,EMNIST,22,97.93
3,EMNIST,23,78.19
3,EMNIST,24,54.8
3,EMNIST,25,65.75
3,EMNIST,26,94.95
3,EMNIST,27,91.17
3,EMNIST,28,32.54
3,EMNIST,29,80.39
3,EMNIST,30,38.79
3,EMNIST,31,84.67
3,EMNIST,32,80.9
3,EMNIST,33,72.26
3,EMNIST,34,79.75
3,EMNIST,35,83.18
3,EMNIST,36,85.15
3,EMNIST,37,89.95
3,EMNIST,38,19.59
3,EMNIST,39,96.86
3,EMNIST,40,93.31
3,EMNIST,41,82.42
3,EMNIST,42,50.37
3,EMNIST,43,93.46
3,EMNIST,44,47.3
3,EMNIST,45,60.9
3,EMNIST,46,48.82
3,EMNIST,47,73.8
3,EMNIST,48,0.71
3,EMNIST,49,76.48
3,EMNIST,50,16.75
3,EMNIST,51,76.72
3,EMNIST,52,53.04
3,EMNIST,53,87.73
3,EMNIST,54,68.84
3,EMNIST,55,92.4
3,EMNIST,56,81.32
3,EMNIST,57,4.69
3,EMNIST,58,71.06
3,EMNIST,59,70.09
3,EMNIST,60,17.87
3,EMNIST,61,50.49
3,CIFAR10,0,50.88
3,CIFAR10,1,84.84
3,CIFAR10,2,18.9
3,CIFAR10,3,52.64
3,CIFAR10,4,37.8
3,CIFAR10,5,32.53
3,CIFAR10,6,36.15
3,CIFAR10,7,28.13
3,CIFAR10,8,50.33
3,CIFAR10,9,10.22
4,MNIST,0,99.21
4,MNIST,1,99.32
4,MNIST,2,97.12
4,MNIST,3,99.89
4,MNIST,4,96.3
4,MNIST,5,95.56
4,MNIST,6,99.66
4,MNIST,7,92.94
4,MNIST,8,88.15
4,MNIST,9,99.78
4,EMNIST,0,64.12
4,EMNIST,1,57.03
4,EMNIST,2,76.37
4,EMNIST,3,98.69
4,EMNIST,4,82.19
4,EMNIST,5,78.41
4,EMNIST,6,97.76
4,EMNIST,7,97.22
4,EMNIST,8,89.55
4,EMNIST,9,96.09
4,EMNIST,10,82.82
4,EMNIST,11,95.93
4,EMNIST,12,44.15
4,EMNIST,13,89.84
4,EMNIST,14,91.6
4,EMNIST,15,63.05
4,EMNIST,16,87.47
4,EMNIST,17,84.81
4,EMNIST,18,46.24
4,EMNIST,19,77.37
4,EMNIST,20,86.78
4,EMNIST,21,91.72
4,EMNIST,22,59.78
4,EMNIST,23,92.68
4,EMNIST,24,66.68
4,EMNIST,25,53.7
4,EMNIST,26,91.76
4,EMNIST,27,90.9
4,EMNIST,28,31.82
4,EMNIST,29,93.51
4,EMNIST,30,78.3
4,EMNIST,31,69.06
4,EMNIST,32,56.62
4,EMNIST,33,89.06
4,EMNIST,34,80.85
4,EMNIST,35,80.57
4,EMNIST,36,89.43
4,EMNIST,37,72.94
4,EMNIST,38,69.47
4,EMNIST,39,94.31
4,EMNIST,40,96.02
4,EMNIST,41,57.97
4,EMNIST,42,54.66
4,EMNIST,43,87.36
4,EMNIST,44,42.67
4,EMNIST,45,89.97
4,EMNIST,46,43.16
4,EMNIST,47,47.64
4,EMNIST,48,54.74
4,EMNIST,49,91.71
4,EMNIST,50,6.84
4,EMNIST,51,80.9
4,EMNIST,52,41.52
4,EMNIST,53,94.03
4,EMNIST,54,78.39
4,EMNIST,55,89.35
4,EMNIST,56,26.88
4,EMNIST,57,49.53
4,EMNIST,58,92.0
4,EMNIST,59,44.86
4,EMNIST,60,53.6
4,EMNIST,61,65.12
4,CIFAR10,0,70.22
4,CIFAR10,1,76.26
4,CIFAR10,2,17.58
4,CIFAR10,3,31.65
4,CIFAR10,4,5.93
4,CIFAR10,5,30.11
4,CIFAR10,6,64.84
4,CIFAR10,7,66.48
4,CIFAR10,8,49.23
