Round,Dataset,Local_Class,Accuracy
25,MNIST,0,90.91
25,MNIST,1,99.32
25,MNIST,2,94.99
25,MNIST,3,96.3
25,MNIST,4,97.54
25,MNIST,5,86.81
25,MNIST,6,94.37
25,MNIST,7,86.42
25,MNIST,8,74.15
25,MNIST,9,90.85
25,EMNIST,0,0.0
25,EMNIST,1,99.3
25,EMNIST,2,95.48
25,EMNIST,3,94.23
25,EMNIST,4,96.61
25,EMNIST,5,94.94
25,EMNIST,6,90.11
25,EMNIST,7,91.04
25,EMNIST,8,80.0
25,EMNIST,9,81.04
25,EMNIST,10,1.97
25,EMNIST,11,5.76
25,EMNIST,12,0.0
25,EMNIST,13,10.86
25,EMNIST,14,26.1
25,EMNIST,15,1.22
25,EMNIST,16,2.21
25,EMNIST,17,1.69
25,EMNIST,18,0.05
25,EMNIST,19,17.72
25,EMNIST,20,0.57
25,EMNIST,21,0.0
25,EMNIST,22,28.96
25,EMNIST,23,12.12
25,EMNIST,24,91.96
25,EMNIST,25,0.94
25,EMNIST,26,1.6
25,EMNIST,27,25.41
25,EMNIST,28,0.06
25,EMNIST,29,3.35
25,EMNIST,30,14.95
25,EMNIST,31,0.41
25,EMNIST,32,0.14
25,EMNIST,33,2.29
25,EMNIST,34,0.28
25,EMNIST,35,3.32
25,EMNIST,36,0.33
25,EMNIST,37,0.13
25,EMNIST,38,0.0
25,EMNIST,39,1.37
25,EMNIST,40,4.68
25,EMNIST,41,8.79
25,EMNIST,42,0.75
25,EMNIST,43,0.0
25,EMNIST,44,0.0
25,EMNIST,45,0.0
25,EMNIST,46,0.24
25,EMNIST,47,0.0
25,EMNIST,48,1.18
25,EMNIST,49,0.12
25,EMNIST,50,0.0
25,EMNIST,51,1.49
25,EMNIST,52,0.0
25,EMNIST,53,0.0
25,EMNIST,54,0.0
25,EMNIST,55,1.08
25,EMNIST,56,0.0
25,EMNIST,57,0.0
25,EMNIST,58,64.47
25,EMNIST,59,0.0
25,EMNIST,60,1.15
25,EMNIST,61,0.0
25,CIFAR10,0,24.95
25,CIFAR10,1,33.52
25,CIFAR10,2,1.76
25,CIFAR10,3,15.6
25,CIFAR10,4,0.0
25,CIFAR10,5,12.09
25,CIFAR10,6,84.51
25,CIFAR10,7,36.37
25,CIFAR10,8,52.86
25,CIFAR10,9,41.21
26,MNIST,0,97.31
26,MNIST,1,94.38
26,MNIST,2,82.22
26,MNIST,3,96.41
26,MNIST,4,77.6
26,MNIST,5,99.26
26,MNIST,6,77.38
26,MNIST,7,88.02
26,MNIST,8,88.6
26,MNIST,9,85.4
26,EMNIST,0,0.02
26,EMNIST,1,94.23
26,EMNIST,2,87.37
26,EMNIST,3,94.2
26,EMNIST,4,74.1
26,EMNIST,5,99.28
26,EMNIST,6,53.81
26,EMNIST,7,82.37
26,EMNIST,8,83.07
26,EMNIST,9,86.75
26,EMNIST,10,15.53
26,EMNIST,11,10.51
26,EMNIST,12,9.55
26,EMNIST,13,19.18
26,EMNIST,14,56.72
26,EMNIST,15,23.74
26,EMNIST,16,37.59
26,EMNIST,17,8.23
26,EMNIST,18,5.05
26,EMNIST,19,37.72
26,EMNIST,20,10.34
26,EMNIST,21,42.2
26,EMNIST,22,61.63
26,EMNIST,23,53.05
26,EMNIST,24,97.2
26,EMNIST,25,63.46
26,EMNIST,26,3.19
26,EMNIST,27,67.66
26,EMNIST,28,4.42
26,EMNIST,29,65.88
26,EMNIST,30,14.23
26,EMNIST,31,2.21
26,EMNIST,32,14.6
26,EMNIST,33,49.62
26,EMNIST,34,24.1
26,EMNIST,35,27.96
26,EMNIST,36,1.07
26,EMNIST,37,46.13
26,EMNIST,38,0.76
26,EMNIST,39,34.18
26,EMNIST,40,22.66
26,EMNIST,41,41.21
26,EMNIST,42,0.56
26,EMNIST,43,38.81
26,EMNIST,44,0.26
26,EMNIST,45,0.35
26,EMNIST,46,48.82
26,EMNIST,47,0.0
26,EMNIST,48,2.37
26,EMNIST,49,0.29
26,EMNIST,50,0.0
26,EMNIST,51,0.0
26,EMNIST,52,0.22
26,EMNIST,53,0.95
26,EMNIST,54,1.01
26,EMNIST,55,75.52
26,EMNIST,56,1.82
26,EMNIST,57,53.29
26,EMNIST,58,20.0
26,EMNIST,59,2.57
26,EMNIST,60,6.34
26,EMNIST,61,12.93
26,CIFAR10,0,36.59
26,CIFAR10,1,26.59
26,CIFAR10,2,3.85
26,CIFAR10,3,23.85
26,CIFAR10,4,28.46
26,CIFAR10,5,25.16
26,CIFAR10,6,42.42
26,CIFAR10,7,58.24
26,CIFAR10,8,24.18
26,CIFAR10,9,69.89
27,MNIST,0,86.98
27,MNIST,1,89.53
27,MNIST,2,80.62
27,MNIST,3,98.48
27,MNIST,4,87.68
27,MNIST,5,97.78
27,MNIST,6,66.02
27,MNIST,7,88.56
27,MNIST,8,88.26
27,MNIST,9,86.82
27,EMNIST,0,0.95
27,EMNIST,1,93.71
27,EMNIST,2,77.23
27,EMNIST,3,97.64
27,EMNIST,4,85.65
27,EMNIST,5,98.79
27,EMNIST,6,34.32
27,EMNIST,7,93.05
27,EMNIST,8,82.82
27,EMNIST,9,89.96
27,EMNIST,10,37.27
27,EMNIST,11,30.0
27,EMNIST,12,10.12
27,EMNIST,13,18.9
27,EMNIST,14,51.68
27,EMNIST,15,58.09
27,EMNIST,16,17.69
27,EMNIST,17,32.7
27,EMNIST,18,0.81
27,EMNIST,19,48.6
27,EMNIST,20,45.69
27,EMNIST,21,59.02
27,EMNIST,22,36.74
27,EMNIST,23,83.65
27,EMNIST,24,90.98
27,EMNIST,25,46.61
27,EMNIST,26,15.43
27,EMNIST,27,82.47
27,EMNIST,28,10.94
27,EMNIST,29,77.88
27,EMNIST,30,45.82
27,EMNIST,31,56.35
27,EMNIST,32,6.41
27,EMNIST,33,54.45
27,EMNIST,34,43.8
27,EMNIST,35,59.24
27,EMNIST,36,42.14
27,EMNIST,37,52.06
27,EMNIST,38,0.51
27,EMNIST,39,70.72
27,EMNIST,40,65.7
27,EMNIST,41,17.86
27,EMNIST,42,30.6
27,EMNIST,43,69.81
27,EMNIST,44,28.79
27,EMNIST,45,6.92
27,EMNIST,46,53.3
27,EMNIST,47,0.17
27,EMNIST,48,12.09
27,EMNIST,49,32.56
27,EMNIST,50,0.0
27,EMNIST,51,26.27
27,EMNIST,52,3.91
27,EMNIST,53,47.54
27,EMNIST,54,0.0
27,EMNIST,55,67.21
27,EMNIST,56,2.73
27,EMNIST,57,20.19
27,EMNIST,58,19.76
27,EMNIST,59,31.54
27,EMNIST,60,18.44
27,EMNIST,61,40.0
27,CIFAR10,0,41.32
27,CIFAR10,1,49.34
27,CIFAR10,2,7.14
27,CIFAR10,3,48.35
27,CIFAR10,4,30.33
27,CIFAR10,5,7.58
27,CIFAR10,6,38.9
27,CIFAR10,7,25.16
27,CIFAR10,8,55.93
27,CIFAR10,9,36.48
28,MNIST,0,99.89
28,MNIST,1,97.77
28,MNIST,2,88.18
28,MNIST,3,98.04
28,MNIST,4,91.38
28,MNIST,5,90.01
28,MNIST,6,70.38
28,MNIST,7,94.97
28,MNIST,8,94.47
28,MNIST,9,92.05
28,EMNIST,0,0.1
28,EMNIST,1,98.66
28,EMNIST,2,89.9
28,EMNIST,3,96.57
28,EMNIST,4,89.16
28,EMNIST,5,95.17
28,EMNIST,6,51.92
28,EMNIST,7,90.86
28,EMNIST,8,90.8
28,EMNIST,9,91.26
28,EMNIST,10,48.86
28,EMNIST,11,15.42
28,EMNIST,12,2.15
28,EMNIST,13,11.85
28,EMNIST,14,73.39
28,EMNIST,15,32.82
28,EMNIST,16,19.41
28,EMNIST,17,24.47
28,EMNIST,18,0.7
28,EMNIST,19,49.65
28,EMNIST,20,0.86
28,EMNIST,21,24.29
28,EMNIST,22,72.81
28,EMNIST,23,29.29
28,EMNIST,24,99.87
28,EMNIST,25,16.61
28,EMNIST,26,0.0
28,EMNIST,27,20.52
28,EMNIST,28,3.13
28,EMNIST,29,52.34
28,EMNIST,30,15.82
28,EMNIST,31,0.14
28,EMNIST,32,0.0
28,EMNIST,33,20.1
28,EMNIST,34,0.14
28,EMNIST,35,12.8
28,EMNIST,36,4.88
28,EMNIST,37,57.22
28,EMNIST,38,0.0
28,EMNIST,39,63.01
28,EMNIST,40,40.97
28,EMNIST,41,12.36
28,EMNIST,42,22.76
28,EMNIST,43,58.36
28,EMNIST,44,0.0
28,EMNIST,45,5.19
28,EMNIST,46,47.88
28,EMNIST,47,0.04
28,EMNIST,48,2.37
28,EMNIST,49,4.0
28,EMNIST,50,0.0
28,EMNIST,51,1.79
28,EMNIST,52,0.22
28,EMNIST,53,16.16
28,EMNIST,54,8.79
28,EMNIST,55,20.96
28,EMNIST,56,0.91
28,EMNIST,57,3.05
28,EMNIST,58,11.06
28,EMNIST,59,1.87
28,EMNIST,60,6.34
28,EMNIST,61,34.88
28,CIFAR10,0,39.89
28,CIFAR10,1,59.45
28,CIFAR10,2,8.35
28,CIFAR10,3,10.66
28,CIFAR10,4,64.29
28,CIFAR10,5,26.04
28,CIFAR10,6,33.19
28,CIFAR10,7,44.07
28,CIFAR10,8,50.66
28,CIFAR10,9,56.04
29,MNIST,0,97.42
29,MNIST,1,99.03
29,MNIST,2,89.67
29,MNIST,3,96.63
29,MNIST,4,98.88
29,MNIST,5,97.66
29,MNIST,6,88.98
29,MNIST,7,94.55
29,MNIST,8,75.06
29,MNIST,9,74.95
29,EMNIST,0,0.25
29,EMNIST,1,99.18
29,EMNIST,2,90.03
29,EMNIST,3,95.82
29,EMNIST,4,97.34
29,EMNIST,5,98.92
29,EMNIST,6,64.62
29,EMNIST,7,80.36
29,EMNIST,8,75.18
29,EMNIST,9,65.01
29,EMNIST,10,2.9
29,EMNIST,11,14.58
29,EMNIST,12,0.32
29,EMNIST,13,31.45
29,EMNIST,14,22.48
29,EMNIST,15,28.02
29,EMNIST,16,13.76
29,EMNIST,17,15.19
29,EMNIST,18,6.02
29,EMNIST,19,42.28
29,EMNIST,20,6.32
29,EMNIST,21,39.76
29,EMNIST,22,76.89
29,EMNIST,23,42.8
29,EMNIST,24,96.98
29,EMNIST,25,18.19
29,EMNIST,26,0.27
29,EMNIST,27,24.32
29,EMNIST,28,6.02
29,EMNIST,29,56.32
29,EMNIST,30,36.32
29,EMNIST,31,6.91
29,EMNIST,32,6.41
29,EMNIST,33,47.33
29,EMNIST,34,1.52
29,EMNIST,35,20.38
29,EMNIST,36,9.77
29,EMNIST,37,56.06
29,EMNIST,38,0.51
29,EMNIST,39,54.51
29,EMNIST,40,14.89
29,EMNIST,41,8.24
29,EMNIST,42,1.12
29,EMNIST,43,28.33
29,EMNIST,44,0.26
29,EMNIST,45,11.42
29,EMNIST,46,18.63
29,EMNIST,47,0.0
29,EMNIST,48,7.58
29,EMNIST,49,1.22
29,EMNIST,50,0.0
29,EMNIST,51,2.69
29,EMNIST,52,1.52
29,EMNIST,53,19.38
29,EMNIST,54,2.51
29,EMNIST,55,40.36
29,EMNIST,56,8.88
29,EMNIST,57,47.65
29,EMNIST,58,71.06
29,EMNIST,59,17.76
29,EMNIST,60,14.12
29,EMNIST,61,25.37
29,CIFAR10,0,68.02
29,CIFAR10,1,35.49
29,CIFAR10,2,9.12
29,CIFAR10,3,15.82
29,CIFAR10,4,38.35
29,CIFAR10,5,34.73
29,CIFAR10,6,46.59
29,CIFAR10,7,61.1
29,CIFAR10,8,23.19
29,CIFAR10,9,48.46
30,MNIST,0,97.98
30,MNIST,1,99.03
30,MNIST,2,92.65
30,MNIST,3,97.39
30,MNIST,4,94.74
30,MNIST,5,94.94
30,MNIST,6,84.27
30,MNIST,7,94.55
30,MNIST,8,83.97
30,MNIST,9,84.53
30,EMNIST,0,0.74
30,EMNIST,1,99.03
30,EMNIST,2,90.29
30,EMNIST,3,92.37
30,EMNIST,4,93.48
30,EMNIST,5,97.5
30,EMNIST,6,39.04
30,EMNIST,7,83.18
30,EMNIST,8,73.09
30,EMNIST,9,73.06
30,EMNIST,10,23.19
30,EMNIST,11,23.56
30,EMNIST,12,1.9
30,EMNIST,13,19.46
30,EMNIST,14,20.54
30,EMNIST,15,37.86
30,EMNIST,16,44.96
30,EMNIST,17,17.09
30,EMNIST,18,2.52
30,EMNIST,19,40.88
30,EMNIST,20,43.97
30,EMNIST,21,8.82
30,EMNIST,22,81.41
30,EMNIST,23,45.81
30,EMNIST,24,95.45
30,EMNIST,25,35.51
30,EMNIST,26,15.43
30,EMNIST,27,25.82
30,EMNIST,28,5.99
30,EMNIST,29,43.82
30,EMNIST,30,18.35
30,EMNIST,31,0.97
30,EMNIST,32,15.55
30,EMNIST,33,60.05
30,EMNIST,34,1.65
30,EMNIST,35,26.3
30,EMNIST,36,2.74
30,EMNIST,37,82.86
30,EMNIST,38,0.0
30,EMNIST,39,44.51
30,EMNIST,40,13.9
30,EMNIST,41,7.14
30,EMNIST,42,6.72
30,EMNIST,43,43.64
30,EMNIST,44,0.0
30,EMNIST,45,3.81
30,EMNIST,46,21.46
30,EMNIST,47,0.0
30,EMNIST,48,5.21
30,EMNIST,49,1.62
30,EMNIST,50,0.0
30,EMNIST,51,3.88
30,EMNIST,52,0.0
30,EMNIST,53,14.88
30,EMNIST,54,20.35
30,EMNIST,55,58.57
30,EMNIST,56,10.93
30,EMNIST,57,11.97
30,EMNIST,58,51.76
30,EMNIST,59,3.97
30,EMNIST,60,6.63
30,EMNIST,61,28.29
30,CIFAR10,0,45.71
30,CIFAR10,1,63.3
30,CIFAR10,2,29.01
30,CIFAR10,3,14.4
30,CIFAR10,4,16.59
30,CIFAR10,5,30.55
30,CIFAR10,6,59.89
30,CIFAR10,7,59.45
30,CIFAR10,8,31.21
30,CIFAR10,9,56.48
31,MNIST,0,99.1
31,MNIST,1,97.58
31,MNIST,2,92.33
31,MNIST,3,94.99
31,MNIST,4,88.13
31,MNIST,5,94.94
31,MNIST,6,80.6
31,MNIST,7,98.07
31,MNIST,8,91.31
31,MNIST,9,87.47
31,EMNIST,0,0.13
31,EMNIST,1,98.52
31,EMNIST,2,91.87
31,EMNIST,3,94.75
31,EMNIST,4,91.74
31,EMNIST,5,97.33
31,EMNIST,6,61.85
31,EMNIST,7,96.85
31,EMNIST,8,91.45
31,EMNIST,9,83.97
31,EMNIST,10,37.78
31,EMNIST,11,10.34
31,EMNIST,12,1.27
31,EMNIST,13,8.04
31,EMNIST,14,54.26
31,EMNIST,15,42.06
31,EMNIST,16,23.83
31,EMNIST,17,22.36
31,EMNIST,18,0.0
31,EMNIST,19,61.23
31,EMNIST,20,36.21
31,EMNIST,21,6.24
31,EMNIST,22,72.44
31,EMNIST,23,39.63
31,EMNIST,24,98.89
31,EMNIST,25,26.14
31,EMNIST,26,14.63
31,EMNIST,27,60.6
31,EMNIST,28,3.48
31,EMNIST,29,51.85
31,EMNIST,30,16.48
31,EMNIST,31,3.31
31,EMNIST,32,19.65
31,EMNIST,33,85.75
31,EMNIST,34,2.34
31,EMNIST,35,19.91
31,EMNIST,36,4.68
31,EMNIST,37,38.79
31,EMNIST,38,1.78
31,EMNIST,39,68.17
31,EMNIST,40,7.55
31,EMNIST,41,12.36
31,EMNIST,42,10.45
31,EMNIST,43,61.41
31,EMNIST,44,0.0
31,EMNIST,45,0.0
31,EMNIST,46,31.84
31,EMNIST,47,0.0
31,EMNIST,48,2.37
31,EMNIST,49,0.75
31,EMNIST,50,0.0
31,EMNIST,51,1.49
31,EMNIST,52,0.43
31,EMNIST,53,2.99
31,EMNIST,54,3.02
31,EMNIST,55,27.23
31,EMNIST,56,0.91
31,EMNIST,57,0.23
31,EMNIST,58,24.47
31,EMNIST,59,1.4
31,EMNIST,60,10.95
31,EMNIST,61,7.8
