Round,Accuracy
25,30.29
26,33.92
27,34.05
28,39.26
29,38.09
30,40.66
31,42.52
32,43.32
33,41.32
34,46.08
35,47.54
36,46.41
37,46.37
38,46.31
39,48.53
40,49.79
41,48.1
42,49.8
43,48.16
44,50.86
45,49.36
46,49.54
47,50.84
48,50.92
49,52.02
50,53.07
