Epoch,Accuracy
0,8.65
1,42.99
2,51.6
3,57.36
4,56.82
5,62.87
6,64.11
7,60.82
8,65.88
9,64.77
10,58.94
11,53.01
12,65.23
13,64.47
14,50.34
15,58.09
16,61.06
17,57.4
18,60.93
19,60.91
20,64.36
21,66.54
22,61.87
23,63.68
24,58.63
25,61.83
26,61.43
27,66.65
28,63.75
29,63.45
30,61.07
