Round,Accuracy
1,3.05
2,0.59
3,15.96
4,47.01
5,54.79
6,55.66
7,59.23
8,62.0
9,60.49
10,62.41
11,64.73
12,63.74
13,65.88
14,65.42
15,64.82
16,66.08
17,65.62
18,66.55
19,67.27
20,67.69
21,68.28
22,68.13
23,67.85
24,69.15
25,69.78
26,69.81
27,69.3
28,69.58
29,69.58
30,69.63
