Round,Accuracy
1,0.0
2,8.03
3,17.38
4,23.31
5,27.38
6,29.86
7,33.53
8,31.73
9,32.53
10,33.2
11,36.58
12,38.19
13,38.05
14,39.71
15,40.13
16,39.57
17,41.51
18,40.22
19,42.22
20,43.47
21,45.34
22,43.67
23,42.0
24,44.88
25,45.29
26,47.22
27,47.74
28,44.38
29,48.74
30,49.63
