Round,Accuracy
1,3.57
2,0.0
3,13.04
4,46.77
5,55.24
6,55.98
7,59.16
8,62.57
9,60.79
10,62.75
11,65.11
12,63.8
13,66.44
14,65.53
15,64.82
16,66.22
17,65.58
18,66.78
19,67.34
20,67.8
21,68.23
22,68.38
23,68.21
24,69.39
25,70.08
26,69.99
27,69.26
28,69.88
29,69.48
30,69.57
