Round,Dataset,Local_Class,Accuracy
20,MNIST,0,90.8
20,MNIST,1,98.26
20,MNIST,2,85.09
20,MNIST,3,95.21
20,MNIST,4,98.88
20,MNIST,5,71.15
20,MNIST,6,24.57
20,MNIST,7,79.57
20,MNIST,8,37.25
20,MNIST,9,83.33
20,EMNIST,0,27.98
20,EMNIST,1,0.0
20,EMNIST,2,44.43
20,EMNIST,3,6.69
20,EMNIST,4,17.4
20,EMNIST,5,15.02
20,EMNIST,6,0.0
20,EMNIST,7,30.82
20,EMNIST,8,2.09
20,EMNIST,9,25.47
20,EMNIST,10,55.9
20,EMNIST,11,35.76
20,EMNIST,12,17.14
20,EMNIST,13,37.94
20,EMNIST,14,33.46
20,EMNIST,15,15.19
20,EMNIST,16,41.03
20,EMNIST,17,23.21
20,EMNIST,18,0.0
20,EMNIST,19,20.35
20,EMNIST,20,13.51
20,EMNIST,21,23.47
20,EMNIST,22,64.37
20,EMNIST,23,81.94
20,EMNIST,24,16.04
20,EMNIST,25,1.73
20,EMNIST,26,42.29
20,EMNIST,27,24.05
20,EMNIST,28,0.0
20,EMNIST,29,11.72
20,EMNIST,30,57.2
20,EMNIST,31,5.52
20,EMNIST,32,34.52
20,EMNIST,33,26.97
20,EMNIST,34,0.14
20,EMNIST,35,3.79
20,EMNIST,36,53.04
20,EMNIST,37,17.78
20,EMNIST,38,6.62
20,EMNIST,39,19.15
20,EMNIST,40,35.59
20,EMNIST,41,0.55
20,EMNIST,42,3.54
20,EMNIST,43,30.41
20,EMNIST,44,0.0
20,EMNIST,45,0.0
20,EMNIST,46,15.09
20,EMNIST,47,0.0
20,EMNIST,48,19.67
20,EMNIST,49,27.0
20,EMNIST,50,4.72
20,EMNIST,51,17.61
20,EMNIST,52,0.0
20,EMNIST,53,4.22
20,EMNIST,54,4.77
20,EMNIST,55,0.0
20,EMNIST,56,2.51
20,EMNIST,57,8.92
20,EMNIST,58,9.65
20,EMNIST,59,9.58
20,EMNIST,60,1.73
20,EMNIST,61,20.73
20,CIFAR10,0,29.56
20,CIFAR10,1,58.24
20,CIFAR10,2,55.93
20,CIFAR10,3,2.09
20,CIFAR10,4,1.1
