Round,Dataset,Local_Class,Accuracy
25,MNIST,0,75.76
25,MNIST,1,99.13
25,MNIST,2,84.56
25,MNIST,3,66.81
25,MNIST,4,77.6
25,MNIST,5,89.64
25,MNIST,6,84.27
25,MNIST,7,31.98
25,MNIST,8,68.51
25,MNIST,9,35.29
25,EMNIST,0,88.94
25,EMNIST,1,97.53
25,EMNIST,2,85.51
25,EMNIST,3,77.98
25,EMNIST,4,80.84
25,EMNIST,5,96.16
25,EMNIST,6,45.96
25,EMNIST,7,49.22
25,EMNIST,8,73.46
25,EMNIST,9,52.03
25,EMNIST,10,10.66
25,EMNIST,11,39.49
25,EMNIST,12,8.41
25,EMNIST,13,6.63
25,EMNIST,14,63.31
25,EMNIST,15,3.82
25,EMNIST,16,86.24
25,EMNIST,17,8.02
25,EMNIST,18,0.0
25,EMNIST,19,1.58
25,EMNIST,20,0.0
25,EMNIST,21,60.52
25,EMNIST,22,0.59
25,EMNIST,23,0.0
25,EMNIST,24,0.0
25,EMNIST,25,12.05
25,EMNIST,26,1.86
25,EMNIST,27,12.64
25,EMNIST,28,0.09
25,EMNIST,29,9.0
25,EMNIST,30,35.38
25,EMNIST,31,0.0
25,EMNIST,32,47.61
25,EMNIST,33,13.99
25,EMNIST,34,0.28
25,EMNIST,35,1.66
25,EMNIST,36,4.01
25,EMNIST,37,19.2
25,EMNIST,38,3.56
25,EMNIST,39,2.94
25,EMNIST,40,27.96
25,EMNIST,41,91.76
25,EMNIST,42,0.0
25,EMNIST,43,0.37
25,EMNIST,44,0.0
25,EMNIST,45,0.0
25,EMNIST,46,3.3
25,EMNIST,47,0.0
25,EMNIST,48,0.0
25,EMNIST,49,0.0
25,EMNIST,50,0.0
25,EMNIST,51,0.0
25,EMNIST,52,0.22
25,EMNIST,53,0.0
25,EMNIST,54,0.0
25,EMNIST,55,0.48
25,EMNIST,56,0.0
25,EMNIST,57,0.0
25,EMNIST,58,9.18
25,EMNIST,59,0.23
25,EMNIST,60,0.0
25,EMNIST,61,34.15
25,CIFAR10,0,13.52
25,CIFAR10,1,20.33
25,CIFAR10,2,74.51
25,CIFAR10,3,1.65
25,CIFAR10,4,0.11
25,CIFAR10,5,3.52
25,CIFAR10,6,0.11
25,CIFAR10,7,37.47
25,CIFAR10,8,7.69
25,CIFAR10,9,75.16
26,MNIST,0,97.76
26,MNIST,1,98.26
26,MNIST,2,97.44
26,MNIST,3,98.8
26,MNIST,4,91.49
26,MNIST,5,90.01
26,MNIST,6,96.33
26,MNIST,7,85.35
26,MNIST,8,90.18
26,MNIST,9,91.83
26,EMNIST,0,97.32
26,EMNIST,1,98.73
26,EMNIST,2,96.03
26,EMNIST,3,96.57
26,EMNIST,4,89.84
26,EMNIST,5,93.79
26,EMNIST,6,93.37
26,EMNIST,7,92.08
26,EMNIST,8,88.97
26,EMNIST,9,94.62
26,EMNIST,10,34.47
26,EMNIST,11,55.93
26,EMNIST,12,11.57
26,EMNIST,13,10.3
26,EMNIST,14,35.79
26,EMNIST,15,2.75
26,EMNIST,16,32.43
26,EMNIST,17,43.04
26,EMNIST,18,0.0
26,EMNIST,19,5.79
26,EMNIST,20,16.38
26,EMNIST,21,17.91
26,EMNIST,22,66.52
26,EMNIST,23,24.74
26,EMNIST,24,0.05
26,EMNIST,25,68.66
26,EMNIST,26,24.47
26,EMNIST,27,39.54
26,EMNIST,28,8.81
26,EMNIST,29,8.51
26,EMNIST,30,69.56
26,EMNIST,31,1.52
26,EMNIST,32,43.52
26,EMNIST,33,24.17
26,EMNIST,34,0.96
26,EMNIST,35,17.54
26,EMNIST,36,32.78
26,EMNIST,37,15.59
26,EMNIST,38,3.56
26,EMNIST,39,36.08
26,EMNIST,40,48.2
26,EMNIST,41,35.16
26,EMNIST,42,9.33
26,EMNIST,43,3.12
26,EMNIST,44,0.0
26,EMNIST,45,0.0
26,EMNIST,46,4.01
26,EMNIST,47,0.0
26,EMNIST,48,0.0
26,EMNIST,49,20.28
26,EMNIST,50,0.0
26,EMNIST,51,0.0
26,EMNIST,52,0.43
26,EMNIST,53,5.02
26,EMNIST,54,1.01
26,EMNIST,55,8.01
26,EMNIST,56,0.23
26,EMNIST,57,1.88
26,EMNIST,58,35.06
26,EMNIST,59,1.87
26,EMNIST,60,6.92
26,EMNIST,61,0.49
26,CIFAR10,0,66.26
26,CIFAR10,1,67.03
26,CIFAR10,2,10.99
26,CIFAR10,3,0.55
26,CIFAR10,4,19.78
26,CIFAR10,5,21.54
26,CIFAR10,6,9.56
26,CIFAR10,7,74.95
26,CIFAR10,8,6.92
26,CIFAR10,9,22.86
27,MNIST,0,92.59
27,MNIST,1,97.38
27,MNIST,2,87.86
27,MNIST,3,97.17
27,MNIST,4,84.43
27,MNIST,5,97.78
27,MNIST,6,39.49
27,MNIST,7,94.87
27,MNIST,8,85.67
27,MNIST,9,79.41
27,EMNIST,0,87.72
27,EMNIST,1,97.86
27,EMNIST,2,81.28
27,EMNIST,3,96.78
27,EMNIST,4,77.26
27,EMNIST,5,96.61
27,EMNIST,6,13.8
27,EMNIST,7,96.36
27,EMNIST,8,82.52
27,EMNIST,9,77.41
27,EMNIST,10,19.88
27,EMNIST,11,44.75
27,EMNIST,12,14.36
27,EMNIST,13,40.34
27,EMNIST,14,82.17
27,EMNIST,15,20.53
27,EMNIST,16,38.82
27,EMNIST,17,44.51
27,EMNIST,18,2.15
27,EMNIST,19,71.58
27,EMNIST,20,12.07
27,EMNIST,21,53.19
27,EMNIST,22,77.26
27,EMNIST,23,60.29
27,EMNIST,24,0.29
27,EMNIST,25,82.6
27,EMNIST,26,38.83
27,EMNIST,27,48.51
27,EMNIST,28,10.09
27,EMNIST,29,76.06
27,EMNIST,30,94.56
27,EMNIST,31,56.77
27,EMNIST,32,3.96
27,EMNIST,33,50.64
27,EMNIST,34,42.56
27,EMNIST,35,75.59
27,EMNIST,36,17.79
27,EMNIST,37,78.61
27,EMNIST,38,35.88
27,EMNIST,39,77.65
27,EMNIST,40,60.7
27,EMNIST,41,33.52
27,EMNIST,42,17.91
27,EMNIST,43,28.55
27,EMNIST,44,0.0
27,EMNIST,45,5.19
27,EMNIST,46,33.96
27,EMNIST,47,0.0
27,EMNIST,48,1.42
27,EMNIST,49,8.63
27,EMNIST,50,0.0
27,EMNIST,51,0.3
27,EMNIST,52,3.04
27,EMNIST,53,26.54
27,EMNIST,54,28.89
27,EMNIST,55,64.5
27,EMNIST,56,0.46
27,EMNIST,57,1.64
27,EMNIST,58,42.82
27,EMNIST,59,5.84
27,EMNIST,60,16.14
27,EMNIST,61,19.27
27,CIFAR10,0,74.07
27,CIFAR10,1,36.37
27,CIFAR10,2,9.01
27,CIFAR10,3,12.09
27,CIFAR10,4,45.93
27,CIFAR10,5,59.34
27,CIFAR10,6,35.82
27,CIFAR10,7,25.71
27,CIFAR10,8,36.37
27,CIFAR10,9,21.65
28,MNIST,0,94.61
28,MNIST,1,98.35
28,MNIST,2,85.94
28,MNIST,3,97.28
28,MNIST,4,91.83
28,MNIST,5,97.53
28,MNIST,6,61.54
28,MNIST,7,89.2
28,MNIST,8,85.78
28,MNIST,9,90.41
28,EMNIST,0,93.3
28,EMNIST,1,98.68
28,EMNIST,2,79.2
28,EMNIST,3,96.08
28,EMNIST,4,89.86
28,EMNIST,5,97.54
28,EMNIST,6,53.33
28,EMNIST,7,94.43
28,EMNIST,8,79.55
28,EMNIST,9,91.78
28,EMNIST,10,1.04
28,EMNIST,11,4.24
28,EMNIST,12,0.0
28,EMNIST,13,3.67
28,EMNIST,14,13.82
28,EMNIST,15,8.17
28,EMNIST,16,1.72
28,EMNIST,17,0.84
28,EMNIST,18,0.59
28,EMNIST,19,23.51
28,EMNIST,20,0.86
28,EMNIST,21,14.52
28,EMNIST,22,46.89
