Round,Accuracy
25,42.1
26,56.82
27,58.32
28,51.69
29,57.11
30,59.08
31,52.0
32,48.02
33,60.13
34,59.51
35,63.66
36,56.66
37,59.43
38,58.46
39,49.79
40,54.26
41,55.58
42,54.71
43,58.51
44,53.72
45,49.57
46,49.81
47,54.6
48,55.44
49,51.91
50,59.06
