Round,Dataset,Local_Class,Accuracy
20,MNIST,0,63.64
20,MNIST,1,9.3
20,MNIST,2,56.02
20,MNIST,3,82.15
20,MNIST,4,27.77
20,MNIST,5,16.28
20,MNIST,6,77.84
20,MNIST,7,80.11
20,MNIST,8,47.18
20,MNIST,9,58.5
20,EMNIST,0,2.34
20,EMNIST,1,0.21
20,EMNIST,2,26.16
20,EMNIST,3,74.2
20,EMNIST,4,81.82
20,EMNIST,5,39.78
20,EMNIST,6,68.92
20,EMNIST,7,54.74
20,EMNIST,8,41.32
20,EMNIST,9,0.06
20,EMNIST,10,34.68
20,EMNIST,11,54.07
20,EMNIST,12,7.08
20,EMNIST,13,75.88
20,EMNIST,14,53.62
20,EMNIST,15,7.63
20,EMNIST,16,40.05
20,EMNIST,17,51.9
20,EMNIST,18,1.5
20,EMNIST,19,59.65
20,EMNIST,20,10.63
20,EMNIST,21,87.25
20,EMNIST,22,1.26
20,EMNIST,23,5.53
20,EMNIST,24,29.51
20,EMNIST,25,27.72
20,EMNIST,26,51.86
20,EMNIST,27,39.95
20,EMNIST,28,34.92
20,EMNIST,29,48.99
20,EMNIST,30,19.62
20,EMNIST,31,22.24
20,EMNIST,32,5.32
20,EMNIST,33,43.26
20,EMNIST,34,7.85
20,EMNIST,35,45.26
20,EMNIST,36,60.33
20,EMNIST,37,30.54
20,EMNIST,38,63.36
20,EMNIST,39,53.79
20,EMNIST,40,67.63
20,EMNIST,41,52.2
20,EMNIST,42,52.43
20,EMNIST,43,9.44
20,EMNIST,44,16.97
20,EMNIST,45,84.78
20,EMNIST,46,70.75
20,EMNIST,47,0.09
20,EMNIST,48,0.0
20,EMNIST,49,13.44
20,EMNIST,50,33.25
20,EMNIST,51,55.82
20,EMNIST,52,26.09
20,EMNIST,53,57.25
20,EMNIST,54,41.21
20,EMNIST,55,86.54
20,EMNIST,56,8.88
20,EMNIST,57,3.52
20,EMNIST,58,4.47
20,EMNIST,59,12.85
20,EMNIST,60,64.55
20,EMNIST,61,46.1
21,MNIST,0,0.0
21,MNIST,1,0.0
21,MNIST,2,2.98
21,MNIST,3,0.0
21,MNIST,4,0.0
21,MNIST,5,0.0
21,MNIST,6,7.92
21,MNIST,7,0.64
21,MNIST,8,0.0
21,MNIST,9,4.68
21,EMNIST,0,34.08
21,EMNIST,1,0.0
21,EMNIST,2,50.04
21,EMNIST,3,71.94
21,EMNIST,4,53.26
21,EMNIST,5,68.28
21,EMNIST,6,61.85
21,EMNIST,7,44.35
21,EMNIST,8,41.75
21,EMNIST,9,8.51
21,EMNIST,10,40.58
21,EMNIST,11,82.03
21,EMNIST,12,29.92
21,EMNIST,13,71.09
21,EMNIST,14,47.42
21,EMNIST,15,82.14
21,EMNIST,16,74.69
21,EMNIST,17,15.61
21,EMNIST,18,0.0
21,EMNIST,19,69.3
21,EMNIST,20,42.53
21,EMNIST,21,70.56
21,EMNIST,22,3.11
21,EMNIST,23,46.7
21,EMNIST,24,13.84
21,EMNIST,25,28.03
21,EMNIST,26,55.32
21,EMNIST,27,11.96
21,EMNIST,28,65.45
21,EMNIST,29,42.01
21,EMNIST,30,24.07
21,EMNIST,31,31.91
21,EMNIST,32,0.0
21,EMNIST,33,34.35
21,EMNIST,34,41.6
21,EMNIST,35,67.06
21,EMNIST,36,21.74
21,EMNIST,37,57.47
21,EMNIST,38,21.37
21,EMNIST,39,37.39
21,EMNIST,40,51.18
21,EMNIST,41,14.84
21,EMNIST,42,38.43
21,EMNIST,43,17.92
21,EMNIST,44,31.62
21,EMNIST,45,32.87
21,EMNIST,46,62.5
21,EMNIST,47,0.0
