Epoch,Accuracy
0,83.24
1,83.64
2,85.15
3,84.23
4,85.27
5,85.22
6,85.72
7,85.0
8,85.24
9,84.65
10,85.3
11,84.46
12,85.35
13,84.67
14,85.02
15,84.37
16,83.88
17,83.68
18,84.06
19,83.92
20,83.78
21,83.73
22,83.0
23,83.4
24,83.54
25,83.5
26,82.67
27,83.8
28,83.44
29,83.44
30,83.48
