Time: 2026-06-26 16:32:46
Log Dir: logs/2026-06-26_16-32-46/GeFL_DDPM_baseline_total_DI
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total_DI
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: class_name
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 16
ddpm_guide_w: 0.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 25
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total_DI
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0215
Client 1 (MNIST) | Target Loss: 1.4389
Client 2 (MNIST) | Target Loss: 0.8077
Client 3 (MNIST) | Target Loss: 0.4595
Client 4 (MNIST) | Target Loss: 1.7043
Client 5 (MNIST) | Target Loss: 1.7717
Client 6 (MNIST) | Target Loss: 1.3697
Client 7 (MNIST) | Target Loss: 1.2236
Client 8 (MNIST) | Target Loss: 1.7904
Client 9 (MNIST) | Target Loss: 1.7796
Client 11 (EMNIST) | Target Loss: 1.2260
Client 12 (EMNIST) | Target Loss: 1.3741
Client 13 (EMNIST) | Target Loss: 0.9200
Client 14 (EMNIST) | Target Loss: 0.7421
Client 15 (EMNIST) | Target Loss: 1.5037
Client 16 (EMNIST) | Target Loss: 2.0836
Client 17 (EMNIST) | Target Loss: 1.3210
Client 18 (EMNIST) | Target Loss: 1.2373
Client 19 (EMNIST) | Target Loss: 1.6859
Client 20 (EMNIST) | Target Loss: 1.6792
Client 22 (CIFAR10) | Target Loss: 2.0146
Client 23 (CIFAR10) | Target Loss: 1.8955
Client 24 (CIFAR10) | Target Loss: 1.8281
Client 25 (CIFAR10) | Target Loss: 1.9402
Client 26 (CIFAR10) | Target Loss: 2.2525
Client 27 (CIFAR10) | Target Loss: 1.9541
Client 28 (CIFAR10) | Target Loss: 2.1241
Client 29 (CIFAR10) | Target Loss: 2.1642
Client 30 (CIFAR10) | Target Loss: 2.2541
Client 31 (CIFAR10) | Target Loss: 2.2157
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 2 ---
Client 0 (MNIST) | Target Loss: 0.4468
Client 1 (MNIST) | Target Loss: 0.4025
Client 2 (MNIST) | Target Loss: 0.1960
Client 3 (MNIST) | Target Loss: 0.1375
Client 4 (MNIST) | Target Loss: 0.7161
Client 5 (MNIST) | Target Loss: 1.2179
Client 6 (MNIST) | Target Loss: 0.4754
Client 7 (MNIST) | Target Loss: 0.2872
Client 8 (MNIST) | Target Loss: 0.9961
Client 9 (MNIST) | Target Loss: 0.8566
Client 11 (EMNIST) | Target Loss: 0.7468
Client 12 (EMNIST) | Target Loss: 0.6867
Client 13 (EMNIST) | Target Loss: 0.4965
Client 14 (EMNIST) | Target Loss: 0.4627
Client 15 (EMNIST) | Target Loss: 0.7597
Client 16 (EMNIST) | Target Loss: 1.2518
Client 17 (EMNIST) | Target Loss: 0.6337
Client 18 (EMNIST) | Target Loss: 0.5016
Client 19 (EMNIST) | Target Loss: 0.8369
Client 20 (EMNIST) | Target Loss: 0.8603
Client 22 (CIFAR10) | Target Loss: 1.7903
Client 23 (CIFAR10) | Target Loss: 1.5877
Client 24 (CIFAR10) | Target Loss: 1.5758
Client 25 (CIFAR10) | Target Loss: 1.7108
Client 26 (CIFAR10) | Target Loss: 2.0508
Client 27 (CIFAR10) | Target Loss: 1.7447
Client 28 (CIFAR10) | Target Loss: 1.8693
Client 29 (CIFAR10) | Target Loss: 1.8890
Client 30 (CIFAR10) | Target Loss: 2.0886
Client 31 (CIFAR10) | Target Loss: 2.0373
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 3 ---
Client 0 (MNIST) | Target Loss: 0.3420
Client 1 (MNIST) | Target Loss: 0.1867
Client 2 (MNIST) | Target Loss: 0.1225
Client 3 (MNIST) | Target Loss: 0.1145
Client 4 (MNIST) | Target Loss: 0.3980
Client 5 (MNIST) | Target Loss: 0.9789
Client 6 (MNIST) | Target Loss: 0.2642
Client 7 (MNIST) | Target Loss: 0.1652
Client 8 (MNIST) | Target Loss: 0.6412
Client 9 (MNIST) | Target Loss: 0.5279
Client 11 (EMNIST) | Target Loss: 0.6433
Client 12 (EMNIST) | Target Loss: 0.5847
Client 13 (EMNIST) | Target Loss: 0.4446
Client 14 (EMNIST) | Target Loss: 0.4262
Client 15 (EMNIST) | Target Loss: 0.6370
Client 16 (EMNIST) | Target Loss: 1.0128
Client 17 (EMNIST) | Target Loss: 0.5430
Client 18 (EMNIST) | Target Loss: 0.4415
Client 19 (EMNIST) | Target Loss: 0.6874
Client 20 (EMNIST) | Target Loss: 0.7115
Client 22 (CIFAR10) | Target Loss: 1.6370
Client 23 (CIFAR10) | Target Loss: 1.4691
Client 24 (CIFAR10) | Target Loss: 1.4320
Client 25 (CIFAR10) | Target Loss: 1.5566
Client 26 (CIFAR10) | Target Loss: 1.8735
Client 27 (CIFAR10) | Target Loss: 1.6724
Client 28 (CIFAR10) | Target Loss: 1.7584
Client 29 (CIFAR10) | Target Loss: 1.7210
Client 30 (CIFAR10) | Target Loss: 1.9365
Client 31 (CIFAR10) | Target Loss: 1.9324
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 4 ---
Client 0 (MNIST) | Target Loss: 0.2708
Client 1 (MNIST) | Target Loss: 0.1395
Client 2 (MNIST) | Target Loss: 0.0807
Client 3 (MNIST) | Target Loss: 0.1194
Client 4 (MNIST) | Target Loss: 0.2754
Client 5 (MNIST) | Target Loss: 0.8235
Client 6 (MNIST) | Target Loss: 0.1822
Client 7 (MNIST) | Target Loss: 0.1256
Client 8 (MNIST) | Target Loss: 0.8521
Client 9 (MNIST) | Target Loss: 0.3796
Client 11 (EMNIST) | Target Loss: 0.5917
Client 12 (EMNIST) | Target Loss: 0.5374
Client 13 (EMNIST) | Target Loss: 0.4154
Client 14 (EMNIST) | Target Loss: 0.3956
Client 15 (EMNIST) | Target Loss: 0.5852
Client 16 (EMNIST) | Target Loss: 0.8943
Client 17 (EMNIST) | Target Loss: 0.5009
Client 18 (EMNIST) | Target Loss: 0.4089
Client 19 (EMNIST) | Target Loss: 0.6126
Client 20 (EMNIST) | Target Loss: 0.6430
Client 22 (CIFAR10) | Target Loss: 1.5125
Client 23 (CIFAR10) | Target Loss: 1.3690
Client 24 (CIFAR10) | Target Loss: 1.3093
Client 25 (CIFAR10) | Target Loss: 1.4601
Client 26 (CIFAR10) | Target Loss: 1.7575
Client 27 (CIFAR10) | Target Loss: 1.6196
Client 28 (CIFAR10) | Target Loss: 1.6652
Client 29 (CIFAR10) | Target Loss: 1.6018
Client 30 (CIFAR10) | Target Loss: 1.8363
Client 31 (CIFAR10) | Target Loss: 1.8680
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 5 ---
Client 0 (MNIST) | Target Loss: 0.2426
Client 1 (MNIST) | Target Loss: 0.1092
Client 2 (MNIST) | Target Loss: 0.0666
Client 3 (MNIST) | Target Loss: 0.1257
Client 4 (MNIST) | Target Loss: 0.2169
Client 5 (MNIST) | Target Loss: 0.7033
Client 6 (MNIST) | Target Loss: 0.1517
Client 7 (MNIST) | Target Loss: 0.0803
Client 8 (MNIST) | Target Loss: 0.5651
Client 9 (MNIST) | Target Loss: 0.3012
Client 11 (EMNIST) | Target Loss: 0.5526
Client 12 (EMNIST) | Target Loss: 0.5021
Client 13 (EMNIST) | Target Loss: 0.3940
Client 14 (EMNIST) | Target Loss: 0.3779
Client 15 (EMNIST) | Target Loss: 0.5589
Client 16 (EMNIST) | Target Loss: 0.8187
Client 17 (EMNIST) | Target Loss: 0.4685
Client 18 (EMNIST) | Target Loss: 0.3849
Client 19 (EMNIST) | Target Loss: 0.5691
Client 20 (EMNIST) | Target Loss: 0.5980
Client 22 (CIFAR10) | Target Loss: 1.3866
Client 23 (CIFAR10) | Target Loss: 1.3007
Client 24 (CIFAR10) | Target Loss: 1.2281
Client 25 (CIFAR10) | Target Loss: 1.3547
Client 26 (CIFAR10) | Target Loss: 1.6311
Client 27 (CIFAR10) | Target Loss: 1.5604
Client 28 (CIFAR10) | Target Loss: 1.5896
Client 29 (CIFAR10) | Target Loss: 1.5506
Client 30 (CIFAR10) | Target Loss: 1.7678
Client 31 (CIFAR10) | Target Loss: 1.7918
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 6 ---
Client 0 (MNIST) | Target Loss: 0.2247
Client 1 (MNIST) | Target Loss: 0.0797
Client 2 (MNIST) | Target Loss: 0.0499
Client 3 (MNIST) | Target Loss: 0.0415
Client 4 (MNIST) | Target Loss: 0.1855
Client 5 (MNIST) | Target Loss: 0.6200
Client 6 (MNIST) | Target Loss: 0.1121
Client 7 (MNIST) | Target Loss: 0.0723
Client 8 (MNIST) | Target Loss: 0.9844
