Round,Accuracy
25,27.69
26,27.57
27,28.81
28,34.69
29,37.29
30,33.62
31,38.02
32,36.28
33,30.49
34,34.78
35,39.81
36,39.55
37,42.48
38,41.02
39,41.51
40,42.75
41,36.09
42,41.01
43,40.36
44,34.68
45,40.41
46,41.59
47,42.2
48,40.2
49,38.55
50,37.89
