Round,Accuracy
25,54.5
26,57.14
27,59.44
28,64.84
29,75.88
30,67.32
31,76.71
32,74.23
33,59.45
34,69.28
35,78.09
36,78.68
37,82.88
38,79.38
39,80.35
40,82.32
41,72.58
42,80.89
43,80.93
44,71.59
45,81.41
46,83.68
47,86.61
48,79.1
49,79.41
50,74.91
