Round,Accuracy
25,10.67
26,19.63
27,22.75
28,25.68
29,25.52
30,24.15
31,27.53
32,30.27
33,31.15
34,32.32
35,28.22
36,28.04
37,20.67
38,28.97
39,30.56
40,29.78
41,30.32
42,33.14
43,31.42
44,29.96
45,34.02
46,28.91
47,30.7
48,32.33
49,28.77
50,31.81
