Round,Accuracy
1,95.69
2,97.04
3,97.67
4,97.95
5,98.71
6,98.53
7,97.65
8,98.89
9,98.31
10,98.3
11,98.25
12,98.76
13,98.94
14,99.13
15,99.03
16,99.07
17,98.89
18,98.97
19,98.81
20,98.75
21,98.79
22,99.21
23,99.25
24,99.3
25,99.3
26,98.63
27,99.27
28,99.32
29,99.23
30,98.57
