Round,Accuracy
1,74.53
2,75.92
3,73.34
4,78.5
5,75.69
6,81.12
7,79.5
8,78.84
9,78.74
10,79.65
11,78.64
12,79.64
13,81.48
14,79.37
15,77.48
16,81.61
17,81.89
18,80.37
19,83.09
20,80.41
21,79.39
22,82.59
23,81.92
24,82.71
25,82.45
26,81.55
27,82.25
28,82.57
29,82.74
30,79.75
