global_round,missing_threshold,recall,specificity,precision,average_accuracy,f1_score,mcc,TP,FP,TN,FN
5,0.1,0.26582278481012656,0.9942694482939436,0.49,0.630046116552035,0.3446658851113716,0.35146438280102876,147,153,26546,406
5,0.2,0.26582278481012656,0.9942694482939436,0.49,0.630046116552035,0.3446658851113716,0.35146438280102876,147,153,26546,406
5,0.3,0.26582278481012656,0.9942694482939436,0.49,0.630046116552035,0.3446658851113716,0.35146438280102876,147,153,26546,406
5,0.4,0.26582278481012656,0.9942694482939436,0.49,0.630046116552035,0.3446658851113716,0.35146438280102876,147,153,26546,406
5,0.5,0.26582278481012656,0.9948687216749691,0.5176056338028169,0.6303457532425478,0.3512544802867383,0.36195402074185734,147,137,26562,406
5,0.6,0.26582278481012656,0.9953930858833664,0.5444444444444444,0.6306079353467464,0.35722964763061965,0.37186959612493947,147,123,26576,406
5,0.7,0.26582278481012656,0.9953930858833664,0.5444444444444444,0.6306079353467464,0.35722964763061965,0.37186959612493947,147,123,26576,406
5,0.8,0.26582278481012656,0.9953930858833664,0.5444444444444444,0.6306079353467464,0.35722964763061965,0.37186959612493947,147,123,26576,406
5,0.9,0.26582278481012656,0.9953930858833664,0.5444444444444444,0.6306079353467464,0.35722964763061965,0.37186959612493947,147,123,26576,406
5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,26699,553
10,0.1,0.32368896925858953,0.9885388965878872,0.36907216494845363,0.6561139329232384,0.3448940269749518,0.3329745227490945,179,306,26393,374
10,0.2,0.32368896925858953,0.9885388965878872,0.36907216494845363,0.6561139329232384,0.3448940269749518,0.3329745227490945,179,306,26393,374
10,0.3,0.32368896925858953,0.9885388965878872,0.36907216494845363,0.6561139329232384,0.3448940269749518,0.3329745227490945,179,306,26393,374
10,0.4,0.32368896925858953,0.9885388965878872,0.36907216494845363,0.6561139329232384,0.3448940269749518,0.3329745227490945,179,306,26393,374
10,0.5,0.3182640144665461,0.9922843552192966,0.4607329842931937,0.6552741848429213,0.3764705882352941,0.3724549944055768,176,206,26493,377
10,0.6,0.3074141048824593,0.9931458107045208,0.48158640226628896,0.65027995779349,0.3752759381898455,0.37478802252274546,170,183,26516,383
10,0.7,0.3074141048824593,0.9931458107045208,0.48158640226628896,0.65027995779349,0.3752759381898455,0.37478802252274546,170,183,26516,383
10,0.8,0.3074141048824593,0.9931458107045208,0.48158640226628896,0.65027995779349,0.3752759381898455,0.37478802252274546,170,183,26516,383
10,0.9,0.3074141048824593,0.9931458107045208,0.48158640226628896,0.65027995779349,0.3752759381898455,0.37478802252274546,170,183,26516,383
10,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,26699,553
15,0.1,0.3562386980108499,0.982883254054459,0.3012232415902141,0.6695609760326544,0.32642916321458165,0.31242990861672676,197,457,26242,356
15,0.2,0.3562386980108499,0.982883254054459,0.3012232415902141,0.6695609760326544,0.32642916321458165,0.31242990861672676,197,457,26242,356
15,0.3,0.3562386980108499,0.982883254054459,0.3012232415902141,0.6695609760326544,0.32642916321458165,0.31242990861672676,197,457,26242,356
