Round,Dataset,Local_Class,Accuracy
1,MNIST,0,98.09
1,MNIST,1,97.67
1,MNIST,2,96.81
1,MNIST,3,62.68
1,MNIST,4,98.1
1,MNIST,5,94.7
1,MNIST,6,95.06
1,MNIST,7,94.76
1,MNIST,8,73.59
1,MNIST,9,96.84
1,EMNIST,0,85.74
1,EMNIST,1,97.43
1,EMNIST,2,94.02
1,EMNIST,3,82.83
1,EMNIST,4,95.15
1,EMNIST,5,94.83
1,EMNIST,6,85.56
1,EMNIST,7,96.13
1,EMNIST,8,72.97
1,EMNIST,9,94.74
1,EMNIST,10,97.72
1,EMNIST,11,80.17
1,EMNIST,12,49.53
1,EMNIST,13,60.37
1,EMNIST,14,61.5
1,EMNIST,15,78.78
1,EMNIST,16,87.71
1,EMNIST,17,89.03
1,EMNIST,18,8.16
1,EMNIST,19,62.81
1,EMNIST,20,0.0
1,EMNIST,21,67.03
1,EMNIST,22,0.0
1,EMNIST,23,73.31
1,EMNIST,24,25.83
1,EMNIST,25,82.99
1,EMNIST,26,78.46
1,EMNIST,27,45.65
1,EMNIST,28,6.96
1,EMNIST,29,87.58
1,EMNIST,30,66.92
1,EMNIST,31,73.48
1,EMNIST,32,81.72
1,EMNIST,33,86.77
1,EMNIST,34,36.09
1,EMNIST,35,11.14
1,EMNIST,36,74.98
1,EMNIST,37,71.52
1,EMNIST,38,26.46
1,EMNIST,39,98.5
1,EMNIST,40,70.3
1,EMNIST,41,15.93
1,EMNIST,42,30.41
1,EMNIST,43,84.54
1,EMNIST,44,37.79
1,EMNIST,45,57.79
1,EMNIST,46,90.57
1,EMNIST,47,0.0
1,EMNIST,48,96.21
1,EMNIST,49,74.04
1,EMNIST,50,7.55
1,EMNIST,51,5.07
1,EMNIST,52,22.61
1,EMNIST,53,81.42
1,EMNIST,54,1.51
1,EMNIST,55,83.05
1,EMNIST,56,32.35
1,EMNIST,57,0.94
1,EMNIST,58,30.82
1,EMNIST,59,14.72
1,EMNIST,60,30.55
1,EMNIST,61,8.78
1,CIFAR10,0,85.05
1,CIFAR10,1,1.1
1,CIFAR10,2,8.57
1,CIFAR10,3,1.98
1,CIFAR10,4,0.0
1,CIFAR10,5,41.54
1,CIFAR10,6,54.07
1,CIFAR10,7,54.29
1,CIFAR10,8,0.0
1,CIFAR10,9,12.64
2,MNIST,0,97.53
2,MNIST,1,95.64
2,MNIST,2,94.14
2,MNIST,3,99.78
2,MNIST,4,86.9
2,MNIST,5,50.18
2,MNIST,6,92.77
2,MNIST,7,98.4
2,MNIST,8,43.34
2,MNIST,9,90.96
2,EMNIST,0,85.49
2,EMNIST,1,91.26
2,EMNIST,2,84.43
2,EMNIST,3,98.91
2,EMNIST,4,73.87
2,EMNIST,5,66.67
2,EMNIST,6,90.75
2,EMNIST,7,98.44
2,EMNIST,8,56.04
2,EMNIST,9,90.72
2,EMNIST,10,93.27
2,EMNIST,11,76.95
2,EMNIST,12,3.92
2,EMNIST,13,68.69
2,EMNIST,14,84.5
2,EMNIST,15,83.21
2,EMNIST,16,75.92
2,EMNIST,17,95.99
2,EMNIST,18,12.62
2,EMNIST,19,67.89
2,EMNIST,20,77.01
2,EMNIST,21,93.22
2,EMNIST,22,56.74
2,EMNIST,23,97.72
2,EMNIST,24,0.0
2,EMNIST,25,10.94
2,EMNIST,26,75.53
2,EMNIST,27,82.2
2,EMNIST,28,35.83
2,EMNIST,29,92.25
2,EMNIST,30,63.52
2,EMNIST,31,75.28
2,EMNIST,32,66.98
2,EMNIST,33,77.86
2,EMNIST,34,88.57
2,EMNIST,35,42.89
2,EMNIST,36,85.75
2,EMNIST,37,80.28
2,EMNIST,38,90.59
2,EMNIST,39,78.04
2,EMNIST,40,86.45
2,EMNIST,41,11.26
2,EMNIST,42,50.37
2,EMNIST,43,83.35
2,EMNIST,44,66.07
2,EMNIST,45,81.31
2,EMNIST,46,44.34
2,EMNIST,47,0.65
2,EMNIST,48,49.05
2,EMNIST,49,92.7
2,EMNIST,50,35.14
2,EMNIST,51,90.45
2,EMNIST,52,11.96
2,EMNIST,53,85.4
