Round,Accuracy
20,66.89
21,69.22
22,69.61
23,72.2
24,69.51
25,72.12
26,72.56
27,73.14
28,72.46
29,71.69
30,73.14
31,73.16
32,73.71
33,72.36
34,73.83
35,72.29
36,72.37
37,72.82
38,73.56
39,74.37
40,73.52
41,74.54
42,75.32
43,73.28
44,74.09
45,74.13
46,73.91
47,73.98
48,74.1
49,74.1
50,73.45
51,74.77
