Round,Accuracy
20,87.95
21,89.52
22,91.79
23,92.69
24,92.2
25,94.13
26,93.49
27,92.13
28,94.02
29,94.76
30,93.69
31,93.01
32,93.5
33,92.2
34,93.67
35,92.31
36,94.04
37,91.73
38,93.05
39,92.64
40,92.96
41,93.84
42,93.82
43,93.23
44,93.59
45,93.55
46,93.36
47,94.3
48,94.14
49,94.14
50,94.24
51,92.69
