Round,Accuracy
20,33.85
21,42.57
22,43.29
23,44.11
24,44.97
25,45.46
26,45.03
27,46.43
28,46.58
29,46.87
30,49.69
31,49.84
32,49.35
33,48.96
34,49.57
35,51.03
36,51.12
37,50.19
38,51.67
39,53.09
40,51.24
41,51.82
42,52.65
43,50.69
44,52.19
45,50.74
46,54.87
47,54.32
48,53.97
49,53.56
50,53.21
51,54.16
