Epoch,Accuracy
1,4.888113270806289
2,4.888113270806289
3,4.888113270806289
4,4.888113270806289
5,4.96118566405612
6,1.6342425831520853
7,1.5044316257317984
8,1.9815513698924547
9,0.4547681885783551
10,0.4573472142224667
11,0.5054890262458843
12,0.5072083766752921
13,0.5089277271046999
14,0.5209631801105542
15,0.6748450435425496
16,0.9439233857448656
17,2.4818823448501157
18,4.824497304918202
19,5.078101493255848
20,4.692966997068507
21,4.668036415842095
22,3.7301307566001562
23,4.180600569104992
24,4.833953732279945
25,3.533265132432967
26,3.926996380767346
27,3.3260834056893307
28,3.2057288756307867
29,4.379185543701589
30,4.681791219277357
31,4.284621270084163
32,4.829655356206426
33,5.49676332281664
34,5.363513664537538
35,6.21373245187968
36,7.429313205470973
37,7.3166957523447635
38,7.78263971871427
39,8.576119941885956
40,8.519381377715499
41,7.287466795044832
42,6.111431101329918
43,8.186687069625096
44,10.167378764302846
45,10.437316781719867
46,9.979109892282697
47,10.763133688092639
48,10.534460080981404
49,10.198327072032185
50,12.53148560473853
51,14.608460923463115
52,15.057211385538544
53,14.577512615733776
54,12.845267058105447
55,11.872974390275354
56,12.820336476879035
57,14.703884872295248
58,17.073149764019156
59,14.731394479165772
60,14.143376632308314
61,14.228484478563999
62,14.455438735245824
63,15.040017881244466
64,17.03274502892807
65,17.070570738375043
66,18.119374500313782
67,17.2605589608246
68,19.609191647395612
69,21.44975628207663
70,18.5217025007952
71,18.037705354916913
72,16.496307694952847
73,15.440626531296475
74,15.230006103694024
75,15.20937389854113
76,17.213276824015885
77,19.357306809487376
78,21.05344600809814
79,19.892884468247896
80,18.569844312818617
81,19.402009920651977
82,18.50450899650112
83,18.140006705466675
84,18.469262312698262
85,14.507019248128058
86,10.886067243795294
87,11.786147193590262
88,14.703884872295248
89,21.207327871530136
90,22.371328112239198
91,24.566078935378215
92,24.12678490066453
93,22.011983872492973
94,21.72571202599658
95,23.659121583865616
96,23.41927219896323
97,19.597156194389758
98,20.438778229584862
99,22.16672541113967
100,23.24905650645186
101,21.513372247964718
102,19.56620788666042
103,19.025472176611675
104,17.78925921786749
105,16.24528253225931
106,21.16778281165376
107,24.318492473543497
108,25.30453994480885
109,22.28106221469529
110,20.64853898197261
111,15.821462651410299
112,16.14556020735366
113,18.928328877350136
114,20.151646707873766
115,21.10158782012156
116,21.818556949184597
117,25.319154423458816
118,26.190005415953856
119,21.617392948943888
120,18.582739441039177
