Epoch,Accuracy
0,10.28
1,86.96
2,91.93
3,96.35
4,91.93
5,97.79
6,96.8
7,96.24
8,98.01
9,98.12
10,96.69
11,96.57
12,95.8
13,98.34
14,98.23
15,97.46
16,98.01
17,98.01
18,97.35
19,98.12
20,98.01
21,97.68
22,97.79
23,97.68
24,98.12
25,97.9
26,98.78
27,98.56
28,98.67
29,98.67
30,98.56
