Epoch,Accuracy
1,10.0
2,10.0
3,10.0
4,10.0
5,10.0
6,10.0
7,10.23
8,10.0
9,10.0
10,10.0
11,10.0
12,9.99
13,13.5
14,12.57
15,11.92
16,10.01
17,10.0
18,10.0
19,10.0
20,10.0
21,10.0
22,10.0
23,10.0
24,10.0
25,10.0
26,9.59
27,9.67
28,9.84
29,10.8
30,10.0
31,10.0
32,10.0
33,10.0
34,10.0
35,10.0
36,9.35
37,10.0
38,10.0
39,10.0
40,10.0
41,10.0
42,10.0
43,9.969999999999999
44,9.25
45,9.67
46,10.57
47,10.040000000000001
48,10.75
49,10.37
50,10.6
51,10.0
52,10.05
53,10.059999999999999
54,10.05
55,11.540000000000001
56,9.87
57,9.959999999999999
58,10.03
59,10.01
60,10.02
61,10.02
62,12.41
63,10.25
64,9.969999999999999
65,9.98
66,9.94
67,9.959999999999999
68,9.92
69,9.86
70,11.16
71,12.75
72,11.51
73,10.620000000000001
74,10.83
75,10.6
76,10.94
77,10.100000000000001
78,10.459999999999999
79,10.07
80,10.24
81,11.91
82,10.299999999999999
83,10.02
84,10.040000000000001
85,10.05
86,10.11
87,10.0
88,10.05
89,10.02
90,10.059999999999999
91,10.190000000000001
92,10.71
93,10.639999999999999
94,11.59
95,13.13
96,13.41
97,13.86
98,14.000000000000002
99,14.41
100,14.82
101,15.229999999999999
102,15.39
103,14.48
104,15.329999999999998
105,15.040000000000001
106,15.52
107,14.35
108,11.81
109,10.58
110,12.08
111,13.96
112,16.53
113,16.82
114,12.25
115,13.56
116,14.299999999999999
117,13.94
118,14.48
119,16.27
120,13.43
