Round,Accuracy
20,18.24
21,7.24
22,11.62
23,1.56
24,21.84
25,15.46
26,28.92
27,4.38
28,10.83
29,2.09
30,2.31
31,2.42
32,14.95
33,3.93
34,26.02
35,9.13
36,6.03
37,17.73
38,9.28
39,10.0
40,7.43
