Round,Dataset,Local_Class,Accuracy
20,MNIST,0,99.78
20,MNIST,1,97.58
20,MNIST,2,95.53
20,MNIST,3,88.68
20,MNIST,4,88.47
20,MNIST,5,94.33
20,MNIST,6,87.49
20,MNIST,7,91.55
20,MNIST,8,98.31
20,MNIST,9,93.03
20,EMNIST,0,0.1
20,EMNIST,1,0.0
20,EMNIST,2,6.45
20,EMNIST,3,8.13
20,EMNIST,4,2.33
20,EMNIST,5,17.93
20,EMNIST,6,4.26
20,EMNIST,7,0.05
20,EMNIST,8,13.92
20,EMNIST,9,26.98
20,EMNIST,10,56.83
20,EMNIST,11,28.98
20,EMNIST,12,21.63
20,EMNIST,13,14.53
20,EMNIST,14,53.88
20,EMNIST,15,45.11
20,EMNIST,16,34.15
20,EMNIST,17,9.7
20,EMNIST,18,0.16
20,EMNIST,19,58.77
20,EMNIST,20,38.51
20,EMNIST,21,31.89
20,EMNIST,22,7.78
20,EMNIST,23,36.29
20,EMNIST,24,0.05
20,EMNIST,25,69.21
20,EMNIST,26,29.52
20,EMNIST,27,65.35
20,EMNIST,28,15.17
20,EMNIST,29,40.96
20,EMNIST,30,8.35
20,EMNIST,31,5.94
20,EMNIST,32,20.46
20,EMNIST,33,37.15
20,EMNIST,34,2.48
20,EMNIST,35,3.79
20,EMNIST,36,19.13
20,EMNIST,37,59.02
20,EMNIST,38,6.11
20,EMNIST,39,64.05
20,EMNIST,40,65.91
20,EMNIST,41,14.01
20,EMNIST,42,6.16
20,EMNIST,43,70.19
20,EMNIST,44,0.0
20,EMNIST,45,62.98
20,EMNIST,46,34.43
20,EMNIST,47,0.0
20,EMNIST,48,7.58
20,EMNIST,49,28.62
20,EMNIST,50,0.0
20,EMNIST,51,29.55
20,EMNIST,52,5.43
20,EMNIST,53,46.73
20,EMNIST,54,2.51
20,EMNIST,55,38.09
20,EMNIST,56,3.87
20,EMNIST,57,10.09
20,EMNIST,58,4.0
20,EMNIST,59,37.15
20,EMNIST,60,0.29
20,EMNIST,61,14.15
20,CIFAR10,0,19.01
20,CIFAR10,1,58.9
20,CIFAR10,2,34.18
20,CIFAR10,3,66.59
20,CIFAR10,4,19.78
20,CIFAR10,5,16.92
20,CIFAR10,6,60.11
20,CIFAR10,7,55.16
20,CIFAR10,8,76.26
20,CIFAR10,9,41.32
21,MNIST,0,98.32
21,MNIST,1,98.93
21,MNIST,2,95.95
21,MNIST,3,97.82
21,MNIST,4,97.65
21,MNIST,5,97.9
21,MNIST,6,98.05
21,MNIST,7,95.61
21,MNIST,8,93.79
21,MNIST,9,93.36
21,EMNIST,0,1.31
21,EMNIST,1,0.0
21,EMNIST,2,0.15
21,EMNIST,3,0.2
21,EMNIST,4,0.0
21,EMNIST,5,0.7
21,EMNIST,6,0.04
21,EMNIST,7,0.02
21,EMNIST,8,5.76
21,EMNIST,9,1.12
21,EMNIST,10,20.5
21,EMNIST,11,6.27
21,EMNIST,12,7.84
21,EMNIST,13,7.62
21,EMNIST,14,16.15
21,EMNIST,15,18.09
21,EMNIST,16,7.37
21,EMNIST,17,9.7
21,EMNIST,18,0.05
21,EMNIST,19,22.63
21,EMNIST,20,31.9
21,EMNIST,21,10.04
21,EMNIST,22,2.3
21,EMNIST,23,45.24
21,EMNIST,24,0.05
21,EMNIST,25,42.91
21,EMNIST,26,22.34
21,EMNIST,27,11.01
21,EMNIST,28,5.89
21,EMNIST,29,30.01
21,EMNIST,30,8.19
21,EMNIST,31,1.8
21,EMNIST,32,7.78
21,EMNIST,33,33.33
21,EMNIST,34,0.0
21,EMNIST,35,0.71
21,EMNIST,36,0.47
21,EMNIST,37,0.0
21,EMNIST,38,8.91
21,EMNIST,39,1.83
21,EMNIST,40,51.94
21,EMNIST,41,3.85
21,EMNIST,42,0.37
21,EMNIST,43,6.62
21,EMNIST,44,0.0
21,EMNIST,45,8.3
21,EMNIST,46,4.72
21,EMNIST,47,0.0
21,EMNIST,48,1.18
21,EMNIST,49,24.39
21,EMNIST,50,0.71
21,EMNIST,51,25.67
21,EMNIST,52,1.52
21,EMNIST,53,36.82
21,EMNIST,54,0.25
21,EMNIST,55,3.19
21,EMNIST,56,1.14
21,EMNIST,57,13.38
21,EMNIST,58,24.71
21,EMNIST,59,6.07
21,EMNIST,60,0.0
21,EMNIST,61,3.66
21,CIFAR10,0,59.45
21,CIFAR10,1,62.53
21,CIFAR10,2,41.65
21,CIFAR10,3,25.6
21,CIFAR10,4,32.86
21,CIFAR10,5,41.76
21,CIFAR10,6,65.27
21,CIFAR10,7,63.41
21,CIFAR10,8,58.79
21,CIFAR10,9,56.04
22,MNIST,0,98.32
22,MNIST,1,98.84
22,MNIST,2,96.49
22,MNIST,3,98.15
22,MNIST,4,95.86
22,MNIST,5,97.41
22,MNIST,6,95.29
22,MNIST,7,91.98
22,MNIST,8,94.24
22,MNIST,9,87.15
22,EMNIST,0,0.02
22,EMNIST,1,0.05
22,EMNIST,2,1.44
22,EMNIST,3,1.9
22,EMNIST,4,0.22
22,EMNIST,5,1.67
22,EMNIST,6,10.99
22,EMNIST,7,6.43
22,EMNIST,8,1.7
22,EMNIST,9,9.54
22,EMNIST,10,13.98
22,EMNIST,11,11.53
22,EMNIST,12,17.01
22,EMNIST,13,0.14
22,EMNIST,14,13.95
22,EMNIST,15,19.24
22,EMNIST,16,17.2
22,EMNIST,17,2.32
