thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.101620029455081,0.9991959798994975,0.5504080046772892,69,20,24855,610
0.15,0.10898379970544919,0.9991557788944724,0.5540697892999608,74,21,24854,605
0.2,0.13549337260677466,0.9981105527638191,0.5668019626852969,92,47,24828,587
0.25,0.16200294550810015,0.9965427135678392,0.5792728295379697,110,86,24789,569
0.3,0.17820324005891017,0.9955778894472361,0.5868905647530731,121,110,24765,558
0.35,0.1796759941089838,0.993608040201005,0.5866420171549944,122,159,24716,557
0.4,0.18114874815905743,0.9934070351758794,0.5872778916674684,123,164,24711,556
0.45,0.203240058910162,0.9909547738693467,0.5970974163897543,138,225,24650,541
0.5,0.20029455081001474,0.9905527638190955,0.5954236573145552,136,235,24640,543
0.55,0.21502209131075112,0.9913969849246231,0.6032095381176872,146,214,24661,533
0.6,0.23269513991163476,0.9889447236180905,0.6108199317648626,158,275,24600,521
0.65,0.2106038291605302,0.9893869346733668,0.5999953819169485,143,264,24611,536
0.7,0.23269513991163476,0.9907939698492463,0.6117445548804405,158,229,24646,521
0.75,0.203240058910162,0.9858090452261307,0.5945245520681464,138,353,24522,541
0.8,0.22238586156111928,0.9869748743718593,0.6046803679664893,151,324,24551,528
0.85,0.22091310751104565,0.9887035175879397,0.6048083125494927,150,281,24594,529
0.9,0.21354933726067746,0.9872964824120603,0.6004229098363688,145,316,24559,534
0.95,0.21796759941089838,0.9829949748743718,0.600481287142635,148,423,24452,531
1.0,0.18851251840942562,0.9867336683417085,0.5876230933755671,128,330,24545,551
