thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.10751104565537556,0.9992763819095477,0.5533937137824616,73,18,24857,606
0.15,0.1134020618556701,0.9982311557788944,0.5558166088172822,77,44,24831,602
0.2,0.15316642120765833,0.9975075376884422,0.5753369794480503,104,62,24813,575
0.25,0.15758468335787923,0.9966231155778894,0.5771038994678843,107,84,24791,572
0.3,0.17820324005891017,0.9944522613065326,0.5863277506827214,121,138,24737,558
0.35,0.17820324005891017,0.9946934673366834,0.5864483536977968,121,132,24743,558
0.4,0.18851251840942562,0.993286432160804,0.5908994752851149,128,167,24708,551
0.45,0.2106038291605302,0.9903115577889448,0.6004576934747374,143,241,24634,536
0.5,0.2106038291605302,0.9861306532663316,0.5983672412134309,143,345,24530,536
0.55,0.20471281296023564,0.9893869346733668,0.5970498738168012,139,264,24611,540
0.6,0.20029455081001474,0.989748743718593,0.5950216472643038,136,255,24620,543
0.65,0.21649484536082475,0.988824120603015,0.6026594829819198,147,278,24597,532
0.7,0.21502209131075112,0.9897889447236181,0.6024055180171846,146,254,24621,533
0.75,0.20471281296023564,0.9883819095477387,0.5965473612539872,139,289,24586,540
0.8,0.20913107511045656,0.977286432160804,0.5932087536356303,142,565,24310,537
0.85,0.20029455081001474,0.9899899497487438,0.5951422502793793,136,249,24626,543
0.9,0.20471281296023564,0.9829145728643216,0.5938136929122786,139,425,24450,540
0.95,0.2106038291605302,0.9850854271356784,0.5978446281481042,143,371,24504,536
1.0,0.21207658321060383,0.9854070351758794,0.5987418091932416,144,363,24512,535
