thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.14138438880706922,0.9990753768844222,0.5702298828457457,96,23,24852,583
0.15,0.20029455081001474,0.9990753768844222,0.5996849638472185,136,23,24852,543
0.2,0.22091310751104565,0.9987537688442211,0.6098334381776334,150,31,24844,529
0.25,0.25920471281296026,0.9985527638190955,0.6288787383160279,176,36,24839,503
0.3,0.28276877761413843,0.9978291457286432,0.6402989616713908,192,54,24821,487
0.35,0.3240058910162003,0.9970653266331658,0.6605356088246831,220,73,24802,459
0.4,0.3490427098674521,0.9968643216080402,0.6729535157377462,237,78,24797,442
0.45,0.35198821796759944,0.9920804020100502,0.6720343099888249,239,197,24678,440
0.5,0.35640648011782033,0.9863718592964824,0.6713891697071513,242,339,24536,437
0.55,0.36524300441826213,0.9838391959798996,0.6745411001990809,248,402,24473,431
0.6,0.3696612665684831,0.9837587939698492,0.6767100302691662,251,404,24471,428
0.65,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
0.7,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
0.75,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
0.8,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
0.85,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
0.9,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
0.95,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
1.0,0.3696612665684831,0.9813467336683417,0.6755040001184124,251,464,24411,428
