Round,Accuracy
1,74.57
2,77.22
3,76.9
4,77.94
5,76.39
6,76.39
7,80.98
8,77.68
9,78.01
10,80.0
11,77.98
12,77.63
13,78.78
14,81.3
15,79.06
16,80.22
17,82.54
18,81.21
19,79.31
20,79.27
21,80.55
22,81.9
23,81.73
24,81.79
25,82.88
26,79.89
27,82.37
28,80.77
29,81.05
30,80.6
